,Kx,FOx,FOx_STD,PSOx,PSOx_STD,RMx,RMx_STD,RMk,PROP_FOx,AVG_RMx,PROP_PSOx
0,261,84.90600000000003,0.13105881679474946,623464,528.9868408445926,66.3072905764559,0.3436303447144869,134,0.32531034482758636,0.4948305266899694,2388.7509578544064
1,261,167.7729999999998,0.09837792537371157,1219255,530.8763639226075,74.8376253884316,0.2651795711685856,142,0.6428084291187731,0.5270255309044479,4671.47509578544
2,261,265.25399999999973,0.11514678343351464,1842732,509.5816877271062,98.68318618901365,0.2641701990092577,177,1.0162988505747117,0.5575321253616591,7060.275862068966
3,261,307.1429999999997,0.11836501483476286,2049330,532.7046560021857,115.72712526691376,0.266980198766191,196,1.1767931034482746,0.5904445166679273,7851.83908045977
4,261,319.6809999999998,0.3520486238484694,2071171,505.06228671918115,123.02930855154233,0.2893399650306348,202,1.2248314176245203,0.6090559829284273,7935.521072796935
5,261,350.93499999999966,0.34869851832287546,2161185,502.88127998897323,133.98982163680864,0.2861480212059388,218,1.3445785440613014,0.6146322093431589,8280.402298850575
6,261,357.8199999999998,0.34572738122434166,2228263,523.2951658682972,136.7334290984917,0.2855860298691609,211,1.3709578544061296,0.6480257303246053,8537.406130268198
7,261,352.6140000000005,0.35030533672855074,2255503,518.3915756960146,142.37249239167232,0.2683909526041362,212,1.3510114942528755,0.671568360338077,8641.773946360154
8,261,339.28699999999964,0.12890711326370893,2251383,489.78445413187876,149.48753892010072,0.2926356804880631,218,1.2999501915708798,0.6857226555967922,8625.988505747126
9,261,356.16799999999967,0.11900589810913989,2306700,493.4410181668801,154.55153934517634,0.2791125423602695,225,1.3646283524904201,0.6868957304230059,8837.931034482759
10,261,364.25500000000017,0.13140261659285007,2308962,478.5262489129893,162.81023296392888,0.2744926875052664,220,1.395613026819924,0.740046513472404,8846.597701149425
11,261,336.77799999999945,0.1342309061983667,2094727,468.50795036812883,172.86714639455363,0.2782586001114624,230,1.2903371647509558,0.7515962886719723,8025.773946360153
12,261,359.87100000000027,0.13204183917804418,2257286,499.521797021082,176.53724487279908,0.26260401644800274,226,1.378816091954024,0.7811382516495534,8648.605363984674
13,261,354.88300000000004,0.1348120443665854,2301513,518.2616168218543,186.09833576890594,0.2556330897812572,228,1.359704980842912,0.8162207709162541,8818.057471264368
14,261,244.94099999999958,0.16907647769581144,1409684,493.26652032878974,174.57969680754724,0.2544185673923086,208,0.9384712643678145,0.8393254654209001,5401.088122605364
15,112,83.05700000000004,0.18196154281883875,455111,470.5140112302757,69.71523433682465,0.22714271780230777,81,0.7415803571428575,0.8606819053928969,4063.4910714285716
16,0,0.0,,0,,0.0,,0,,,
17,0,0.0,,0,,0.0,,0,,,
18,0,0.0,,0,,0.0,,0,,,
19,0,0.0,,0,,0.0,,0,,,
20,0,0.0,,0,,0.0,,0,,,
21,0,0.0,,0,,0.0,,0,,,
22,0,0.0,,0,,0.0,,0,,,
23,0,0.0,,0,,0.0,,0,,,
