,Kx,FOx_STD,RMx_STD,RMk
0,775,0.11060752784949442,0.11929259832532292,307
1,775,0.10924836414652818,0.11852545450086568,330
2,775,0.10992013201036412,0.11581117176005087,395
3,767,0.11067123529054766,0.11314543839425593,427
4,750,0.12788795269109343,0.10755515804155791,440
5,735,0.12352399687247614,0.10080092646360153,443
6,713,0.13277517104444234,0.10097054186175655,415
7,693,0.1311551186607332,0.1057667265878316,418
8,673,0.12196659886325598,0.10145641898820477,423
9,652,0.12178608470435358,0.09886231739114591,402
10,620,0.13516793695746543,0.10492825836673257,385
11,582,0.13582359838861668,0.1042105304646524,355
12,548,0.132299459059241,0.10480744950049564,343
13,511,0.12583626225575784,0.10155071065225392,306
14,470,0.12181060827595491,0.0978332750710028,297
15,431,0.12491595088334984,0.09496589580085454,268
16,394,0.12740310742727584,0.09888161510483587,246
17,361,0.12639105666741232,0.10440239938926146,223
18,322,0.12841510254138544,0.10736356702247216,189
19,285,0.13363194896219646,0.09629438040768813,178
20,249,0.14155391794309646,0.08711828632453757,156
21,211,0.14592670483380363,0.10354676823980777,124
22,169,0.1365533458839827,0.0970422398576547,98
23,102,0.1620355401053463,0.13581419914658535,45
