ID,H
9,1.593403231828482
10,1.6769877743224173
12,1.5643701028927683
13,1.398986427912313
14,1.5843227778183766
15,1.6479184330021643
16,1.3485390196098024
17,1.754105330999288
18,1.5859341131926616
20,1.4264444338582805
21,1.035016633484322
22,1.5641315026219944
23,1.3050963719483404
24,1.4884287536677832
25,1.5437891850588952
28,1.5670564424376177
29,1.6111578173439174
30,1.4593594123475304
31,1.4404817415924864
32,1.7677614722893296
34,0.9736489231972634
35,1.2622431674900145
36,0.7298429194806347
37,1.6915591643104235
38,1.5418327382863621
39,1.7728817984730105
40,1.6958654450774613
41,0.9911388966130941
42,1.1490596969706202
43,1.6479184330021646
44,1.7060571156426696
46,1.727463557142167
47,1.762314710836667
48,1.2740230624414663
49,1.3812885266674402
51,1.6731421371534196
53,1.5295189491982681
54,1.2260760503661698
55,1.3219700745167633
56,1.6133921191386293
57,1.5040773967762742
58,1.6731421371534199
59,1.4609707477218157
60,1.4798484184768594
61,1.2540994652497846
62,1.4226300262075473
63,1.6479184330021646
64,1.310783678099714
65,1.5191094303623207
66,0.6837389058487535
67,1.3014810683874343
68,1.6958654450774613
69,1.7060571156426698
70,1.659104829419214
71,1.6920198079084638
72,1.4013926466081226
73,1.6958654450774615
74,1.692019807908464
75,1.5859341131926619
76,1.5859341131926619
77,1.5670564424376177
78,1.7399668199837608
79,1.4669071049122546
81,1.5859341131926616
82,1.331660286822432
83,1.7399668199837608
87,1.6920198079084638
