ID,TIME,FEEDBACK,N_FIGURES,TRIAL,SELECTED,RS,ACCURACY,LATENCY
44,60,0,3,experiment,D0,0,0,
44,60,0,3,experiment,D3,75,0,40.2132455
44,60,0,4,experiment,D2,25,0,38.0720028
44,60,0,3,experiment,D2,33,0,56.9799392
44,60,0,2,experiment,D2,50,0,59.910386
44,60,0,2,experiment,D1,25,0,22.1564158
44,60,0,2,experiment,D2,50,0,56.6384317
44,60,0,3,experiment,D0,0,0,51.6228423
44,60,0,3,experiment,D5,100,1,52.2704283
46,45,1,2,training,NO,,0,
46,45,1,2,training,D3,63,0,
46,60,0,2,experiment,D2,50,0,57.8211048
46,60,0,3,experiment,D0,0,0,40.1800866
46,60,0,3,experiment,D5,100,1,48.7500624
46,60,0,3,experiment,D0,0,0,52.0396746
46,60,0,4,experiment,D4,87,0,36.6215811
46,60,0,2,experiment,D4,75,0,49.1573328
46,60,0,4,experiment,D0,0,0,
46,60,0,3,experiment,D0,0,0,35.6167535
46,60,0,2,experiment,D5,100,1,56.9093833
46,60,0,2,experiment,D1,25,0,40.0341029
46,60,0,3,experiment,D2,33,0,31.8719905
46,60,0,4,experiment,D3,81,0,17.3648601
46,60,0,4,experiment,D0,0,0,15.4414429
46,60,0,4,experiment,D5,100,1,19.7303986
46,60,0,2,experiment,NO,,0,
46,60,0,3,experiment,D3,75,0,53.989837
46,60,0,4,experiment,D1,12,0,54.1010136
46,60,0,2,experiment,D3,63,0,37.3620494
47,45,1,2,training,D1,25,0,
47,45,1,2,training,D3,63,0,
47,60,0,2,experiment,D1,25,0,13.3960035
47,60,0,3,experiment,D1,16,0,
47,60,0,2,experiment,D2,50,0,15.8052879
47,60,0,4,experiment,D4,87,0,
47,60,0,3,experiment,D3,75,0,24.6172402
47,60,0,4,experiment,D2,25,0,27.383533
47,60,0,3,experiment,D4,83,0,35.3580323
47,60,0,4,experiment,D0,0,0,35.7335241
47,60,0,3,experiment,D3,75,0,17.0243708
47,60,0,4,experiment,D4,87,0,16.9576999
47,60,0,2,experiment,D5,100,1,21.1679972
47,60,0,4,experiment,NO,,0,
47,60,0,3,experiment,D4,83,0,25.6383773
47,60,0,2,experiment,D2,50,0,12.7725257
47,60,0,4,experiment,D0,0,0,
47,60,0,2,experiment,D1,25,0,
47,60,0,3,experiment,D3,75,0,10.30461
47,60,0,2,experiment,D5,100,1,12.0787409
48,45,1,2,training,D5,100,1,
48,45,1,2,training,D0,0,0,
48,60,0,2,experiment,D5,100,1,26.6809445
48,60,0,4,experiment,D5,100,1,31.6711444
48,60,0,4,experiment,D4,87,0,31.397307
48,60,0,2,experiment,D2,50,0,45.7007588
48,60,0,4,experiment,D3,81,0,36.9933343
48,60,0,4,experiment,D5,100,1,22.5506683
48,60,0,3,experiment,D5,100,1,37.7102154
48,60,0,2,experiment,D3,63,0,13.7382141
48,60,0,3,experiment,D5,100,1,21.6881477
48,60,0,2,experiment,D5,100,1,27.541236
48,60,0,3,experiment,D5,100,1,19.5755057
48,60,0,3,experiment,D5,100,1,30.1354137
48,60,0,3,experiment,D5,100,0,
48,60,0,4,experiment,D1,12,0,40.8369711
48,60,0,3,experiment,D4,83,0,20.963604
48,60,0,4,experiment,D4,87,0,
48,60,0,2,experiment,D1,25,0,12.1433325
48,60,0,2,experiment,D5,100,1,18.2024149
49,45,1,2,training,NO,,0,
49,45,1,2,training,D2,50,0,
49,60,0,3,experiment,D5,100,1,55.2448192
49,60,0,4,experiment,D3,81,0,45.066556
49,60,0,4,experiment,NO,,0,
49,60,0,4,experiment,D5,100,0,
49,60,0,3,experiment,D4,83,0,27.1030456
49,60,0,3,experiment,D5,100,0,
49,60,0,2,experiment,D4,75,0,46.6150281
49,60,0,3,experiment,D5,100,1,27.0434582
49,60,0,4,experiment,D5,100,1,20.5628162
49,60,0,4,experiment,D4,87,0,20.4069699
49,60,0,3,experiment,D5,100,1,30.2141499
49,60,0,3,experiment,D5,100,1,35.5214305
49,60,0,2,experiment,D0,0,0,31.903759
49,60,0,2,experiment,D4,75,0,39.6984949
49,60,0,2,experiment,D5,100,1,41.7814678
49,60,0,2,experiment,D2,50,0,28.5226974
49,60,0,2,experiment,D4,75,0,11.0899215
49,60,0,4,experiment,D1,12,0,38.9913073
51,45,1,2,training,D1,25,0,
51,45,1,2,training,D1,25,0,
51,60,0,2,experiment,D5,100,1,27.3043595
51,60,0,2,experiment,D1,25,0,49.6515803
51,60,0,3,experiment,D5,100,1,40.5151517
51,60,0,4,experiment,D2,25,0,37.0206581
51,60,0,2,experiment,D2,50,0,41.0494975
51,60,0,4,experiment,D4,87,0,21.8787626
51,60,0,2,experiment,D4,75,0,54.4927448
51,60,0,2,experiment,D2,50,0,47.8469344
51,60,0,4,experiment,D3,81,0,24.7451569
51,60,0,3,experiment,D3,75,0,
51,60,0,4,experiment,D4,87,0,18.6121077
51,60,0,3,experiment,D2,33,0,20.051746
51,60,0,3,experiment,D4,83,0,40.4948359
51,60,0,4,experiment,D5,100,1,12.0267013
51,60,0,2,experiment,D1,25,0,12.1926793
51,60,0,3,experiment,D5,100,1,20.7145038
51,60,0,3,experiment,D2,33,0,
51,60,0,4,experiment,D0,0,0,
53,45,1,2,training,D0,0,0,
53,45,1,2,training,D2,50,0,
53,60,0,4,experiment,D1,12,0,38.1654375
53,60,0,4,experiment,NO,,0,
53,60,0,4,experiment,D5,100,1,13.8442738
53,60,0,3,experiment,D3,75,0,16.7921743
53,60,0,2,experiment,D1,25,0,34.5306318
53,60,0,3,experiment,D3,75,0,32.6430273
53,60,0,3,experiment,D0,0,0,17.3749136
53,60,0,2,experiment,D4,75,0,21.919808
53,60,0,3,experiment,D5,100,0,
53,60,0,4,experiment,D0,0,0,
53,60,0,4,experiment,D5,100,0,
53,60,0,3,experiment,D0,0,0,10.3162529
53,60,0,2,experiment,D0,0,0,14.7696456
53,60,0,2,experiment,D4,75,0,17.0894729
53,60,0,2,experiment,D5,100,1,13.7964357
53,60,0,3,experiment,D1,16,0,20.6671381
53,60,0,2,experiment,D0,0,0,
53,60,0,4,experiment,D5,100,1,20.7719833
54,45,1,2,training,D3,63,0,
54,45,1,2,training,D4,75,0,
54,60,0,4,experiment,D5,100,1,41.5803322
54,60,0,2,experiment,D5,100,1,51.3347455
54,60,0,3,experiment,D3,75,0,53.037231
54,60,0,3,experiment,D5,100,1,45.4398171
54,60,0,3,experiment,D5,100,1,45.4036403
54,60,0,4,experiment,D5,100,1,51.292677
54,60,0,4,experiment,D2,25,0,41.6492722
54,60,0,3,experiment,D5,100,1,54.3391181
54,60,0,2,experiment,D3,63,0,36.4359288
54,60,0,3,experiment,D1,16,0,25.9562564
54,60,0,4,experiment,D4,87,0,36.2944723
54,60,0,2,experiment,D5,100,1,32.7853635
54,60,0,2,experiment,D5,100,1,40.5138435
54,60,0,2,experiment,D5,100,1,44.5764346
54,60,0,3,experiment,D5,100,1,32.7316714
54,60,0,2,experiment,D3,63,0,22.4688587
54,60,0,4,experiment,D4,87,0,41.9486113
54,60,0,4,experiment,D3,81,0,30.330346
55,45,1,2,training,NO,,0,
55,45,1,2,training,D4,75,0,
55,60,0,4,experiment,D3,81,0,46.9341656
55,60,0,2,experiment,D5,100,1,38.6131117
55,60,0,3,experiment,D3,75,0,37.7148822
55,60,0,4,experiment,D5,100,1,46.7411945
55,60,0,3,experiment,D5,100,1,40.9669658
55,60,0,4,experiment,D5,100,1,45.2331409
55,60,0,2,experiment,D4,75,0,34.0833954
55,60,0,4,experiment,D4,87,0,37.8866072
55,60,0,2,experiment,D2,50,0,25.5930039
55,60,0,3,experiment,D4,83,0,46.8980371
55,60,0,2,experiment,D3,63,0,31.1503433
55,60,0,2,experiment,D3,63,0,49.4590776
55,60,0,4,experiment,D3,81,0,22.3974574
55,60,0,3,experiment,D5,100,1,48.9758374
55,60,0,4,experiment,D3,81,0,53.9474365
55,60,0,2,experiment,D4,75,0,31.4498074
55,60,0,3,experiment,D4,83,0,45.0381304
55,60,0,3,experiment,D2,33,0,28.8993995
56,45,1,2,training,NO,,0,
56,45,1,2,training,D5,100,1,
56,60,0,3,experiment,D3,75,0,51.3221847
56,60,0,4,experiment,D4,87,0,53.655504
56,60,0,4,experiment,D5,100,1,45.3314675
56,60,0,4,experiment,D3,81,0,46.8341033
56,60,0,3,experiment,D2,33,0,49.9452506
56,60,0,2,experiment,D2,50,0,35.8015441
56,60,0,3,experiment,D5,100,1,50.8638278
56,60,0,2,experiment,D5,100,1,31.3762281
56,60,0,2,experiment,D4,75,0,20.6855328
56,60,0,3,experiment,D4,83,0,34.9851594
56,60,0,3,experiment,D5,100,1,10.0656779
56,60,0,4,experiment,D5,100,1,17.5317624
56,60,0,2,experiment,D0,0,0,16.7474566
56,60,0,4,experiment,D1,12,0,
56,60,0,2,experiment,D5,100,0,
56,60,0,4,experiment,D0,0,0,
56,60,0,3,experiment,D5,100,0,
56,60,0,2,experiment,D0,0,0,
57,45,1,2,training,D5,100,1,
57,45,1,2,training,D2,50,0,
57,60,0,4,experiment,D3,81,0,27.7568195
57,60,0,3,experiment,D5,100,1,23.0474275
57,60,0,4,experiment,D4,87,0,27.1144216
57,60,0,2,experiment,D5,100,1,36.1046245
57,60,0,4,experiment,D1,12,0,31.0003948
57,60,0,2,experiment,D4,75,0,47.8843989
57,60,0,4,experiment,D3,81,0,28.4784293
57,60,0,4,experiment,D5,100,1,36.2402489
57,60,0,3,experiment,D3,75,0,28.2454797
57,60,0,2,experiment,D2,50,0,25.2515758
57,60,0,3,experiment,D5,100,1,37.4076953
57,60,0,2,experiment,D5,100,1,37.7474932
57,60,0,3,experiment,D5,100,1,19.7824844
57,60,0,4,experiment,D5,100,1,21.3907259
57,60,0,3,experiment,D0,0,0,26.3666446
57,60,0,2,experiment,D5,100,1,27.4539044
57,60,0,2,experiment,D3,63,0,31.036056
57,60,0,3,experiment,D2,33,0,15.1022579
58,45,1,2,training,D1,25,0,
58,45,1,2,training,D2,50,0,
58,60,0,3,experiment,D0,0,0,21.7958266
58,60,0,3,experiment,D3,75,0,16.1360178
58,60,0,2,experiment,D0,0,0,15.8218307
58,60,0,4,experiment,D0,0,0,29.1156419
58,60,0,3,experiment,D2,33,0,27.1061097
58,60,0,4,experiment,D1,12,0,23.5854343
58,60,0,3,experiment,D3,75,0,18.2355278
58,60,0,4,experiment,D0,0,0,21.3435018
58,60,0,2,experiment,D3,63,0,14.3410503
58,60,0,3,experiment,D3,75,0,23.8297436
58,60,0,2,experiment,D5,100,0,
58,60,0,3,experiment,D1,16,0,19.4677793
58,60,0,4,experiment,D4,87,0,30.3508234
58,60,0,2,experiment,D5,100,1,14.7678801
58,60,0,4,experiment,D4,87,0,19.6640583
58,60,0,2,experiment,D4,75,0,19.8706832
58,60,0,2,experiment,D4,75,0,40.1628342
58,60,0,4,experiment,D3,81,0,44.6777598
59,45,1,2,training,NO,,0,
59,45,1,2,training,D0,0,0,
59,60,0,2,experiment,D4,75,0,54.2113128
59,60,0,3,experiment,D1,16,0,56.015099
59,60,0,3,experiment,D4,83,0,45.0538496
59,60,0,2,experiment,D5,100,1,56.2684379
59,60,0,4,experiment,D1,12,0,51.8749741
59,60,0,4,experiment,D5,100,1,22.5415445
59,60,0,4,experiment,D4,87,0,50.7680446
59,60,0,2,experiment,D5,100,1,42.5337357
59,60,0,2,experiment,D2,50,0,40.2033437
59,60,0,3,experiment,D5,100,1,33.6492623
59,60,0,3,experiment,D3,75,0,34.9463271
59,60,0,4,experiment,D4,87,0,41.8238287
59,60,0,2,experiment,D5,100,1,24.291798
59,60,0,3,experiment,D1,16,0,30.5396654
59,60,0,2,experiment,D5,100,1,35.9527822
59,60,0,4,experiment,D4,87,0,15.1731572
59,60,0,4,experiment,D1,12,0,19.7713204
59,60,0,3,experiment,D3,75,0,36.5666393
60,45,1,2,training,D5,100,1,
60,45,1,2,training,D1,25,0,
60,60,0,2,experiment,D2,50,0,42.2164362
60,60,0,4,experiment,D2,25,0,40.8976831
60,60,0,4,experiment,D2,25,0,29.3389918
60,60,0,4,experiment,D4,87,0,30.0698985
60,60,0,2,experiment,D0,0,0,18.5080084
60,60,0,2,experiment,D0,0,0,18.8233148
60,60,0,4,experiment,D4,87,0,21.1303795
60,60,0,3,experiment,D5,100,1,14.1116645
60,60,0,3,experiment,D4,83,0,26.2176385
60,60,0,2,experiment,D5,100,1,28.302093
60,60,0,3,experiment,D0,0,0,21.1631366
60,60,0,2,experiment,D4,75,0,16.0594502
60,60,0,4,experiment,D5,100,1,34.5681783
60,60,0,3,experiment,D4,83,0,
60,60,0,3,experiment,D1,16,0,31.266823
60,60,0,2,experiment,D2,50,0,35.5872438
60,60,0,4,experiment,D2,25,0,26.7067338
60,60,0,3,experiment,D4,83,0,20.2158076
61,45,1,2,training,D4,75,0,
61,45,1,2,training,D0,0,0,
61,60,0,2,experiment,D1,25,0,54.3238456
61,60,0,3,experiment,D4,83,0,57.8427441
61,60,0,4,experiment,D3,81,0,57.8815061
61,60,0,3,experiment,D3,75,0,
61,60,0,4,experiment,D5,100,1,51.8347866
61,60,0,3,experiment,D3,75,0,49.4120648
61,60,0,2,experiment,D5,100,1,59.5938641
61,60,0,2,experiment,NO,,0,
61,60,0,3,experiment,D4,83,0,44.8574627
61,60,0,4,experiment,D3,81,0,53.7044153
61,60,0,3,experiment,D4,83,0,39.9501246
61,60,0,2,experiment,D4,75,0,49.8958302
61,60,0,2,experiment,D4,75,0,45.8355515
61,60,0,4,experiment,D3,81,0,55.7085812
61,60,0,4,experiment,D5,100,1,36.0998249
61,60,0,4,experiment,D5,100,1,55.5525446
61,60,0,3,experiment,D3,75,0,
61,60,0,2,experiment,D5,100,1,45.3260791
62,45,1,2,training,NO,,0,
62,45,1,2,training,D1,25,0,
62,60,0,3,experiment,D1,16,0,
62,60,0,2,experiment,D1,25,0,
62,60,0,4,experiment,D0,0,0,
62,60,0,3,experiment,D5,100,0,
62,60,0,4,experiment,D2,25,0,34.6546726
62,60,0,2,experiment,D1,25,0,31.8433159
62,60,0,2,experiment,D3,63,0,
62,60,0,3,experiment,D2,33,0,33.3665305
62,60,0,2,experiment,D5,100,1,57.8535372
62,60,0,3,experiment,NO,,0,
62,60,0,4,experiment,D5,100,1,46.6777138
62,60,0,3,experiment,D5,100,1,28.0505106
62,60,0,4,experiment,D5,100,1,55.4843904
62,60,0,4,experiment,D2,25,0,55.1581838
62,60,0,4,experiment,D0,0,0,51.7315563
62,60,0,2,experiment,D5,100,0,
62,60,0,2,experiment,D5,100,1,33.7342092
62,60,0,3,experiment,NO,,0,
63,45,1,2,training,NO,,0,
63,45,1,2,training,D5,100,1,
63,60,0,3,experiment,D4,83,0,59.6115846
63,60,0,3,experiment,D1,16,0,53.2041259
63,60,0,4,experiment,D4,87,0,28.9087204
63,60,0,4,experiment,D3,81,0,
63,60,0,2,experiment,D1,25,0,48.5503411
63,60,0,3,experiment,D4,83,0,20.9649858
63,60,0,2,experiment,D0,0,0,56.6680966
63,60,0,4,experiment,D5,100,1,22.9651538
63,60,0,2,experiment,D2,50,0,29.0888826
63,60,0,3,experiment,D0,0,0,42.1077466
63,60,0,4,experiment,D0,0,0,38.0315242
63,60,0,2,experiment,D3,63,0,26.5143045
63,60,0,3,experiment,D0,0,0,55.4827212
63,60,0,3,experiment,D5,100,1,11.8830652
63,60,0,4,experiment,D4,87,0,55.0975422
63,60,0,4,experiment,D0,0,0,
63,60,0,2,experiment,D1,25,0,
63,60,0,2,experiment,D0,0,0,41.8259397
64,45,1,2,training,D5,100,1,
64,45,1,2,training,NO,,0,
64,60,0,4,experiment,D4,87,0,23.9213066
64,60,0,3,experiment,D5,100,1,25.5214522
64,60,0,3,experiment,D3,75,0,
64,60,0,2,experiment,D3,63,0,27.7680575
64,60,0,2,experiment,D5,100,1,25.0120499
64,60,0,3,experiment,D4,83,0,38.5224256
64,60,0,3,experiment,D4,83,0,37.9527708
64,60,0,2,experiment,D1,25,0,46.4512145
64,60,0,4,experiment,D5,100,1,54.0518998
64,60,0,4,experiment,D3,81,0,50.1153592
64,60,0,3,experiment,D1,16,0,17.0787607
64,60,0,2,experiment,D5,100,1,37.4706935
64,60,0,3,experiment,D3,75,0,35.7074211
64,60,0,4,experiment,D3,81,0,24.5637822
64,60,0,2,experiment,D5,100,1,43.1147662
64,60,0,4,experiment,D4,87,0,23.4811132
64,60,0,4,experiment,D5,100,1,18.7098351
64,60,0,2,experiment,D3,63,0,22.4505404
65,45,1,2,training,D4,75,0,
65,45,1,2,training,NO,,0,
65,60,0,3,experiment,D1,16,0,58.3713804
65,60,0,2,experiment,D5,100,1,56.1921433
65,60,0,4,experiment,D4,87,0,38.4212642
65,60,0,2,experiment,D3,63,0,55.7633773
65,60,0,2,experiment,D3,63,0,15.1927158
65,60,0,3,experiment,D1,16,0,
65,60,0,4,experiment,D3,81,0,23.6922009
65,60,0,4,experiment,D1,12,0,26.3373781
65,60,0,2,experiment,D4,75,0,16.7745837
65,60,0,3,experiment,D3,75,0,16.8801473
65,60,0,3,experiment,D4,83,0,20.5276831
65,60,0,2,experiment,D5,100,1,34.6589398
65,60,0,4,experiment,D1,12,0,12.3945431
65,60,0,3,experiment,D4,83,0,21.6287733
65,60,0,3,experiment,D0,0,0,
65,60,0,2,experiment,D5,100,0,
65,60,0,4,experiment,D5,100,0,
65,60,0,4,experiment,D5,100,1,36.9790024
66,45,1,2,training,D3,63,0,
66,45,1,2,training,D0,0,0,
66,60,0,3,experiment,D2,33,0,43.0982575
66,60,0,3,experiment,D0,0,0,34.1687199
66,60,0,2,experiment,D0,0,0,38.8886893
66,60,0,4,experiment,D0,0,0,21.2524281
66,60,0,2,experiment,D0,0,0,18.2821839
66,60,0,2,experiment,D0,0,0,12.6415929
66,60,0,4,experiment,D0,0,0,13.9756914
66,60,0,4,experiment,D1,12,0,33.7909953
66,60,0,3,experiment,D0,0,0,15.0639119
66,60,0,3,experiment,D0,0,0,21.9897301
66,60,0,3,experiment,D0,0,0,
66,60,0,2,experiment,D0,0,0,31.7894901
66,60,0,2,experiment,D0,0,0,36.7088208
66,60,0,4,experiment,D1,12,0,45.9723809
66,60,0,3,experiment,D0,0,0,13.9937776
66,60,0,2,experiment,D0,0,0,57.0922206
66,60,0,4,experiment,D0,0,0,15.7829038
66,60,0,4,experiment,D2,25,0,
67,45,1,2,training,D5,100,1,
67,45,1,2,training,D1,25,0,
67,60,0,3,experiment,D5,100,1,46.7370253
67,60,0,3,experiment,D4,83,0,35.8325701
67,60,0,4,experiment,D5,100,1,31.7084253
67,60,0,4,experiment,D1,12,0,13.7526738
67,60,0,4,experiment,D4,87,0,51.3613244
67,60,0,3,experiment,D5,100,1,16.7136417
67,60,0,2,experiment,D5,100,1,31.6672256
67,60,0,3,experiment,D3,75,0,18.907381
67,60,0,2,experiment,D3,63,0,25.7909044
67,60,0,4,experiment,D5,100,1,21.526052
67,60,0,2,experiment,D3,63,0,26.1358928
67,60,0,4,experiment,D3,81,0,18.4927083
67,60,0,3,experiment,D4,83,0,45.9184972
67,60,0,2,experiment,D3,63,0,52.3983562
67,60,0,3,experiment,D3,75,0,23.1913427
67,60,0,4,experiment,D3,81,0,57.2457631
67,60,0,2,experiment,D1,25,0,15.0354443
67,60,0,2,experiment,D4,75,0,
68,45,1,2,training,D3,63,0,
68,45,1,2,training,D2,50,0,
68,60,0,4,experiment,D0,0,0,45.745538
68,60,0,3,experiment,D2,33,0,29.588909
68,60,0,2,experiment,D1,25,0,32.4350054
68,60,0,3,experiment,D5,100,1,43.2636021
68,60,0,4,experiment,D2,25,0,48.7283627
68,60,0,2,experiment,D2,50,0,34.161399
68,60,0,3,experiment,D0,0,0,23.9467854
68,60,0,2,experiment,D3,63,0,22.6094427
68,60,0,4,experiment,D2,25,0,55.9883985
68,60,0,4,experiment,D2,25,0,30.2708307
68,60,0,3,experiment,D5,100,1,30.2985324
68,60,0,3,experiment,D4,83,0,26.9646098
68,60,0,4,experiment,D4,87,0,36.0390393
68,60,0,2,experiment,D5,100,1,50.3572453
68,60,0,4,experiment,D2,25,0,11.9917698
68,60,0,2,experiment,D1,25,0,
68,60,0,2,experiment,D0,0,0,
68,60,0,3,experiment,D3,75,0,
69,45,1,2,training,D0,0,0,
69,45,1,2,training,D2,50,0,
69,60,0,2,experiment,D2,50,0,28.9081716
69,60,0,3,experiment,D0,0,0,30.1933712
69,60,0,3,experiment,D0,0,0,26.3505835
69,60,0,3,experiment,D4,83,0,26.2907383
69,60,0,2,experiment,D4,75,0,33.8574935
69,60,0,4,experiment,D2,25,0,23.4005169
69,60,0,2,experiment,D5,100,1,14.5672687
69,60,0,4,experiment,D5,100,1,16.4485994
69,60,0,3,experiment,D0,0,0,23.6927605
69,60,0,2,experiment,D4,75,0,25.9192053
69,60,0,2,experiment,D0,0,0,10.9485596
69,60,0,4,experiment,D4,87,0,32.4089875
69,60,0,2,experiment,D5,100,1,12.1622581
69,60,0,3,experiment,D2,33,0,17.9216417
69,60,0,4,experiment,D3,81,0,30.1422105
69,60,0,4,experiment,D3,81,0,22.2981858
69,60,0,4,experiment,D1,12,0,18.2072278
69,60,0,3,experiment,D5,100,1,15.4178837
70,45,1,2,training,D0,0,0,
70,45,1,2,training,D1,25,0,
70,60,0,2,experiment,D2,50,0,
70,60,0,3,experiment,D5,100,1,32.0816998
70,60,0,2,experiment,D2,50,0,42.0204385
70,60,0,4,experiment,D3,81,0,47.6924219
70,60,0,3,experiment,D2,33,0,
70,60,0,3,experiment,D4,83,0,29.5467357
70,60,0,3,experiment,D1,16,0,39.2433079
70,60,0,4,experiment,D4,87,0,25.6612058
70,60,0,3,experiment,D4,83,0,
70,60,0,2,experiment,D5,100,1,41.999924
70,60,0,4,experiment,D0,0,0,26.1485194
70,60,0,3,experiment,D4,83,0,39.1486111
70,60,0,2,experiment,D5,100,1,35.2511837
70,60,0,2,experiment,D3,63,0,29.1374624
70,60,0,4,experiment,D4,87,0,38.9323254
70,60,0,4,experiment,D5,100,0,
70,60,0,2,experiment,D0,0,0,
70,60,0,4,experiment,D5,100,0,
71,45,1,2,training,NO,,0,
71,45,1,2,training,NO,,0,
71,60,0,4,experiment,D5,100,0,
71,60,0,2,experiment,D3,63,0,16.329408
71,60,0,4,experiment,D4,87,0,23.6955094
71,60,0,2,experiment,D0,0,0,21.3431724
71,60,0,2,experiment,D3,63,0,10.6406408
71,60,0,4,experiment,D3,81,0,11.628219
71,60,0,2,experiment,D1,25,0,11.9174661
71,60,0,3,experiment,D5,100,1,21.9025609
71,60,0,2,experiment,D0,0,0,12.425825
71,60,0,2,experiment,D5,100,1,17.6861498
71,60,0,3,experiment,D5,100,1,21.0103532
71,60,0,4,experiment,D4,87,0,20.6713036
71,60,0,3,experiment,D2,33,0,12.6841196
71,60,0,4,experiment,D5,100,0,
71,60,0,3,experiment,D3,75,0,
71,60,0,3,experiment,D2,33,0,12.8287201
71,60,0,4,experiment,D0,0,0,
71,60,0,3,experiment,D4,83,0,10.8687268
72,45,1,2,training,NO,,0,
72,45,1,2,training,NO,,0,
72,60,0,4,experiment,D4,87,0,
72,60,0,2,experiment,D5,100,0,
72,60,0,3,experiment,D5,100,0,
72,60,0,3,experiment,D1,16,0,
72,60,0,3,experiment,NO,,0,
72,60,0,3,experiment,D5,100,1,53.8009417
72,60,0,2,experiment,NO,,0,
72,60,0,4,experiment,D1,12,0,29.2546943
72,60,0,2,experiment,D5,100,0,
72,60,0,4,experiment,D5,100,1,24.5890231
72,60,0,4,experiment,D1,12,0,20.1621366
72,60,0,2,experiment,D5,100,1,19.2029832
72,60,0,4,experiment,D4,87,0,34.888198
72,60,0,4,experiment,D3,81,0,29.6243839
72,60,0,3,experiment,D1,16,0,29.7893787
72,60,0,2,experiment,D5,100,1,49.003719
72,60,0,3,experiment,D3,75,0,29.1170476
72,60,0,2,experiment,D0,0,0,42.0772882
73,45,1,2,training,D4,75,0,
73,45,1,2,training,D5,100,1,
73,60,0,4,experiment,D4,87,0,47.2441201
73,60,0,2,experiment,D1,25,0,56.8852228
73,60,0,3,experiment,D5,100,1,53.5233574
73,60,0,2,experiment,D5,100,1,59.3199787
73,60,0,4,experiment,D4,87,0,29.5985419
73,60,0,3,experiment,D1,16,0,47.7391141
73,60,0,4,experiment,D4,87,0,55.9356052
73,60,0,3,experiment,D5,100,0,
73,60,0,2,experiment,D0,0,0,36.1851837
73,60,0,3,experiment,D5,100,0,
73,60,0,2,experiment,D1,25,0,
73,60,0,2,experiment,D5,100,0,
73,60,0,4,experiment,D3,81,0,
73,60,0,2,experiment,D5,100,0,
73,60,0,3,experiment,D2,33,0,
73,60,0,4,experiment,D3,81,0,
73,60,0,4,experiment,D2,25,0,
73,60,0,3,experiment,D0,0,0,
74,45,1,2,training,D3,63,0,
74,45,1,2,training,D5,100,1,
74,60,0,4,experiment,D3,81,0,45.8596137
74,60,0,3,experiment,D1,16,0,29.5865135
74,60,0,4,experiment,D5,100,1,38.8196579
74,60,0,4,experiment,D5,100,0,
74,60,0,4,experiment,D5,100,0,
74,60,0,2,experiment,D4,75,0,54.1193039
74,60,0,4,experiment,D2,25,0,43.0411479
74,60,0,2,experiment,D1,25,0,29.0741362
74,60,0,3,experiment,D1,16,0,12.617885
74,60,0,2,experiment,D4,75,0,30.3073678
74,60,0,3,experiment,D3,75,0,33.038662
74,60,0,4,experiment,D5,100,1,15.9647308
74,60,0,3,experiment,D0,0,0,
74,60,0,2,experiment,D4,75,0,28.0121974
74,60,0,2,experiment,D4,75,0,24.2039142
74,60,0,3,experiment,D0,0,0,21.7348817
74,60,0,3,experiment,D4,83,0,17.1863741
74,60,0,2,experiment,D0,0,0,
75,45,1,2,training,D3,63,0,
75,45,1,2,training,D3,63,0,
75,60,0,3,experiment,D1,16,0,57.6589794
75,60,0,4,experiment,D5,100,1,42.1281688
75,60,0,2,experiment,D2,50,0,52.3420087
75,60,0,3,experiment,D2,33,0,34.1480823
75,60,0,3,experiment,D5,100,1,26.4862422
75,60,0,3,experiment,D5,100,1,22.4038497
75,60,0,4,experiment,D2,25,0,18.0989928
75,60,0,2,experiment,D4,75,0,37.1267846
75,60,0,4,experiment,D3,81,0,33.8541145
75,60,0,2,experiment,D0,0,0,12.1435879
75,60,0,4,experiment,D5,100,1,19.7812638
75,60,0,4,experiment,D2,25,0,12.9522898
75,60,0,2,experiment,D0,0,0,
75,60,0,3,experiment,D2,33,0,10.0406052
75,60,0,2,experiment,D0,0,0,16.0986352
75,60,0,4,experiment,D5,100,0,
75,60,0,3,experiment,D2,33,0,
75,60,0,2,experiment,D4,75,0,
76,45,1,2,training,D3,63,0,
76,45,1,2,training,NO,,0,
76,60,0,2,experiment,D3,63,0,
76,60,0,3,experiment,D4,83,0,10.2035053
76,60,0,3,experiment,D5,100,1,36.7584663
76,60,0,3,experiment,D5,100,1,33.2189942
76,60,0,4,experiment,D5,100,1,32.961782
76,60,0,4,experiment,D3,81,0,53.9514175
76,60,0,4,experiment,D5,100,1,34.3356997
76,60,0,2,experiment,D4,75,0,26.1774273
76,60,0,2,experiment,D5,100,1,32.8058073
76,60,0,4,experiment,D1,12,0,36.1133046
76,60,0,2,experiment,D2,50,0,26.1501204
76,60,0,3,experiment,D5,100,1,32.2633237
76,60,0,2,experiment,D0,0,0,20.0452294
76,60,0,2,experiment,D2,50,0,31.3736094
76,60,0,3,experiment,D3,75,0,24.2106049
76,60,0,4,experiment,D2,25,0,16.8434012
76,60,0,3,experiment,D3,75,0,11.7470389
76,60,0,4,experiment,D3,81,0,11.8179233
77,45,1,2,training,NO,,0,
77,45,1,2,training,D4,75,0,
77,60,0,2,experiment,D1,25,0,49.7923953
77,60,0,2,experiment,D0,0,0,52.3460685
77,60,0,3,experiment,D2,33,0,19.2776261
