ID,TIME,FEEDBACK,N_FIGURES,TRIAL,RM,SELECTED,LATENCY,ACCURACY
DC0109FEMALE20,120,0,3,experiment,83,D4,15.4740862,0
DC0109FEMALE20,120,0,4,experiment,25,D2,10.3056997,0
DC0109FEMALE20,120,0,4,experiment,81,D3,20.7049274,0
DC0109FEMALE20,120,0,2,experiment,63,D3,10.5932525,0
DC0109FEMALE20,120,0,2,experiment,25,D1,17.0149264,0
DC0109FEMALE20,120,0,3,experiment,33,D2,,0
DC0109FEMALE20,120,0,3,experiment,33,D2,20.5470573,0
DC0109FEMALE20,120,0,2,experiment,50,D2,10.5289903,0
DC0109FEMALE20,120,0,2,experiment,50,D2,10.5089822,0
DC0109FEMALE20,120,0,4,experiment,87,D4,13.3273617,0
DC2811MALE20,150,1,2,training,0,D0,,0
DC2811MALE20,150,1,2,training,50,D2,,0
DC2811MALE20,120,0,3,experiment,100,D5,70.8507351,1
DC2811MALE20,120,0,4,experiment,100,D5,67.22029,1
DC2811MALE20,120,0,3,experiment,100,D5,50.0630707,1
DC2811MALE20,120,0,3,experiment,16,D1,,0
DC2811MALE20,120,0,4,experiment,87,D4,24.5302168,0
DC2811MALE20,120,0,2,experiment,0,D0,21.7192887,0
DC2811MALE20,120,0,2,experiment,75,D4,,0
DC2811MALE20,120,0,4,experiment,25,D2,,0
DC2811MALE20,120,0,2,experiment,25,D1,,0
DC2811MALE20,120,0,3,experiment,83,D4,34.4857799,0
DC2811MALE20,120,0,3,experiment,83,D4,12.8043438,0
DC2811MALE20,120,0,2,experiment,75,D4,38.8685721,0
DC2811MALE20,120,0,3,experiment,16,D1,,0
DC2811MALE20,120,0,4,experiment,100,D5,,0
DC2811MALE20,120,0,2,experiment,75,D4,24.9830151,0
DC2811MALE20,120,0,2,experiment,75,D4,,0
DC2811MALE20,120,0,4,experiment,87,D4,,0
DC2811MALE20,120,0,4,experiment,12,D1,,0
DG2511MALE,150,1,2,training,0,D0,,0
DG2511MALE,150,1,2,training,100,D5,,1
DG2511MALE,120,0,3,experiment,100,D5,55.0768657,1
DG2511MALE,120,0,2,experiment,63,D3,,0
DG2511MALE,120,0,2,experiment,0,D0,73.8239923,0
DG2511MALE,120,0,4,experiment,100,D5,36.7018273,1
DG2511MALE,120,0,4,experiment,100,D5,61.8559697,1
DG2511MALE,120,0,2,experiment,50,D2,45.5947427,0
DG2511MALE,120,0,4,experiment,100,D5,90.8468003,1
DG2511MALE,120,0,3,experiment,100,D5,79.5268316,1
DG2511MALE,120,0,3,experiment,33,D2,64.7284429,0
DG2511MALE,120,0,4,experiment,100,D5,68.8842029,1
DG2511MALE,120,0,2,experiment,100,D5,68.6458163,1
DG2511MALE,120,0,3,experiment,75,D3,26.0302835,0
DG2511MALE,120,0,2,experiment,0,D0,32.0806303,0
DG2511MALE,120,0,3,experiment,33,D2,71.3524154,0
DG2511MALE,120,0,3,experiment,100,D5,14.1880182,1
DG2511MALE,120,0,2,experiment,100,D5,38.8408406,1
DG2511MALE,120,0,4,experiment,0,D0,72.0256884,0
DG2511MALE,120,0,4,experiment,87,D4,49.7138301,0
DH2007MALE20,150,1,2,training,25,D1,,0
DH2007MALE20,150,1,2,training,50,D2,,0
DH2007MALE20,120,0,3,experiment,16,D1,,0
DH2007MALE20,120,0,2,experiment,25,D1,12.0267765,0
DH2007MALE20,120,0,3,experiment,0,D0,,0
DH2007MALE20,120,0,2,experiment,25,D1,10.5302866,0
DH2007MALE20,120,0,2,experiment,63,D3,14.1494274,0
DH2007MALE20,120,0,4,experiment,87,D4,,0
DH2007MALE20,120,0,4,experiment,12,D1,12.2691206,0
DH2007MALE20,120,0,3,experiment,100,D5,,0
DH2007MALE20,120,0,3,experiment,0,D0,11.032439,0
DH2007MALE20,120,0,2,experiment,50,D2,,0
DH2007MALE20,120,0,2,experiment,50,D2,,0
DH2007MALE20,120,0,4,experiment,0,D0,11.7805499,0
DH2007MALE20,120,0,4,experiment,0,D0,,0
DH2007MALE20,120,0,3,experiment,33,D2,,0
DH2007MALE20,120,0,4,experiment,12,D1,15.1876462,0
DH2007MALE20,120,0,2,experiment,0,D0,11.5139983,0
DH2007MALE20,120,0,4,experiment,25,D2,35.7279491,0
DH2007MALE20,120,0,3,experiment,83,D4,17.0409044,0
DJ2503FEMALE26,150,1,2,training,100,D5,,1
DJ2503FEMALE26,150,1,2,training,0,D0,,0
DJ2503FEMALE26,120,0,4,experiment,100,D5,64.4409001,1
DJ2503FEMALE26,120,0,4,experiment,81,D3,44.7883739,0
DJ2503FEMALE26,120,0,2,experiment,100,D5,76.5862465,1
DJ2503FEMALE26,120,0,3,experiment,16,D1,,0
DJ2503FEMALE26,120,0,4,experiment,100,D5,63.2633698,1
DJ2503FEMALE26,120,0,2,experiment,63,D3,37.7347091,0
DJ2503FEMALE26,120,0,4,experiment,81,D3,48.6075734,0
DJ2503FEMALE26,120,0,4,experiment,100,D5,54.7068451,1
DJ2503FEMALE26,120,0,2,experiment,75,D4,40.3947579,0
DJ2503FEMALE26,120,0,2,experiment,100,D5,47.5944925,1
DJ2503FEMALE26,120,0,3,experiment,75,D3,35.2369633,0
DJ2503FEMALE26,120,0,2,experiment,50,D2,40.2900199,0
DJ2503FEMALE26,120,0,3,experiment,33,D2,54.3976266,0
DJ2503FEMALE26,120,0,3,experiment,83,D4,56.0709062,0
DJ2503FEMALE26,120,0,4,experiment,100,D5,44.7821986,1
DJ2503FEMALE26,120,0,2,experiment,50,D2,14.4112556,0
DJ2503FEMALE26,120,0,3,experiment,75,D3,45.9803561,0
DJ2503FEMALE26,120,0,3,experiment,100,D5,29.8613266,1
DL1312FEMALE22,150,1,2,training,100,D5,,1
DL1312FEMALE22,150,1,2,training,50,D2,,0
DL1312FEMALE22,120,0,2,experiment,75,D4,55.733765,0
DL1312FEMALE22,120,0,2,experiment,25,D1,58.1329995,0
DL1312FEMALE22,120,0,3,experiment,0,D0,22.8112121,0
DL1312FEMALE22,120,0,4,experiment,25,D2,22.2571281,0
DL1312FEMALE22,120,0,2,experiment,63,D3,55.7500586,0
DL1312FEMALE22,120,0,4,experiment,87,D4,15.399823,0
DL1312FEMALE22,120,0,3,experiment,100,D5,23.2399713,1
DL1312FEMALE22,120,0,3,experiment,83,D4,77.657681,0
DL1312FEMALE22,120,0,4,experiment,81,D3,28.960074,0
DL1312FEMALE22,120,0,4,experiment,100,D5,35.1482352,1
DL1312FEMALE22,120,0,2,experiment,75,D4,69.3747555,0
DL1312FEMALE22,120,0,2,experiment,100,D5,44.8555158,1
DL1312FEMALE22,120,0,3,experiment,100,D5,42.2919378,1
DL1312FEMALE22,120,0,3,experiment,75,D3,58.6928686,0
DL1312FEMALE22,120,0,4,experiment,100,D5,50.9851425,1
DL1312FEMALE22,120,0,2,experiment,100,D5,29.3486468,1
DL1312FEMALE22,120,0,3,experiment,75,D3,20.5630824,0
DL1312FEMALE22,120,0,4,experiment,100,D5,25.9370274,1
DS0810MALE20,150,1,2,training,100,D5,,1
DS0810MALE20,150,1,2,training,100,D5,,1
DS0810MALE20,120,0,2,experiment,0,D0,118.827093,0
DS0810MALE20,120,0,4,experiment,100,D5,91.0259317,1
DS0810MALE20,120,0,3,experiment,16,D1,87.2190189,0
DS0810MALE20,120,0,2,experiment,100,D5,109.910808,1
DS0810MALE20,120,0,2,experiment,50,D2,107.809128,0
DS0810MALE20,120,0,4,experiment,100,D5,93.3898306,1
DS0810MALE20,120,0,4,experiment,81,D3,117.606871,0
DS0810MALE20,120,0,3,experiment,16,D1,35.4476293,0
DS0810MALE20,120,0,2,experiment,63,D3,84.1946557,0
DS0810MALE20,120,0,3,experiment,100,D5,38.4675799,1
DS0810MALE20,120,0,2,experiment,100,D5,54.0610582,1
DS0810MALE20,120,0,3,experiment,16,D1,104.32502,0
DS0810MALE20,120,0,3,experiment,16,D1,69.1155817,0
DS0810MALE20,120,0,4,experiment,12,D1,31.3055073,0
DS0810MALE20,120,0,4,experiment,100,D5,27.8201036,1
DS0810MALE20,120,0,4,experiment,100,D5,66.5282447,1
DS0810MALE20,120,0,3,experiment,16,D1,85.3214197,0
DS0810MALE20,120,0,2,experiment,100,D5,60.9105484,1
DT1604MALE20,150,1,2,training,0,D0,,0
DT1604MALE20,150,1,2,training,100,D5,,1
DT1604MALE20,120,0,4,experiment,100,D5,115.006815,1
DT1604MALE20,120,0,2,experiment,75,D4,72.8920479,0
DT1604MALE20,120,0,3,experiment,100,D5,118.310859,1
DT1604MALE20,120,0,4,experiment,87,D4,117.623316,0
DT1604MALE20,120,0,4,experiment,87,D4,82.2873599,0
DT1604MALE20,120,0,2,experiment,100,D5,105.536004,1
DT1604MALE20,120,0,3,experiment,100,D5,82.3660086,1
DT1604MALE20,120,0,3,experiment,75,D3,90.6333851,0
DT1604MALE20,120,0,2,experiment,75,D4,60.0232962,0
DT1604MALE20,120,0,2,experiment,50,D2,118.492154,0
DT1604MALE20,120,0,2,experiment,50,D2,76.3106203,0
DT1604MALE20,120,0,2,experiment,63,D3,104.973722,0
DT1604MALE20,120,0,3,experiment,75,D3,110.800622,0
DT1604MALE20,120,0,3,experiment,100,D5,99.458302,1
DT1604MALE20,120,0,4,experiment,87,D4,114.980909,0
DT1604MALE20,120,0,3,experiment,75,D3,117.536221,0
DT1604MALE20,120,0,4,experiment,25,D2,64.2287571,0
DT1604MALE20,120,0,4,experiment,87,D4,45.9976758,0
DT3001MALE20,150,1,2,training,100,D5,,1
DT3001MALE20,150,1,2,training,75,D4,,0
DT3001MALE20,120,0,2,experiment,75,D4,99.6982645,0
DT3001MALE20,120,0,2,experiment,63,D3,111.861653,0
DT3001MALE20,120,0,3,experiment,33,D2,91.6121784,0
DT3001MALE20,120,0,2,experiment,50,D2,104.863682,0
DT3001MALE20,120,0,3,experiment,100,D5,50.1529168,1
DT3001MALE20,120,0,4,experiment,100,D5,111.226646,1
DT3001MALE20,120,0,3,experiment,100,D5,94.6302627,1
DT3001MALE20,120,0,4,experiment,87,D4,77.7009337,0
DT3001MALE20,120,0,4,experiment,100,D5,26.1437102,1
DT3001MALE20,120,0,4,experiment,100,D5,35.1026578,1
DT3001MALE20,120,0,2,experiment,100,D5,34.4191934,1
DT3001MALE20,120,0,3,experiment,100,D5,68.0398991,1
DT3001MALE20,120,0,4,experiment,87,D4,109.035881,0
DT3001MALE20,120,0,3,experiment,83,D4,106.837503,0
DT3001MALE20,120,0,2,experiment,75,D4,65.8849155,0
DT3001MALE20,120,0,2,experiment,75,D4,93.9849836,0
DT3001MALE20,120,0,4,experiment,100,D5,113.586255,1
DT3001MALE20,120,0,3,experiment,83,D4,34.2358133,0
EA1201FEMALE29,150,1,2,training,50,D2,,0
EA1201FEMALE29,150,1,2,training,50,D2,,0
EA1201FEMALE29,120,0,4,experiment,100,D5,90.9179705,1
EA1201FEMALE29,120,0,3,experiment,75,D3,50.2410523,0
EA1201FEMALE29,120,0,4,experiment,87,D4,39.4956447,0
EA1201FEMALE29,120,0,4,experiment,87,D4,74.807049,0
EA1201FEMALE29,120,0,2,experiment,100,D5,86.4040701,1
EA1201FEMALE29,120,0,4,experiment,100,D5,72.4456757,1
EA1201FEMALE29,120,0,4,experiment,87,D4,63.0024594,0
EA1201FEMALE29,120,0,2,experiment,25,D1,104.850431,0
EA1201FEMALE29,120,0,2,experiment,100,D5,50.5507225,1
EA1201FEMALE29,120,0,3,experiment,100,D5,48.9761508,1
EA1201FEMALE29,120,0,2,experiment,100,D5,52.13699,1
EA1201FEMALE29,120,0,3,experiment,33,D2,103.09219,0
EA1201FEMALE29,120,0,2,experiment,63,D3,30.773309,0
EA1201FEMALE29,120,0,3,experiment,83,D4,75.0837864,0
EA1201FEMALE29,120,0,3,experiment,16,D1,113.130056,0
EA1201FEMALE29,120,0,3,experiment,75,D3,85.7815166,0
EA1201FEMALE29,120,0,2,experiment,100,D5,44.3491866,1
EA1201FEMALE29,120,0,4,experiment,12,D1,109.55769,0
EB2702MALE20,150,1,2,training,75,D4,,0
EB2702MALE20,150,1,2,training,63,D3,,0
EB2702MALE20,120,0,2,experiment,100,D5,91.7172009,1
EB2702MALE20,120,0,3,experiment,83,D4,93.5067302,0
EB2702MALE20,120,0,3,experiment,16,D1,50.1133495,0
EB2702MALE20,120,0,4,experiment,81,D3,94.3416867,0
EB2702MALE20,120,0,3,experiment,75,D3,101.124115,0
EB2702MALE20,120,0,4,experiment,81,D3,100.865808,0
EB2702MALE20,120,0,3,experiment,83,D4,65.84283,0
EB2702MALE20,120,0,4,experiment,87,D4,58.1361247,0
EB2702MALE20,120,0,2,experiment,50,D2,67.3754874,0
EB2702MALE20,120,0,4,experiment,,NO,,0
EB2702MALE20,120,0,2,experiment,100,D5,43.4321003,1
EB2702MALE20,120,0,2,experiment,75,D4,51.9147473,0
EB2702MALE20,120,0,4,experiment,81,D3,59.5213119,0
EB2702MALE20,120,0,4,experiment,81,D3,60.0502998,0
EB2702MALE20,120,0,2,experiment,100,D5,72.9544179,1
EB2702MALE20,120,0,3,experiment,33,D2,22.8633234,0
EB2702MALE20,120,0,3,experiment,75,D3,12.6216741,0
EB2702MALE20,120,0,2,experiment,100,D5,15.1604674,1
EC0109MALE20,150,1,2,training,100,D5,,1
EC0109MALE20,150,1,2,training,50,D2,,0
EC0109MALE20,120,0,3,experiment,100,D5,115.034876,1
EC0109MALE20,120,0,2,experiment,100,D5,97.2435688,1
EC0109MALE20,120,0,2,experiment,100,D5,106.016826,1
EC0109MALE20,120,0,2,experiment,,NO,,0
EC0109MALE20,120,0,2,experiment,100,D5,70.323059,1
EC0109MALE20,120,0,4,experiment,100,D5,105.591527,1
EC0109MALE20,120,0,4,experiment,81,D3,57.7004271,0
EC0109MALE20,120,0,2,experiment,100,D5,80.5828191,1
EC0109MALE20,120,0,3,experiment,33,D2,117.024123,0
EC0109MALE20,120,0,3,experiment,100,D5,90.8138707,1
EC0109MALE20,120,0,3,experiment,100,D5,97.1169991,1
EC0109MALE20,120,0,3,experiment,75,D3,35.9782105,0
EC0109MALE20,120,0,4,experiment,100,D5,76.0545788,1
EC0109MALE20,120,0,2,experiment,100,D5,68.7587711,1
EC0109MALE20,120,0,4,experiment,100,D5,47.0642009,1
EC0109MALE20,120,0,4,experiment,87,D4,113.52534,0
EC0109MALE20,120,0,3,experiment,100,D5,65.2278426,1
EC0109MALE20,120,0,4,experiment,87,D4,14.9339233,0
EG2104MALE,150,1,2,training,75,D4,,0
EG2104MALE,150,1,2,training,100,D5,,1
EG2104MALE,120,0,3,experiment,100,D5,109.857667,1
EG2104MALE,120,0,3,experiment,0,D0,78.2660965,0
EG2104MALE,120,0,4,experiment,100,D5,103.012158,1
EG2104MALE,120,0,2,experiment,50,D2,78.3739663,0
EG2104MALE,120,0,2,experiment,50,D2,99.1349704,0
EG2104MALE,120,0,3,experiment,100,D5,100.227154,1
EG2104MALE,120,0,2,experiment,100,D5,61.5348498,1
EG2104MALE,120,0,4,experiment,100,D5,68.7793764,1
EG2104MALE,120,0,4,experiment,12,D1,,0
EG2104MALE,120,0,4,experiment,81,D3,36.3401314,0
EG2104MALE,120,0,2,experiment,100,D5,49.2674106,1
EG2104MALE,120,0,3,experiment,100,D5,54.4029366,1
EG2104MALE,120,0,4,experiment,87,D4,54.0290507,0
EG2104MALE,120,0,3,experiment,100,D5,41.9850375,1
EG2104MALE,120,0,2,experiment,50,D2,28.768617,0
EG2104MALE,120,0,3,experiment,0,D0,,0
EG2104MALE,120,0,4,experiment,25,D2,,0
EG2104MALE,120,0,2,experiment,75,D4,29.7657105,0
EK0103MALE20,150,1,2,training,50,D2,,0
EK0103MALE20,150,1,2,training,0,D0,,0
EK0103MALE20,120,0,2,experiment,100,D5,57.809181,1
EK0103MALE20,120,0,3,experiment,100,D5,95.5772135,1
EK0103MALE20,120,0,4,experiment,81,D3,82.7716126,0
EK0103MALE20,120,0,2,experiment,75,D4,65.042122,0
EK0103MALE20,120,0,3,experiment,100,D5,55.0634618,1
EK0103MALE20,120,0,4,experiment,87,D4,80.0846627,0
EK0103MALE20,120,0,3,experiment,100,D5,51.652965,1
EK0103MALE20,120,0,4,experiment,87,D4,94.3212365,0
EK0103MALE20,120,0,3,experiment,100,D5,91.8309597,1
EK0103MALE20,120,0,4,experiment,100,D5,77.8137586,1
EK0103MALE20,120,0,2,experiment,,NO,,0
EK0103MALE20,120,0,2,experiment,100,D5,82.623368,1
EK0103MALE20,120,0,2,experiment,100,D5,54.5629978,1
EK0103MALE20,120,0,4,experiment,87,D4,93.7514378,0
EK0103MALE20,120,0,4,experiment,25,D2,99.1763271,0
EK0103MALE20,120,0,2,experiment,100,D5,47.5506768,1
EK0103MALE20,120,0,3,experiment,100,D5,21.9954224,1
EK0103MALE20,120,0,3,experiment,100,D5,49.3520983,1
EK2002MALE20,150,1,2,training,63,D3,,0
EK2002MALE20,150,1,2,training,100,D5,,1
EK2002MALE20,120,0,3,experiment,0,D0,108.576771,0
EK2002MALE20,120,0,4,experiment,81,D3,105.532565,0
EK2002MALE20,120,0,3,experiment,75,D3,108.171382,0
EK2002MALE20,120,0,2,experiment,100,D5,114.190779,1
EK2002MALE20,120,0,2,experiment,63,D3,99.8836546,0
EK2002MALE20,120,0,2,experiment,0,D0,87.6531436,0
EK2002MALE20,120,0,4,experiment,12,D1,115.649879,0
EK2002MALE20,120,0,2,experiment,0,D0,111.446944,0
EK2002MALE20,120,0,3,experiment,83,D4,105.665293,0
EK2002MALE20,120,0,3,experiment,100,D5,100.955032,1
EK2002MALE20,120,0,2,experiment,75,D4,110.806637,0
EK2002MALE20,120,0,4,experiment,87,D4,73.6046354,0
EK2002MALE20,120,0,3,experiment,0,D0,83.4099863,0
EK2002MALE20,120,0,4,experiment,87,D4,24.9678997,0
EK2002MALE20,120,0,3,experiment,0,D0,29.6057059,0
EK2002MALE20,120,0,4,experiment,100,D5,10.0214746,1
EK2002MALE20,120,0,2,experiment,63,D3,,0
EK2002MALE20,120,0,4,experiment,100,D5,15.9327027,1
EL1709MALE20,150,1,2,training,75,D4,,0
EL1709MALE20,150,1,2,training,63,D3,,0
EL1709MALE20,120,0,3,experiment,0,D0,25.3904737,0
EL1709MALE20,120,0,3,experiment,83,D4,52.1121317,0
EL1709MALE20,120,0,3,experiment,0,D0,34.9190121,0
EL1709MALE20,120,0,3,experiment,100,D5,39.6562202,1
EL1709MALE20,120,0,2,experiment,75,D4,37.6157304,0
EL1709MALE20,120,0,4,experiment,12,D1,,0
EL1709MALE20,120,0,2,experiment,0,D0,,0
EL1709MALE20,120,0,4,experiment,87,D4,30.6167128,0
EL1709MALE20,120,0,4,experiment,81,D3,89.6562189,0
EL1709MALE20,120,0,2,experiment,100,D5,34.4858732,1
EL1709MALE20,120,0,3,experiment,75,D3,,0
EL1709MALE20,120,0,4,experiment,81,D3,30.1664857,0
EL1709MALE20,120,0,2,experiment,0,D0,,0
EL1709MALE20,120,0,2,experiment,50,D2,28.5348314,0
EL1709MALE20,120,0,3,experiment,0,D0,20.3839562,0
EL1709MALE20,120,0,4,experiment,0,D0,41.6761859,0
EL1709MALE20,120,0,4,experiment,25,D2,49.7026151,0
EL1709MALE20,120,0,2,experiment,100,D5,38.2387999,1
EM0207FEMALE22,150,1,2,training,50,D2,,0
EM0207FEMALE22,150,1,2,training,100,D5,,1
EM0207FEMALE22,120,0,2,experiment,63,D3,100.771724,0
EM0207FEMALE22,120,0,2,experiment,100,D5,75.5634875,1
EM0207FEMALE22,120,0,4,experiment,81,D3,63.1642899,0
EM0207FEMALE22,120,0,3,experiment,100,D5,69.8210916,1
EM0207FEMALE22,120,0,3,experiment,100,D5,93.3664473,1
EM0207FEMALE22,120,0,2,experiment,100,D5,52.4404819,1
EM0207FEMALE22,120,0,2,experiment,100,D5,49.1978674,1
EM0207FEMALE22,120,0,3,experiment,100,D5,,0
EM0207FEMALE22,120,0,3,experiment,100,D5,,0
EM0207FEMALE22,120,0,3,experiment,100,D5,112.495502,1
EM0207FEMALE22,120,0,2,experiment,100,D5,62.1854244,1
EM0207FEMALE22,120,0,4,experiment,87,D4,69.1578596,0
EM0207FEMALE22,120,0,2,experiment,100,D5,68.4061585,1
EM0207FEMALE22,120,0,4,experiment,100,D5,100.9403,1
EM0207FEMALE22,120,0,3,experiment,100,D5,20.5242918,1
EM0207FEMALE22,120,0,4,experiment,100,D5,63.2020754,1
EM0207FEMALE22,120,0,4,experiment,100,D5,21.0094773,1
EM0207FEMALE22,120,0,4,experiment,100,D5,18.1416828,1
ER0105MALE20,150,1,2,training,0,D0,,0
ER0105MALE20,150,1,2,training,100,D5,,1
ER0105MALE20,120,0,2,experiment,100,D5,68.6997009,1
ER0105MALE20,120,0,3,experiment,100,D5,96.6593207,1
ER0105MALE20,120,0,2,experiment,100,D5,87.2508062,1
ER0105MALE20,120,0,4,experiment,100,D5,109.005007,1
ER0105MALE20,120,0,4,experiment,81,D3,92.2808004,0
ER0105MALE20,120,0,3,experiment,100,D5,68.222151,1
ER0105MALE20,120,0,4,experiment,100,D5,102.288319,1
ER0105MALE20,120,0,3,experiment,100,D5,64.5095924,1
ER0105MALE20,120,0,3,experiment,100,D5,74.77271,1
ER0105MALE20,120,0,4,experiment,100,D5,49.3628727,1
ER0105MALE20,120,0,2,experiment,50,D2,107.234249,0
ER0105MALE20,120,0,4,experiment,100,D5,90.4206879,1
ER0105MALE20,120,0,3,experiment,100,D5,93.4963369,1
ER0105MALE20,120,0,2,experiment,75,D4,74.1139411,0
ER0105MALE20,120,0,3,experiment,100,D5,110.809159,1
ER0105MALE20,120,0,2,experiment,100,D5,86.6449592,1
ER0105MALE20,120,0,4,experiment,87,D4,115.038301,0
ER0105MALE20,120,0,2,experiment,100,D5,64.5891462,1
ER0608MALE20,150,1,2,training,75,D4,,0
ER0608MALE20,150,1,2,training,100,D5,,1
ER0608MALE20,120,0,2,experiment,25,D1,94.3811064,0
ER0608MALE20,120,0,4,experiment,100,D5,118.748909,1
ER0608MALE20,120,0,4,experiment,25,D2,108.772472,0
ER0608MALE20,120,0,4,experiment,100,D5,106.485619,1
ER0608MALE20,120,0,3,experiment,83,D4,82.0239172,0
ER0608MALE20,120,0,3,experiment,0,D0,93.1119415,0
ER0608MALE20,120,0,2,experiment,50,D2,101.267404,0
ER0608MALE20,120,0,4,experiment,25,D2,118.097844,0
ER0608MALE20,120,0,3,experiment,33,D2,115.395992,0
ER0608MALE20,120,0,3,experiment,100,D5,65.8463323,1
ER0608MALE20,120,0,3,experiment,16,D1,98.2933692,0
ER0608MALE20,120,0,4,experiment,81,D3,55.837512,0
ER0608MALE20,120,0,2,experiment,25,D1,81.5816141,0
ER0608MALE20,120,0,4,experiment,81,D3,107.763823,0
ER0608MALE20,120,0,2,experiment,100,D5,36.6306265,1
ER0608MALE20,120,0,2,experiment,100,D5,41.2034808,1
ER0608MALE20,120,0,3,experiment,75,D3,64.1462824,0
ER0608MALE20,120,0,2,experiment,100,D5,73.612484,1
ER1711FEMALE23,150,1,2,training,100,D5,,1
ER1711FEMALE23,150,1,2,training,50,D2,,0
ER1711FEMALE23,120,0,3,experiment,75,D3,59.0870879,0
ER1711FEMALE23,120,0,2,experiment,75,D4,43.4173554,0
ER1711FEMALE23,120,0,2,experiment,50,D2,49.6901345,0
ER1711FEMALE23,120,0,4,experiment,25,D2,59.0436877,0
ER1711FEMALE23,120,0,3,experiment,33,D2,20.2696036,0
ER1711FEMALE23,120,0,2,experiment,0,D0,33.266612,0
ER1711FEMALE23,120,0,3,experiment,0,D0,19.1573083,0
ER1711FEMALE23,120,0,2,experiment,75,D4,67.4002391,0
ER1711FEMALE23,120,0,3,experiment,83,D4,44.2461269,0
ER1711FEMALE23,120,0,3,experiment,0,D0,33.0215682,0
ER1711FEMALE23,120,0,4,experiment,100,D5,28.0658719,1
ER1711FEMALE23,120,0,4,experiment,87,D4,14.0113397,0
ER1711FEMALE23,120,0,4,experiment,12,D1,35.7939992,0
ER1711FEMALE23,120,0,4,experiment,25,D2,24.2484475,0
ER1711FEMALE23,120,0,4,experiment,0,D0,11.9469084,0
ER1711FEMALE23,120,0,2,experiment,0,D0,22.5263638,0
ER1711FEMALE23,120,0,2,experiment,25,D1,25.3108427,0
ER1711FEMALE23,120,0,3,experiment,100,D5,,0
ES1103FEMALE20,150,1,2,training,25,D1,,0
ES1103FEMALE20,150,1,2,training,25,D1,,0
ES1103FEMALE20,120,0,4,experiment,100,D5,28.6064608,1
ES1103FEMALE20,120,0,3,experiment,75,D3,48.251017,0
ES1103FEMALE20,120,0,3,experiment,100,D5,26.1763529,1
ES1103FEMALE20,120,0,4,experiment,25,D2,52.3105273,0
ES1103FEMALE20,120,0,3,experiment,100,D5,53.3855398,1
ES1103FEMALE20,120,0,2,experiment,0,D0,28.7346513,0
ES1103FEMALE20,120,0,4,experiment,100,D5,33.391607,1
ES1103FEMALE20,120,0,2,experiment,50,D2,63.9770378,0
ES1103FEMALE20,120,0,2,experiment,63,D3,68.4974608,0
ES1103FEMALE20,120,0,4,experiment,12,D1,11.0466448,0
ES1103FEMALE20,120,0,4,experiment,87,D4,37.7410378,0
ES1103FEMALE20,120,0,3,experiment,0,D0,40.9274899,0
ES1103FEMALE20,120,0,2,experiment,0,D0,12.2738035,0
ES1103FEMALE20,120,0,4,experiment,87,D4,29.4970183,0
ES1103FEMALE20,120,0,3,experiment,33,D2,,0
ES1103FEMALE20,120,0,2,experiment,63,D3,24.9836517,0
ES1103FEMALE20,120,0,3,experiment,16,D1,58.8710289,0
ES1103FEMALE20,120,0,2,experiment,0,D0,29.7645852,0
ES2001MALE20,150,1,2,training,100,D5,,1
ES2001MALE20,150,1,2,training,63,D3,,0
ES2001MALE20,120,0,2,experiment,100,D5,98.6768389,1
ES2001MALE20,120,0,3,experiment,100,D5,77.6371085,1
ES2001MALE20,120,0,3,experiment,100,D5,75.6255566,1
ES2001MALE20,120,0,4,experiment,87,D4,83.6263287,0
ES2001MALE20,120,0,4,experiment,81,D3,78.7132838,0
ES2001MALE20,120,0,4,experiment,87,D4,119.7597,0
ES2001MALE20,120,0,4,experiment,100,D5,111.1144,1
ES2001MALE20,120,0,4,experiment,87,D4,,0
ES2001MALE20,120,0,4,experiment,100,D5,75.5049584,1
ES2001MALE20,120,0,2,experiment,100,D5,50.9729912,1
ES2001MALE20,120,0,3,experiment,33,D2,62.6199032,0
ES2001MALE20,120,0,2,experiment,100,D5,72.7184364,1
ES2001MALE20,120,0,2,experiment,63,D3,75.239489,0
ES2001MALE20,120,0,2,experiment,75,D4,73.3013515,0
ES2001MALE20,120,0,3,experiment,83,D4,64.5525672,0
ES2001MALE20,120,0,2,experiment,100,D5,44.4765496,1
ES2001MALE20,120,0,3,experiment,100,D5,46.8024218,1
ES2001MALE20,120,0,3,experiment,16,D1,55.3734182,0
FF0307MALE20,150,1,2,training,25,D1,,0
FF0307MALE20,150,1,2,training,63,D3,,0
FF0307MALE20,120,0,4,experiment,12,D1,88.7081944,0
FF0307MALE20,120,0,3,experiment,100,D5,43.0436784,1
FF0307MALE20,120,0,2,experiment,0,D0,,0
FF0307MALE20,120,0,2,experiment,0,D0,,0
FF0307MALE20,120,0,4,experiment,87,D4,,0
FF0307MALE20,120,0,3,experiment,0,D0,,0
FF0307MALE20,120,0,2,experiment,63,D3,32.2582928,0
FF0307MALE20,120,0,3,experiment,83,D4,17.5949146,0
FF0307MALE20,120,0,3,experiment,100,D5,98.9494828,1
FF0307MALE20,120,0,2,experiment,63,D3,80.5203421,0
FF0307MALE20,120,0,3,experiment,83,D4,57.428328,0
FF0307MALE20,120,0,4,experiment,87,D4,36.4654456,0
FF0307MALE20,120,0,4,experiment,100,D5,22.5270344,1
FF0307MALE20,120,0,4,experiment,0,D0,39.3059284,0
FF0307MALE20,120,0,2,experiment,75,D4,,0
