,Kx,FOx,FOx_STD,RMx,RMx_STD,RMk,PROP_FOx,AVG_RMx
0,1435,102,0.2905244742477437,52.6526984126984,0.40798775304279933,102,0.0710801393728223,0.5162029256146902
1,1435,83,0.25794951694721663,45.636190476190464,0.3861958073279564,83,0.0578397212543554,0.5498336201950659
2,1435,104,0.28392703067631575,55.36761904761903,0.4000267545367608,104,0.07247386759581882,0.5323809523809522
3,1435,117,0.3013767437771365,67.30412698412697,0.3873195570238374,117,0.08153310104529617,0.5752489485822818
4,1435,129,0.31356145850227496,62.79079365079362,0.3910354511251881,129,0.08989547038327526,0.4867503383782451
5,1435,157,0.34196720822557525,89.37238095238098,0.3940420929986811,157,0.10940766550522649,0.5692508340915986
6,1434,203,0.38061378104503224,113.02317460317474,0.4028458806249188,203,0.14156206415620642,0.5567644069121909
7,1434,249,0.4104543597243365,140.52063492063502,0.3994625543438151,249,0.17364016736401675,0.5643398992796587
8,1434,277,0.4269776653708144,142.51174603174613,0.3990745585326594,277,0.19316596931659694,0.5144828376597333
9,1434,313,0.44751207024954137,173.57238095238105,0.40256093934010284,313,0.21827057182705717,0.5545443480906743
10,1433,346,0.4592043065816764,202.71523809523805,0.3866868236868648,346,0.24145150034891835,0.5858821910266996
11,1430,356,0.46220351050236375,207.54888888888888,0.3956881833647254,356,0.24895104895104894,0.5830024968789014
12,1426,357,0.46444208162905376,207.49777777777774,0.39951829631930963,357,0.2503506311360449,0.5812262682850917
13,1422,364,0.4675071652390168,215.2209523809523,0.39416689206251937,364,0.2559774964838256,0.5912663526949239
14,1419,435,0.4847878504899219,257.68603174603174,0.39141837193788215,435,0.30655391120507397,0.5923816821747856
15,1413,426,0.48522306001214666,261.4149206349207,0.3921323028840847,426,0.30148619957537154,0.613650048438781
16,1410,443,0.4885104118082819,273.20793650793667,0.39014892897138626,443,0.3141843971631206,0.6167222043068548
17,1402,480,0.4938457304656163,296.6625396825402,0.39277290847731255,480,0.34236804564907275,0.6180469576719588
18,1397,470,0.4940420154823244,284.3174603174605,0.39522442791093865,470,0.3364352183249821,0.6049307666328946
19,1389,450,0.4898979485566356,271.47968253968264,0.38984364975167535,450,0.32397408207343414,0.603288183421517
20,1381,465,0.4944673367451456,291.1958730158731,0.379177925103361,465,0.33671252715423605,0.6262276839051034
21,1376,420,0.4872512397239892,259.7136507936509,0.3921591214716757,420,0.30523255813953487,0.6183658352229784
22,1366,453,0.4926278110291335,277.4126984126986,0.3970793462279603,453,0.33162518301610544,0.612390062721189
23,1358,482,0.4959634108418985,308.4279365079366,0.37794186704421157,482,0.3549337260677467,0.6398919844562999
24,1352,440,0.4919846433299363,286.7619047619049,0.37834276602897016,440,0.3254437869822485,0.6517316017316019
25,1340,427,0.492294946131203,272.8241269841269,0.3865133224019166,427,0.31865671641791044,0.6389323816958475
26,1328,433,0.4914108647012016,287.8723809523809,0.37587675249150515,433,0.3260542168674699,0.664832288573628
27,1322,442,0.49390354158156535,293.63269841269846,0.37330954921901427,442,0.33434190620272314,0.6643273719744309
28,1309,443,0.49538116487487693,294.3076190476191,0.3728931460815766,443,0.3384262796027502,0.6643512845318715
29,1291,435,0.4949930512611938,288.36571428571466,0.3765130567468853,435,0.33694810224632066,0.6629096880131371
30,1280,410,0.4904513564363042,273.0346031746033,0.38271607709754335,410,0.3203125,0.6659380565234228
31,1270,397,0.4868742638242391,261.86825396825395,0.37380843561533966,397,0.3125984251968504,0.6596177681819999
32,1255,418,0.4941139570509363,280.37809523809534,0.3699923693621865,418,0.33306772908366533,0.6707609933925726
33,1246,419,0.4947233018123379,286.3180952380952,0.36905164879331176,419,0.3362760834670947,0.6833367428116831
34,1237,406,0.49402242835950505,277.8812698412699,0.36523421797664524,406,0.32821341956346,0.6844366252248028
35,1217,417,0.4957344080738546,278.6714285714286,0.3756880204448224,417,0.34264585045193097,0.668276807125728
36,1206,407,0.4932789465924016,281.74730158730165,0.36881336732261616,407,0.33747927031509123,0.6922538122538124
37,1198,410,0.49405358527315274,277.8977777777779,0.36478951347443694,410,0.34223706176961605,0.6777994579945802
38,1188,380,0.49181948117664764,253.8111111111111,0.37883117122752225,380,0.31986531986531985,0.6679239766081871
39,1169,382,0.49252537799371016,263.5314285714285,0.35399021539487324,382,0.32677502138579984,0.6898728496634253
40,1151,369,0.4926540281122498,257.1206349206348,0.35794147034534046,369,0.3205907906168549,0.696803888673807
41,1132,377,0.49368092185018864,275.84126984126976,0.34017917717818524,377,0.3330388692579505,0.7316744558123867
42,1113,378,0.494516937753173,250.788253968254,0.38278902232124407,378,0.33962264150943394,0.6634609893340053
43,1098,366,0.49374732845038577,265.0,0.3411431809200732,366,0.3333333333333333,0.7240437158469946
44,1085,352,0.4927382964981356,254.10984126984135,0.35050560231881617,352,0.3244239631336406,0.7219029581529584
45,1073,364,0.49601191809659523,267.1803174603175,0.3471201185032401,364,0.33923578751164957,0.7340118611547184
46,1057,364,0.49776113187187104,251.99460317460307,0.37266416238779226,364,0.3443708609271523,0.6922928658642942
47,1036,355,0.49725372418728286,245.92285714285703,0.37719868248011984,355,0.34266409266409265,0.6927404426559353
48,1019,332,0.493770620479479,233.92349206349198,0.3592439030690464,332,0.3258096172718351,0.7045888315165421
49,999,311,0.4896345025507291,216.71174603174606,0.37266880779676714,311,0.3113113113113113,0.6968223345072221
50,982,332,0.4946031457573593,225.80761904761894,0.3671634768866826,332,0.3380855397148676,0.6801434308663221
51,966,316,0.4941274055539934,223.3555555555555,0.3699064829610301,316,0.32712215320910976,0.7068213783403655
