,Part_id,AVG_CORR,WMC,GF,KOL,WAR,ZLOZ,WYB,LAT,NT,RTPR,RTOP,AVG_DUR_COR,AVG_DUR_SE,AVG_DUR_BE,AVG_DUR_CON,SUM_FIX_COR,SUM_FIX_SE,SUM_FIX_BE,SUM_FIX_CON
49,36,0.9047619047619048,0.88022,0.25175329270323804,12,EASY,4,corr,23.838336821727356,5,0.4150037846173507,0.2588687309080836,244.54545454545453,247.75,289.625,173.0,2690,495.5,1158.5,173
50,36,0.9047619047619048,0.88022,0.25175329270323804,13,MEDIUM,4,corr,57.15968592264471,10,0.5036241808423859,0.25005385822698517,242.33333333333334,250.65384615384616,235.875,266.6666666666667,5089,3258.5,943.5,800
51,36,0.9047619047619048,0.88022,0.25175329270323804,14,MEDIUM,4,corr,53.72329838952282,17,0.5308497589485647,0.2267917340379856,345.1578947368421,219.78947368421052,254.25,216.5,6558,2088.0,508.5,433
52,36,0.9047619047619048,0.88022,0.25175329270323804,15,MEDIUM,3,corr,53.85107047625388,11,0.525727710695816,0.17544683729483487,214.05882352941177,241.78571428571428,202.875,267.0,3639,1692.5,811.5,801
53,36,0.9047619047619048,0.88022,0.25175329270323804,16,HARD,3,corr,54.116911132221496,9,0.5121504428122792,0.21945081032034303,255.22222222222223,276.9230769230769,225.28571428571428,210.5,4594,1800.0,788.5,2105
54,36,0.9047619047619048,0.88022,0.25175329270323804,17,HARD,4,corr,118.27593283809436,17,0.5348002630982178,0.22813601510069262,240.0,238.93617021276594,205.26315789473685,285.5,6240,5615.0,3900.0,1713
55,36,0.9047619047619048,0.88022,0.25175329270323804,18,EASY,4,corr,31.33724925095339,10,0.5043518616912158,0.1953266526676325,296.2,215.5,208.25,171.0,2962,1077.5,416.5,171
56,36,0.9047619047619048,0.88022,0.25175329270323804,19,HARD,3,corr,45.42619496478074,7,0.4912584031592731,0.2569882863632082,254.05263157894737,147.75,248.5,197.25,4827,295.5,2733.5,789
57,36,0.9047619047619048,0.88022,0.25175329270323804,20,EASY,4,corr,42.707380599738826,10,0.4244231265288803,0.21474040016530738,274.5,275.29411764705884,255.5,137.0,3843,2340.0,255.5,137
58,36,0.9047619047619048,0.88022,0.25175329270323804,21,EASY,3,corr,23.15216882331333,5,0.47801137269075045,0.24533338726696147,244.83333333333334,245.11111111111111,251.5,248.0,1469,1103.0,754.5,496
59,36,0.9047619047619048,0.88022,0.25175329270323804,22,HARD,4,corr,62.458498478812544,13,0.3956066924724727,0.31388842955695606,284.5,244.13888888888889,274.6,203.0,5121,4394.5,2746.0,203
60,36,0.9047619047619048,0.88022,0.25175329270323804,23,MEDIUM,4,corr,59.55011292647396,10,0.5461954377846368,0.15294681323687118,357.2,218.88888888888889,182.85714285714286,316.0,3572,1970.0,640.0,316
61,36,0.9047619047619048,0.88022,0.25175329270323804,24,HARD,3,corr,55.832467916501635,15,0.4549145138628767,0.2739445446487145,308.4375,200.5,274.88,247.16666666666666,4935,1002.5,3436.0,1483
62,36,0.9047619047619048,0.88022,0.25175329270323804,25,HARD,4,be,45.46811599129978,11,0.49071749540423776,0.17379211405003078,179.66666666666666,190.73333333333332,241.86666666666667,218.5,539,1430.5,1814.0,874
63,36,0.9047619047619048,0.88022,0.25175329270323804,26,HARD,3,corr,69.41267233234066,17,0.4678684584352017,0.2848471228039416,383.3,234.15,333.46153846153845,235.0909090909091,3833,2341.5,4335.0,2586
64,36,0.9047619047619048,0.88022,0.25175329270323804,27,MEDIUM,4,corr,27.30564362958103,9,0.4412274679710548,0.226143726321486,168.16666666666666,201.88888888888889,236.11111111111111,215.0,2018,908.5,1062.5,215
65,36,0.9047619047619048,0.88022,0.25175329270323804,28,EASY,3,corr,56.25468142932005,9,0.5219476718020568,0.18935312989699302,316.84615384615387,229.07142857142858,246.25,226.0,4119,1603.5,985.0,1356
66,36,0.9047619047619048,0.88022,0.25175329270323804,29,HARD,3,corr,70.15951850538113,22,0.475801440932632,0.2445142208135912,344.3636363636364,223.28571428571428,246.4814814814815,289.0,3788,2344.5,3327.5,2023
67,36,0.9047619047619048,0.88022,0.25175329270323804,30,EASY,4,be,19.88302793045841,4,0.5809980270813644,0.195342480711913,210.0,330.8333333333333,212.33333333333334,212.0,1050,992.5,318.5,212
68,36,0.9047619047619048,0.88022,0.25175329270323804,31,EASY,3,corr,29.200715981420217,9,0.4536190142881477,0.22841905671915635,366.875,246.33333333333334,153.75,164.0,2935,1478.0,307.5,164
69,36,0.9047619047619048,0.88022,0.25175329270323804,32,MEDIUM,4,corr,36.90722710184127,6,0.575198996701134,0.14671923157645864,323.14285714285717,254.8,301.6,185.5,2262,637.0,754.0,371
70,36,0.9047619047619048,0.88022,0.25175329270323804,33,HARD,4,se,70.19054137355306,11,0.4292743639010169,0.2238763185536683,219.11111111111111,278.12,251.65384615384616,246.0,1972,3476.5,3271.5,246
71,36,0.9047619047619048,0.88022,0.25175329270323804,34,HARD,4,corr,53.33164045185913,12,0.4479704692670327,0.26247083122514436,300.3529411764706,213.6,229.0625,224.77777777777777,5106,1602.0,1832.5,2023
72,36,0.9047619047619048,0.88022,0.25175329270323804,35,EASY,4,corr,21.010802582972246,8,0.44924509488512515,0.25120411174951696,323.42857142857144,234.33333333333334,223.66666666666666,234.0,2264,1054.5,335.5,234
73,36,0.9047619047619048,0.88022,0.25175329270323804,36,MEDIUM,3,corr,42.55833818159226,9,0.4547639975371777,0.2388486119130625,261.125,267.3076923076923,241.14285714285714,245.0,2089,1737.5,1688.0,1225
74,36,0.9047619047619048,0.88022,0.25175329270323804,37,MEDIUM,3,corr,34.83910431121876,7,0.39558996341826075,0.32796480351306395,270.0,335.2,198.21428571428572,195.8,4320,1676.0,1387.5,979
75,36,0.9047619047619048,0.88022,0.25175329270323804,38,MEDIUM,4,corr,50.90918575554861,19,0.4578937897756364,0.28521375434525503,378.95,275.6666666666667,217.85714285714286,227.0,7579,2481.0,762.5,454
76,36,0.9047619047619048,0.88022,0.25175329270323804,39,MEDIUM,4,corr,59.87880721934015,17,0.503583845442075,0.23096652458923853,334.0,252.96,237.9375,179.5,3340,3162.0,1903.5,359
77,36,0.9047619047619048,0.88022,0.25175329270323804,40,EASY,3,corr,41.11421770273955,13,0.5337569635561312,0.19599059523059037,328.5,252.94117647058823,256.0,217.0,3285,2150.0,128.0,217
78,36,0.9047619047619048,0.88022,0.25175329270323804,41,MEDIUM,3,corr,30.755508252515934,7,0.5674105547767182,0.1791223853226142,197.6,248.125,169.57142857142858,120.33333333333333,1976,992.5,593.5,361
79,36,0.9047619047619048,0.88022,0.25175329270323804,42,HARD,3,be,51.1045177645101,15,0.36112267187493563,0.34901023980283674,217.94444444444446,325.7368421052632,280.4782608695652,318.25,3923,3094.5,3225.5,1273
80,36,0.9047619047619048,0.88022,0.25175329270323804,43,EASY,4,corr,25.671575114223746,4,0.43885113982577145,0.25495124357888105,372.1666666666667,305.0,234.75,161.5,2233,1525.0,469.5,323
81,36,0.9047619047619048,0.88022,0.25175329270323804,44,EASY,4,corr,16.675499798264354,7,0.4294923742402879,0.21402656850929735,273.0,210.0,226.0,203.0,1638,525.0,339.0,203
82,36,0.9047619047619048,0.88022,0.25175329270323804,45,EASY,3,corr,20.639513745856675,5,0.5094112259360111,0.1970492158913598,261.75,341.0,270.0,282.0,2094,170.5,675.0,282
83,115,0.2857142857142857,0.15374,-0.32431442079711703,4,MEDIUM,3,corr,119.98172673619409,12,0.21533279027402283,0.20196408785880637,174.92857142857142,239.54545454545453,229.68852459016392,268.8,4898,1317.5,7005.5,2688
84,115,0.2857142857142857,0.15374,-0.32431442079711703,5,HARD,3,be,118.3230332412022,16,0.27204339779206416,0.18680217532069943,197.08,220.09756097560975,218.03571428571428,170.58333333333334,4927,4512.0,3052.5,2047
85,115,0.2857142857142857,0.15374,-0.32431442079711703,6,HARD,3,se,116.64260977717275,12,0.29958177433405325,0.0965427644452774,169.0,150.22222222222223,258.64285714285717,300.125,1183,2028.0,1810.5,2401
86,115,0.2857142857142857,0.15374,-0.32431442079711703,7,HARD,4,se,89.29968877465762,7,0.2828565289151182,0.16350560903795244,196.0909090909091,207.66666666666666,193.36,276.57142857142856,2157,1869.0,2417.0,3872
87,115,0.2857142857142857,0.15374,-0.32431442079711703,8,HARD,4,be,114.98640441719364,28,0.4073003259592055,0.13411150716609532,239.84615384615384,183.43333333333334,286.75,197.58823529411765,3118,2751.5,1720.5,3359
88,115,0.2857142857142857,0.15374,-0.32431442079711703,10,MEDIUM,4,se,107.5334855891506,22,0.3291997818730766,0.1661993927015713,231.0,265.39285714285717,219.42307692307693,239.28571428571428,1386,3715.5,2852.5,3350
89,115,0.2857142857142857,0.15374,-0.32431442079711703,11,EASY,3,be,80.88055604910552,13,0.33853624823469314,0.19502833277287351,214.14285714285714,171.94444444444446,249.9318181818182,183.0,1499,1547.5,5498.5,183
90,115,0.2857142857142857,0.15374,-0.32431442079711703,12,MEDIUM,4,se,115.98700704746989,14,0.38265492945977486,0.11369376911849247,231.0,231.89285714285714,292.4166666666667,322.0,2541,3246.5,1754.5,644
91,115,0.2857142857142857,0.15374,-0.32431442079711703,13,MEDIUM,3,se,115.30383213844289,19,0.3359558765877729,0.24422432002250263,280.7,215.78947368421052,259.4651162790698,279.1666666666667,11228,2050.0,5578.5,1675
92,115,0.2857142857142857,0.15374,-0.32431442079711703,14,MEDIUM,4,corr,110.81695369913723,22,0.21168241155308562,0.361244364365808,244.9,217.66216216216216,252.10714285714286,241.33333333333334,14694,8053.5,3529.5,2172
93,115,0.2857142857142857,0.15374,-0.32431442079711703,15,EASY,4,be,110.81398512763552,19,0.26995690088704877,0.23342721561909713,236.9,226.57692307692307,221.02325581395348,225.08333333333334,2369,2945.5,4752.0,8103
94,115,0.2857142857142857,0.15374,-0.32431442079711703,16,HARD,4,be,118.18820762553514,21,0.3126707879104506,0.173452160853067,189.44444444444446,228.33333333333334,230.70454545454547,213.83333333333334,1705,2397.5,5075.5,3849
95,115,0.2857142857142857,0.15374,-0.32431442079711703,17,HARD,3,con,97.7993414363973,8,0.28454179334221413,0.156360971100659,199.0,198.76923076923077,201.5,237.48275862068965,1791,1292.0,2015.0,6887
96,115,0.2857142857142857,0.15374,-0.32431442079711703,18,MEDIUM,3,corr,91.52316486412201,10,0.16066970609934084,0.28739172251145606,205.72727272727272,260.5833333333333,230.10256410256412,214.58333333333334,9052,1563.5,4487.0,5150
97,115,0.2857142857142857,0.15374,-0.32431442079711703,19,EASY,4,se,113.80451687268395,19,0.24331195949786,0.2611847123190462,299.7142857142857,251.20754716981133,180.1904761904762,204.36363636363637,2098,6657.0,3784.0,6744
98,115,0.2857142857142857,0.15374,-0.32431442079711703,20,EASY,4,se,113.96707759273704,7,0.13574972989380177,0.22714454513353022,242.07142857142858,258.0,307.89130434782606,224.3846153846154,3389,2709.0,7081.5,2917
99,115,0.2857142857142857,0.15374,-0.32431442079711703,21,EASY,3,be,116.32439597459779,14,0.15147295502697256,0.18536954195497216,169.25,253.9375,226.4,251.95238095238096,1354,4063.0,3396.0,5291
100,115,0.2857142857142857,0.15374,-0.32431442079711703,22,HARD,3,be,111.1253923190452,22,0.29865361379077066,0.1720128910332223,319.0,167.66666666666666,236.26666666666668,243.63636363636363,1276,2263.5,5316.0,2680
101,115,0.2857142857142857,0.15374,-0.32431442079711703,23,EASY,3,corr,92.74420894433024,14,0.2282945775375485,0.24671082173695968,353.0769230769231,353.4375,269.60869565217394,195.0,4590,5655.0,3100.5,780
102,115,0.2857142857142857,0.15374,-0.32431442079711703,25,EASY,4,se,110.67013994236004,15,0.3037766105429131,0.2178003932456759,298.0,268.11764705882354,236.77777777777777,212.6206896551724,298,4558.0,4262.0,6166
103,115,0.2857142857142857,0.15374,-0.32431442079711703,26,MEDIUM,4,be,57.100330725035754,5,0.3370383280733257,0.17716184602700769,390.3333333333333,258.42857142857144,224.84,252.5,1171,904.5,2810.5,1515
104,115,0.2857142857142857,0.15374,-0.32431442079711703,27,MEDIUM,4,be,108.31821123682677,15,0.282870254688833,0.22234488296102656,189.0,235.0,254.52631578947367,177.5,756,3877.5,7254.0,1065
105,115,0.2857142857142857,0.15374,-0.32431442079711703,28,HARD,3,be,110.44864396962477,18,0.2436698091775715,0.23150125778847863,225.22727272727272,203.5151515151515,217.225,260.45,4955,3358.0,4344.5,5209
106,115,0.2857142857142857,0.15374,-0.32431442079711703,29,MEDIUM,4,corr,102.98272000174437,8,0.2367775875368894,0.22155173217034405,256.1111111111111,237.05882352941177,273.61764705882354,214.0,6915,2015.0,4651.5,2568
107,115,0.2857142857142857,0.15374,-0.32431442079711703,30,EASY,3,be,58.33342452432589,8,0.32243949593866844,0.11146268289612538,193.92307692307693,205.16666666666666,214.1,203.0,2521,615.5,1070.5,609
108,115,0.2857142857142857,0.15374,-0.32431442079711703,31,EASY,4,corr,90.94776872852344,11,0.354720082207824,0.08982078520677332,238.04347826086956,238.8,191.42857142857142,160.0,5475,597.0,670.0,160
109,115,0.2857142857142857,0.15374,-0.32431442079711703,32,HARD,4,be,119.17167393949605,22,0.3391997331557407,0.20702906306851138,205.3,254.75,269.32,233.5,2053,509.5,10099.5,1401
110,115,0.2857142857142857,0.15374,-0.32431442079711703,33,MEDIUM,4,corr,56.56491505126178,3,0.18536225132660417,0.3412892953610008,307.7142857142857,277.8181818181818,241.52,231.0,6462,3056.0,3019.0,693
111,115,0.2857142857142857,0.15374,-0.32431442079711703,34,HARD,4,be,116.5311565305674,13,0.35001797986361577,0.18939140962023146,254.45,231.27027027027026,246.0,208.8,5089,4278.5,3690.0,1044
112,115,0.2857142857142857,0.15374,-0.32431442079711703,36,EASY,3,corr,110.75102966711347,18,0.1930185214914323,0.2925932164910822,237.75862068965517,226.5625,228.4,172.25,13790,7250.0,1713.0,689
113,115,0.2857142857142857,0.15374,-0.32431442079711703,37,EASY,4,corr,57.51337492839957,6,0.3067982016699052,0.21822749952728704,245.14285714285714,192.66666666666666,256.0,260.4736842105263,3432,1445.0,640.0,4949
114,115,0.2857142857142857,0.15374,-0.32431442079711703,38,HARD,4,se,116.77433500598637,12,0.25234997055208525,0.1771193987012617,242.5,283.1842105263158,300.55555555555554,147.0,4365,5380.5,2705.0,147
115,115,0.2857142857142857,0.15374,-0.32431442079711703,39,EASY,3,se,113.60333265127156,11,0.19023209527082574,0.27674364181294203,284.0,296.6470588235294,246.7872340425532,205.6875,1420,7564.5,5799.5,3291
116,115,0.2857142857142857,0.15374,-0.32431442079711703,40,EASY,3,se,106.70908544521264,11,0.2452743352714604,0.18812831087665027,262.5,250.24,224.40740740740742,297.89473684210526,2100,3128.0,3029.5,5660
117,115,0.2857142857142857,0.15374,-0.32431442079711703,41,HARD,3,se,64.0311860366819,7,0.2552193862321724,0.12556381503528735,158.0,259.4166666666667,189.33333333333334,260.0,158,3113.0,568.0,520
118,115,0.2857142857142857,0.15374,-0.32431442079711703,42,HARD,3,corr,112.36479433277418,9,0.23881145477407908,0.19786446575210928,314.17857142857144,214.83783783783784,292.54545454545456,252.11111111111111,8797,3974.5,1609.0,2269
119,115,0.2857142857142857,0.15374,-0.32431442079711703,43,EASY,4,corr,90.07839260961737,10,0.25443393621960586,0.17985445266782296,307.5833333333333,261.2,250.36363636363637,195.1818181818182,7382,1959.0,1377.0,2147
120,115,0.2857142857142857,0.15374,-0.32431442079711703,44,MEDIUM,3,se,48.31324234332351,7,0.23252424087311221,0.3524085566232516,216.06666666666666,266.48148148148147,305.8666666666667,286.0,3241,3597.5,2294.0,2002
121,115,0.2857142857142857,0.15374,-0.32431442079711703,45,MEDIUM,3,se,70.28235232992301,6,0.30572397319791783,0.19189739035325162,206.21428571428572,267.1034482758621,207.0,288.5,2887,3873.0,1138.5,577
122,131,0.5952380952380952,1.78764,0.554225817101549,4,EASY,4,corr,81.2884513617473,21,0.5256958311314229,0.16436529145500997,219.24,185.95652173913044,177.5,152.6,5481,2138.5,1420.0,763
123,131,0.5952380952380952,1.78764,0.554225817101549,5,HARD,4,corr,100.84956661015622,32,0.4552721597454655,0.19072962479209019,216.7941176470588,160.57575757575756,190.92592592592592,141.0,7371,2649.5,2577.5,1410
124,131,0.5952380952380952,1.78764,0.554225817101549,6,HARD,4,be,117.26441206448544,49,0.4674052343336627,0.19664960233049192,187.9189189189189,212.875,224.18421052631578,194.0,6953,3406.0,4259.5,776
125,131,0.5952380952380952,1.78764,0.554225817101549,7,HARD,4,be,113.94971645085388,47,0.4907252228584284,0.20147483218970277,169.21428571428572,238.48936170212767,186.025,215.44444444444446,2369,5604.5,3720.5,1939
126,131,0.5952380952380952,1.78764,0.554225817101549,8,EASY,4,corr,49.962775234463145,18,0.4181713265917323,0.2328133284312942,191.8125,198.77777777777777,197.58823529411765,180.66666666666666,3069,1789.0,1679.5,1626
127,131,0.5952380952380952,1.78764,0.554225817101549,9,HARD,4,se,116.36503817538141,38,0.38398131174637534,0.2689467600468771,192.39583333333334,184.82539682539684,207.13793103448276,176.4,9235,5822.0,3003.5,4410
128,131,0.5952380952380952,1.78764,0.554225817101549,10,MEDIUM,3,se,83.79171533602856,67,0.3464423646608196,0.3502494236131363,215.625,221.32954545454547,229.9,138.77777777777777,1725,9738.5,3448.5,1249
