,Kx,FOx,FOx_STD,RMx,RMx_STD,RMk,PROP_FOx,AVG_RMx
0,1965,32.46666666666644,0.26834939747871084,65.4840987654321,0.318299005649792,108,0.016522476675148317,0.606334247828075
1,1965,30.177777777778036,0.24485962380852175,58.22153086419753,0.32078431785809586,104,0.01535764772406007,0.5598224121557455
2,1965,28.288888888889122,0.25494670246464407,62.34087477954143,0.32359437535500474,105,0.014396381113938485,0.5937226169480136
3,1965,20.733333333333558,0.26106240759370286,62.00071252204584,0.3286731726066302,111,0.010551314673452192,0.5585649776760886
4,1965,32.000000000000334,0.2925841069451105,74.72633509700175,0.32355047642802154,128,0.01628498727735386,0.5837994929453262
5,1965,26.066666666667004,0.31305597753891146,90.78656084656083,0.3100435914032146,153,0.013265479219677865,0.5933762146834042
6,1965,63.28888888888784,0.3563591559333491,121.732479717813,0.3199635258611424,200,0.03220808594854343,0.608662398589065
7,1965,69.95555555555433,0.37694345805994867,135.4340811287478,0.3100898643966792,242,0.03560079163132536,0.559644963341933
8,1965,76.55555555555468,0.3934734516642941,153.0598800705468,0.3110464742342964,270,0.03895957025727973,0.5668884447057289
9,1965,92.99999999999848,0.4104967095648953,168.13493474426818,0.31692269691508773,290,0.04732824427480839,0.5797756370492007
10,1965,102.19999999999905,0.4260388261577971,187.09770017636697,0.299317444833412,330,0.05201017811704786,0.5669627278071726
11,1965,120.5999999999983,0.43912646720034115,209.82325925925926,0.2868164855861987,370,0.061374045801525855,0.5670898898898898
12,1965,114.6444444444443,0.4392966596155999,207.28900881834198,0.29813128976226283,375,0.05834322872490804,0.5527706901822453
13,1965,121.48888888888918,0.44199724435652576,203.97546384479716,0.29389469973197674,375,0.061826406559231134,0.5439345702527925
14,1965,132.9111111111105,0.45191922985990535,230.73808112874758,0.2913113341469231,414,0.06763924229573054,0.5573383602143661
15,1965,127.79999999999902,0.45623594445040827,232.6796754850087,0.2777368359487825,402,0.0650381679389308,0.5788051628980315
16,1965,165.86666666666727,0.46717225415211877,263.23308641975314,0.2686930470609172,454,0.08441051738761693,0.579808560395932
17,1965,179.6222222222223,0.4717123416448146,275.2774532627869,0.2685386959024391,476,0.09141080011309022,0.5783139774428295
18,1965,159.33333333333442,0.4746004825943285,266.7916261022927,0.2766827658582007,460,0.0810856658184908,0.5799817958745493
19,1965,161.26666666666586,0.4736328485411444,256.6384126984127,0.2778639004654562,452,0.08206955046649662,0.5677840988902936
20,1965,174.17777777777815,0.47470365232852607,272.6292063492065,0.2712961216204766,470,0.08864009047215173,0.5800621411685245
21,1965,156.1555555555547,0.47379853641248854,262.77680423280435,0.275138317795296,453,0.07946847610969705,0.5800812455470294
22,1965,166.6222222222219,0.4780936761401691,263.9557460317463,0.2664695406280151,452,0.08479502403166508,0.5839728894507661
23,1965,182.5777777777769,0.47873052714135544,285.01568959435605,0.2709537361579212,496,0.09291489963245644,0.5746284064402339
24,1965,198.8666666666655,0.48102457544185095,308.4308994708996,0.2603043960526719,524,0.10120441051738703,0.5886085867765259
25,1965,203.97777777777594,0.48150792415941446,281.52119223985886,0.2765387715555629,496,0.10380548487418623,0.5675830488706832
26,1965,209.04444444444366,0.4838085556171284,306.6231675485009,0.2652634885982599,537,0.1063839411931011,0.5709928632188098
27,1965,212.48888888888789,0.4853499692622006,311.3794567901236,0.25517302603237,546,0.10813683912920503,0.5702920454031567
28,1965,206.35555555555584,0.48572538451713193,307.77644444444434,0.2569496896731233,524,0.10501554990104622,0.5873596268023746
29,1965,209.62222222222127,0.48419430808506286,292.93561199294504,0.27177402282967683,507,0.10667797568560879,0.577782272175434
30,1965,202.06666666666786,0.48050090635873116,293.8473086419754,0.25847818457433824,495,0.10283290924512359,0.5936309265494453
31,1965,208.57777777777636,0.4792071055139283,302.46696296296284,0.27252037123552875,519,0.10614645179530603,0.582787982587597
32,1965,212.22222222222075,0.48249832841316165,318.318292768959,0.25148545177769277,524,0.1080011309018935,0.6074776579560286
33,1965,208.1777777777778,0.483779774295319,312.48867724867705,0.2558847267860275,515,0.10594288945433986,0.6067741305799554
34,1965,209.62222222222135,0.4804905645909495,311.25371428571447,0.2648201362048833,514,0.10667797568560883,0.6055519733185106
35,1965,256.0666666666671,0.48605435543551706,336.21478659612023,0.26820195166399935,567,0.13031382527565757,0.592971404931429
36,1965,242.62222222222138,0.4837639922794886,327.130680776014,0.2536259406407888,545,0.12347186881537983,0.6002397812403927
37,1965,258.88888888888886,0.48737786296870106,329.2599082892419,0.26616224554738444,541,0.13175007068136838,0.6086135088525728
38,1965,275.3777777777753,0.48880710251894754,343.67159788359754,0.26573286151873327,556,0.14014136273678132,0.6181143846827294
39,1965,293.37777777777643,0.4875863224800323,365.6358589065256,0.2594266469231973,587,0.14930166808029335,0.6228890270979993
40,1965,276.5777777777754,0.4866370903853071,352.3873368606702,0.2529766503612444,554,0.14075204975968214,0.6360782253802711
41,1914,267.0444444444444,0.49192558870033226,354.0638589065257,0.24477939673649443,548,0.13952165331475674,0.6461019323111783
42,1858,279.73333333333204,0.49430081600803405,336.69547795414496,0.2808408741141557,549,0.15055615357014643,0.613288666583142
43,1812,282.6222222222201,0.4943299134080267,348.47159788359806,0.25486869632568804,537,0.15597252882020976,0.6489229010867748
44,1753,264.9333333333324,0.49408437935258376,334.0446631393298,0.2490593905649851,510,0.15113139380110235,0.6549895355673134
45,1712,270.2222222222214,0.4929465398550547,319.7030828924165,0.25547323489672424,491,0.15784008307372743,0.6511264417360825
