,Kx,FOx,FOX_aggregated,FOx_mean,FOx_STD,PSOx,PSOx_mean,PSOx_STD,RMx,RMx_STD,RMk,PROP_FOx,AVG_RMx,PROP_PSOx
0,544,127.77599999999998,0.09943657587548638,0.18072984441301274,0.10523883660628586,1037317,1467.2093352192362,502.42484293502554,76.94120544740771,0.2868855185195951,257,0.23488235294117643,0.29938212236345413,1906.8327205882354
1,544,289.12899999999956,0.20951376811594202,0.19147615894039732,0.10181971680189021,2224564,1473.22119205298,511.1185190130066,97.05780803443376,0.24143774776051796,276,0.5314871323529404,0.35165872476244114,4089.2720588235293
2,544,484.5820000000005,0.26921222222222224,0.19835530085959885,0.10622132532831739,3668358,1501.579205894392,506.56574462973686,141.03391956407646,0.25380389690620114,360,0.8907757352941186,0.39176088767799017,6743.305147058823
3,530,594.2540000000015,0.2920167076167076,0.20953949224259516,0.12696115508361333,4254981,1500.345909732017,508.47089474009937,171.31947824382158,0.2723128925468857,407,1.1212339622641538,0.4209323789774486,8028.266037735849
4,511,536.4990000000006,0.2758349614395887,0.2121387900355872,0.11866133560721946,3822773,1511.5749308026889,502.8946286577974,182.220446238859,0.2771428767578587,389,1.0499001956947174,0.46843302375028023,7480.964774951076
5,486,552.9969999999987,0.28358820512820515,0.21082615325962636,0.12319759741303411,3945108,1504.0442241707967,504.7570603765722,204.07873724938614,0.29914341725737265,390,1.137853909465018,0.5232788134599644,8117.506172839506
6,441,486.7909999999993,0.27816628571428575,0.21128081597222223,0.1324312932975929,3401302,1476.259548611111,489.8280730434536,193.5915633326846,0.30920879207069263,350,1.1038344671201799,0.5531187523790988,7712.702947845805
7,390,442.93500000000006,0.27770219435736676,0.21512141816415736,0.12570807638690928,3071653,1491.817872753764,502.8249940092762,180.60600101892499,0.30457386323929486,319,1.1357307692307694,0.5661630125985109,7876.033333333334
8,341,349.1079999999996,0.2654813688212928,0.21352171253822627,0.1291508422289354,2446175,1496.131498470948,519.4010174796701,155.6714084383795,0.31013400417663173,263,1.0237771260997055,0.5919064959634202,7173.533724340176
9,296,325.2650000000005,0.27564830508474575,0.21399013157894736,0.13113904546213354,2253818,1482.775,529.78131228714,148.88644519366733,0.30681092684379935,236,1.0988682432432448,0.6308747677697768,7614.25
10,254,286.6800000000003,0.27433492822966504,0.21410007468259895,0.118657742638104,1963752,1466.5810306198655,495.62184743220496,127.505500216517,0.33439455075633573,209,1.1286614173228358,0.6100741637153924,7731.307086614173
11,219,252.64900000000006,0.2920797687861271,0.21410932203389832,0.12204201449882,1712042,1450.8830508474575,510.40346774117603,106.92485189706811,0.30139200105176417,173,1.1536484018264843,0.6180627277287174,7817.543378995434
12,187,188.33600000000027,0.25623945578231294,0.21722722029988467,0.1275112688671908,1303096,1502.9942329873127,530.6796831884363,88.00219092881194,0.33255018591779145,147,1.0071443850267394,0.5986543600599452,6968.427807486631
13,158,159.1380000000002,0.2429587786259542,0.2174016393442623,0.14603413927358946,1062849,1451.9795081967213,530.5052400206577,82.84599262037814,0.31508813276747266,131,1.0072025316455708,0.6324121574074667,6726.892405063291
14,134,132.18099999999998,0.24706728971962616,0.20304301075268816,0.10924163098913243,899803,1382.1858678955452,513.2141669140947,69.07893996846208,0.32213765298902286,107,0.9864253731343282,0.6455975697987111,6714.94776119403
15,106,122.20399999999992,0.28753882352941185,0.21744483985765126,0.1439222357618257,780867,1389.4430604982206,563.7550177758968,57.009124081376086,0.28897786852446994,85,1.1528679245283011,0.6706955774279539,7366.669811320755
16,88,99.18800000000003,0.2833942857142857,0.22960185185185183,0.13921234711462643,602647,1395.0162037037037,509.3991260738945,47.732655194067526,0.30747865319637835,70,1.127136363636364,0.6818950742009646,6848.261363636364
17,74,71.27099999999997,0.23757,0.20076338028169013,0.11579306607890638,471137,1327.1464788732394,553.6248294498507,40.68131930866614,0.27816671076945193,60,0.9631216216216213,0.678021988477769,6366.716216216216
18,66,69.40799999999999,0.2523927272727273,0.2053491124260355,0.11768015026113962,491213,1453.292899408284,625.0535598422547,39.25008080000153,0.32073261415477383,55,1.0516363636363635,0.7136378327273005,7442.621212121212
19,55,49.52700000000002,0.2358428571428572,0.22823502304147467,0.1859524121996799,318278,1466.7188940092167,717.6075582206242,30.385368751151848,0.297241313021382,42,0.9004909090909095,0.7234611607417106,5786.872727272727
20,44,36.538,0.21492941176470584,0.19129842931937172,0.11037100664341432,240151,1257.3350785340315,539.2105270063057,25.634133372092375,0.2781863967785516,34,0.8304090909090909,0.7539450991791875,5457.977272727273
21,30,33.323,0.28976521739130434,0.2192302631578948,0.16319150319707282,194104,1277.0,403.9557036685035,15.620362601802283,0.2907065189661619,23,1.1107666666666667,0.6791462000783601,6470.133333333333
22,20,16.200000000000003,0.216,0.22499999999999998,0.13600714850493867,87285,1212.2916666666667,328.86114249279535,13.36399081298307,0.14870608191732512,15,0.8100000000000002,0.890932720865538,4364.25
23,10,4.9190000000000005,0.19676,0.20495833333333333,0.11860876835443303,23762,990.0833333333334,277.05007319175274,2.938468314510889,0.24600176240112723,5,0.49190000000000006,0.5876936629021778,2376.2
