,Kx,FOx,FOX_aggregated,FOx_mean,FOx_STD,PSOx,PSOx_mean,PSOx_STD,RMx,RMx_STD,RMk,PROP_FOx,AVG_RMx,PROP_PSOx
0,466,166.157,0.12446217228464419,0.1817910284463895,0.10017427421706653,1294152,1415.921225382932,417.713328572084,92.4855824508538,0.2849822333162724,267,0.3565600858369099,0.3463879492541341,2777.1502145922746
1,466,339.72200000000004,0.2150139240506329,0.19401599086236435,0.09886457504530981,2635762,1505.2895488292404,488.5708749280413,111.71563482618117,0.24210632263254542,316,0.7290171673819743,0.3535304899562695,5656.1416309012875
2,466,520.6660000000002,0.282970652173913,0.2029095869056898,0.10896880971324037,3855267,1502.442322681216,501.0612202510787,152.15670323853323,0.2509271418442784,368,1.1173090128755367,0.4134693022786229,8273.105150214593
3,456,577.5609999999995,0.31051666666666666,0.21288647253962403,0.12083546711079632,3933715,1449.950239587173,479.7802191741332,184.63557128205207,0.28121164059015263,372,1.266581140350876,0.4963321808657314,8626.567982456141
4,433,541.9789999999994,0.296974794520548,0.21055905205905207,0.12153600373390598,3760822,1461.080808080808,481.1262344276334,191.56329479428246,0.2877180745132988,365,1.2516836027713611,0.5248309446418697,8685.501154734411
5,404,492.4320000000005,0.28219598853868194,0.2145673202614379,0.1239027015642133,3377251,1471.569063180828,473.61039520931195,193.51784647350843,0.3008275216082776,349,1.2188910891089122,0.5544923967722305,8359.532178217822
6,370,424.41599999999994,0.2747029126213592,0.22093492972410206,0.13209244011746907,2824519,1470.3378448724623,484.28045646036827,182.35763018301193,0.3117315049063001,309,1.1470702702702702,0.5901541429870937,7633.835135135135
7,327,398.0779999999997,0.2843414285714286,0.22338832772166103,0.1319315991136249,2588930,1452.8226711560044,487.55500306364775,169.83168908258295,0.3081847866544866,280,1.2173639143730877,0.6065417467235106,7917.217125382263
8,289,359.26999999999964,0.2763615384615385,0.2208174554394591,0.12346636763200684,2391655,1469.978488014751,498.96618398848665,158.75506148672275,0.3289666534899545,260,1.2431487889273345,0.6105963903335491,8275.622837370242
9,252,328.56300000000056,0.29600270270270274,0.22066017461383478,0.13451110901155414,2201276,1478.3586299529886,479.27837131876976,133.9951462379133,0.3260364321200257,222,1.3038214285714307,0.6035817398104203,8735.222222222223
10,213,268.4779999999999,0.28260842105263156,0.22225,0.13126481152629257,1771612,1466.5662251655629,468.93731021559876,119.74857545335513,0.30924239302812295,190,1.2604600938967132,0.6302556602808165,8317.42723004695
11,181,211.0730000000001,0.2723522580645162,0.22598822269807278,0.14027213864687138,1324686,1418.2933618843683,462.3950701258679,100.27668441157597,0.32044374251910085,155,1.1661491712707188,0.6469463510424256,7318.707182320442
12,158,179.9610000000002,0.2706180451127819,0.2289580152671756,0.12746405777136452,1142845,1454.001272264631,467.95000521157834,91.91454248195596,0.3155414431884588,133,1.1389936708860773,0.6910867855786162,7233.196202531645
13,127,141.53900000000002,0.25051150442477876,0.2243090332805071,0.12889309774926438,961683,1524.0618066561015,481.3819195190469,72.32871466948615,0.3416891792068354,113,1.11448031496063,0.6400771209689039,7572.307086614173
14,104,105.59100000000001,0.2346466666666667,0.23206813186813188,0.12500282975181254,671128,1475.0065934065933,457.8461303510232,58.680946695567606,0.33298624299943297,90,1.015298076923077,0.6520105188396401,6453.153846153846
15,90,102.90000000000003,0.2672727272727273,0.23986013986013988,0.2103043726532808,666259,1553.051282051282,464.1602460001156,49.811349050989364,0.30725510628699343,77,1.1433333333333338,0.6469006370258359,7402.877777777778
16,80,87.22000000000001,0.2565294117647059,0.22479381443298968,0.15512091646398096,568973,1466.4252577319587,474.99000757930827,46.93536928894066,0.3131135289752659,68,1.0902500000000002,0.6902260189550098,7112.1625
17,68,74.14500000000001,0.24715,0.2274386503067485,0.13013358253617627,506019,1552.2055214723925,471.4697852189696,36.70403152201583,0.3166974189401044,60,1.0903676470588237,0.6117338587002639,7441.455882352941
18,61,76.74600000000008,0.28424444444444447,0.23116265060240967,0.12785149066500345,494015,1487.9969879518073,438.6728032419842,37.8854677574221,0.319866536557601,54,1.2581311475409849,0.7015827362485574,8098.606557377049
19,54,52.63199999999999,0.26990769230769235,0.2318590308370044,0.1386917713509724,337199,1485.4581497797358,421.73276061543095,24.97994960673118,0.31043683158612145,39,0.9746666666666665,0.6405115283777225,6244.425925925926
20,41,47.60999999999998,0.2720571428571429,0.22144186046511627,0.13612075731967868,324174,1507.786046511628,406.9093045518639,23.309309457503108,0.2846863839996737,35,1.1612195121951214,0.6659802702143746,7906.682926829269
21,33,32.80499999999999,0.243,0.26035714285714284,0.1800337915497345,173462,1376.6825396825398,315.36558907798167,19.510028889014244,0.2955511072856358,27,0.9940909090909089,0.7225936625560831,5256.424242424242
22,22,21.844999999999995,0.2912666666666667,0.2664024390243902,0.17483356962329027,128962,1572.7073170731708,337.45447706735484,9.110682398807528,0.32839694306638706,15,0.9929545454545452,0.6073788265871686,5861.909090909091
23,15,3.6219999999999994,0.08048888888888889,0.226375,0.18708349573118416,23460,1466.25,453.53576209600055,6.497831667433831,0.30323356094957193,9,0.24146666666666664,0.7219812963815367,1564.0
