,CORR,SE,BE,CON
0,24.760628168373703,24.21589671064869,26.76653902137293,24.25693609960467
1,27.078786287477225,24.12081329898093,26.07665840676982,22.72374200677204
2,30.640218081975394,29.394276003215452,20.4508000737421,19.514705841067045
3,32.76298962020044,28.584674181363933,19.187684025815656,19.46465217261996
4,38.466165372137546,27.57973294573163,17.9196965254866,16.034405156644212
5,41.13271511298131,28.125816195966184,15.873049374084852,14.868419316967646
6,45.74763399940087,26.303417618059655,14.830857307696583,13.118091074842908
7,46.84476777833914,27.76540931135309,13.672396682063798,11.717426228243966
8,48.50208754551948,28.548688027609913,13.503469155848041,9.445755271022582
9,55.184703784874564,25.582902025283094,11.00443411872194,8.227960071120394
10,56.32807511867418,24.58958512616938,9.811179662993094,9.271160092163333
11,56.727474206138275,23.571838965533686,10.866831781198199,8.833855047129823
12,54.17635691765261,24.908521770575582,10.734424969770922,10.180696342000875
13,59.45612793070424,22.441653628094294,9.377896496540547,8.72432194466092
14,59.22745815163876,25.075538050358716,9.44521029680688,6.251793501195676
15,60.82337232349564,22.977031773833552,9.07826103662812,7.121334866042693
16,59.86973359934278,26.22638188006104,7.433204240503853,6.470680280092324
17,63.27660277594182,24.80745575383714,5.9050727032385995,6.010868766982454
18,59.45764893291559,25.127385511282714,8.315662879387277,7.099302676414424
19,59.64097516104516,24.393609234471082,7.590786842673528,8.37462876181021
20,65.5223009643569,23.691001022036193,6.7956973288764,3.9910006847305093
21,66.20066162142567,23.386353680457994,5.232549357260464,5.180435340855875
22,72.73032515217814,16.456361155037584,4.952559409050538,5.860754283733728
23,69.63319829190846,20.90441256980182,5.700208036789666,3.7621811015000555
