,Kx,FOx,FOX_aggregated,FOx_mean,FOx_STD,PSOx,PSOx_STD,RMx,RMx_STD,RMk,PROP_FOx,AVG_RMx,PROP_PSOx
0,885,270.80199999999996,0.11354381551362684,0.18113846153846155,0.10844984457466311,2169863,513.6629795337008,244.65124556821937,0.3490653438221624,477,0.3059909604519774,0.5128956930151349,2451.8225988700565
1,885,530.4740000000004,0.208848031496063,0.1848341463414634,0.09416127290379842,4042558,454.2652260022564,259.2206053464581,0.2980932202220332,508,0.5994056497175145,0.5102767821780672,4567.862146892656
2,885,810.1499999999995,0.25719047619047614,0.1921152478064975,0.10215328584187436,5952783,434.4296209287104,353.7359450702817,0.2804384504773476,630,0.9154237288135588,0.5614856270956852,6726.308474576271
3,870,933.7510000000013,0.26831925287356323,0.19720190073917634,0.11013151491361864,6751511,444.54353300880217,411.75893905731954,0.2870612062777693,696,1.0732770114942545,0.5916076710593672,7760.357471264368
4,852,989.9789999999989,0.28084510638297877,0.2020365306122449,0.1102767450655353,7035597,443.2000675528402,433.92926003604595,0.2736389088101837,705,1.1619471830985904,0.6155024965050298,8257.742957746479
5,828,960.3349999999965,0.2862399403874814,0.20363337574215434,0.10957232295682534,6774043,442.52889620677746,422.60460900807726,0.2837122384744159,671,1.159824879227049,0.6298131281789527,8181.211352657005
6,784,874.3769999999973,0.26903907692307694,0.20287169373549882,0.11224795436479106,6194032,425.7257089782049,438.0485839058229,0.27991790103518255,650,1.1152767857142822,0.6739208983166506,7900.551020408163
7,749,898.9569999999997,0.2885897271268058,0.2070375403040074,0.11691741297071505,6291970,433.91880355213436,432.23643252950643,0.2725580367872277,623,1.200209612817089,0.6937984470778594,8400.493991989319
8,705,805.7499999999992,0.2668046357615894,0.20445318447094646,0.11524522425422438,5779269,421.89954150514416,422.4418964158548,0.2751312294808366,604,1.1429078014184386,0.6994071132712828,8197.544680851064
9,646,779.5430000000009,0.2860708256880734,0.21011940700808626,0.12464880703426788,5358416,401.5724937256435,395.82358497316164,0.27123194905630243,545,1.2067229102167196,0.7262818072902049,8294.76160990712
10,591,725.8679999999991,0.28354218750000004,0.21298943661971828,0.12720830300418182,4946200,398.8519554409879,379.2007336916735,0.2784116531972255,512,1.2282030456852777,0.7406264329915498,8369.204737732656
11,545,669.9630000000001,0.28031924686192466,0.21161181301326598,0.1233133919990135,4529314,402.2985107894324,354.9772188904232,0.27844657631625735,478,1.229289908256881,0.7426301650427264,8310.667889908256
12,488,602.5099999999993,0.2869095238095238,0.21426386913229017,0.1280642511454511,4139988,424.604790555381,308.0841041174012,0.28232351164834213,420,1.2346516393442608,0.7335335812319076,8483.581967213115
13,444,558.6419999999995,0.2979424,0.21577520278099654,0.1252738694190421,3817456,406.9535639041117,285.65735159424173,0.27524351574370853,375,1.2582027027027016,0.7617529375846446,8597.873873873874
14,395,456.57799999999946,0.27016449704142015,0.2112808884775567,0.12188624068775407,3152394,408.8416062987669,260.1333218354639,0.27571036898935825,338,1.1558936708860745,0.7696252125309583,7980.744303797468
15,332,402.91500000000036,0.28374295774647884,0.2105094043887147,0.12004882829884383,2792171,401.10612549058595,219.8187072013254,0.24276300932074954,284,1.2135993975903625,0.774009532399033,8410.153614457831
16,289,327.12000000000046,0.27374058577405863,0.2094238156209987,0.12355324458368865,2318391,386.2978698247074,190.33155484088567,0.2589856248144847,239,1.1319031141868527,0.7963663382463836,8022.114186851211
17,242,284.9709999999998,0.2726995215311005,0.21218987341772153,0.1191369078677584,1941254,349.0175955147844,164.46502869966764,0.250744674205357,209,1.1775661157024784,0.7869140129170701,8021.710743801653
18,199,228.83100000000024,0.2757,0.20746237533998188,0.12398857969730534,1617980,341.06627337552936,127.1881744180299,0.267820936020273,166,1.1499045226130666,0.7661938217953609,8130.552763819095
19,165,194.9610000000003,0.27459295774647885,0.21614301552106432,0.12666488842207846,1346342,353.10537614110456,111.08400953141188,0.2768498337233801,142,1.18158181818182,0.7822817572634639,8159.648484848485
20,142,153.12099999999987,0.2430492063492064,0.20946785225718192,0.12685672732449085,1125681,389.02767747469386,103.44855380923916,0.24947267691730937,126,1.0783169014084497,0.8210202683272949,7927.330985915493
21,109,141.21899999999982,0.2973031578947368,0.2142928679817906,0.1311260006144718,1026870,372.37029549598844,78.92420181624739,0.2426973752551781,95,1.2955871559633012,0.8307810717499725,9420.825688073395
22,76,86.64400000000003,0.2707625,0.22982493368700266,0.15659012748422588,559349,309.95144412091605,53.99431107846131,0.23645105278836195,64,1.1400526315789479,0.8436611106009579,7359.855263157895
23,37,21.093,0.17577500000000001,0.2396931818181818,0.204901714684834,131714,348.2459374559098,18.63066296802769,0.2962023625473245,24,0.5700810810810811,0.7762776236678204,3559.837837837838
