,Kx,FOx,RMx,RMk,PROP_FOx,AVG_RMx
0,2640,200,108.1736507936508,200,0.07575757575757576,0.540868253968254
1,2640,164,93.00253968253973,164,0.06212121212121212,0.5670886566008521
2,2640,175,95.428253968254,175,0.06628787878787878,0.5453043083900229
3,2640,211,116.31714285714291,211,0.07992424242424243,0.5512660798916725
4,2640,230,119.23015873015876,230,0.08712121212121213,0.5183919944789511
5,2640,311,177.85809523809522,311,0.1178030303030303,0.571890981472975
6,2639,383,210.55079365079354,383,0.14513073133762788,0.5497409755895393
7,2639,442,252.50317460317447,442,0.16748768472906403,0.5712741506859151
8,2637,496,277.8577777777778,496,0.18809252938945772,0.5601971326164875
9,2637,543,299.00476190476166,543,0.20591581342434584,0.5506533368411817
10,2636,648,364.4911111111113,648,0.24582701062215478,0.5624862825788755
11,2634,664,388.01492063492054,664,0.25208807896735,0.5843598202333141
12,2630,684,405.0914285714285,684,0.2600760456273764,0.5922389306599831
13,2623,729,429.46888888888907,729,0.27792603888677087,0.5891205608901084
14,2617,775,478.2438095238099,775,0.296140619029423,0.6170887864823353
15,2605,755,451.33079365079385,755,0.28982725527831094,0.5977891306633031
16,2602,803,504.18730158730244,803,0.308608762490392,0.6278795785645112
17,2592,842,531.9965079365091,842,0.3248456790123457,0.6318248312785144
18,2584,821,517.1911111111119,821,0.31772445820433437,0.6299526322912448
19,2573,843,527.6961904761914,843,0.3276331130975515,0.6259741286787561
20,2556,839,534.3463492063505,839,0.3282472613458529,0.6368848023913594
21,2546,792,493.2215873015871,792,0.3110761979575805,0.6227545294211958
22,2528,806,506.7806349206353,806,0.3188291139240506,0.6287600929536418
23,2521,832,540.7869841269849,832,0.3300277667592225,0.6499843559218568
24,2505,838,567.5025396825409,838,0.3345309381237525,0.6772106678789271
25,2489,823,537.2638095238109,823,0.3306548814785054,0.6528114332002563
26,2467,871,575.178095238097,871,0.3530603972436157,0.6603652069323731
27,2454,874,584.0107936507957,874,0.3561532192339038,0.668204569394503
28,2435,828,567.1936507936525,828,0.340041067761807,0.685016486465764
29,2404,815,543.4914285714298,815,0.33901830282861894,0.6668606485539016
30,2382,800,550.5714285714292,800,0.33585222502099077,0.6882142857142866
31,2365,780,523.1958730158738,780,0.3298097251585624,0.6707639397639407
32,2338,778,531.0641269841274,778,0.33276304533789564,0.6826017056351251
33,2319,766,525.1457142857149,766,0.3303147908581285,0.6855688176053719
34,2302,756,541.8965079365092,756,0.32841007819287577,0.7167943226673402
35,2272,781,555.2422222222231,781,0.34375,0.7109375444586723
36,2253,782,545.7244444444452,782,0.3470927652019529,0.6978573458368865
37,2239,776,532.659682539683,776,0.34658329611433675,0.6864171166748492
38,2214,757,524.2549206349208,757,0.34191508581752483,0.6925428277872138
39,2183,740,543.287301587302,740,0.3389830508474576,0.7341720291720296
40,2148,694,496.82000000000045,694,0.3230912476722533,0.7158789625360237
41,2112,699,514.4231746031751,699,0.3309659090909091,0.7359415945682047
42,2069,682,483.9403174603176,682,0.3296278395360077,0.7095899082995859
43,2040,697,514.604126984127,697,0.3416666666666667,0.7383129511967389
44,2006,692,497.524761904762,692,0.34496510468594216,0.7189664189375173
45,1982,668,489.5117460317461,668,0.33703329969727547,0.732802015017584
46,1948,661,474.51777777777795,661,0.3393223819301848,0.717878635064717
47,1913,674,482.74761904761965,674,0.35232618923157344,0.7162427582308897
48,1883,657,480.92095238095294,657,0.34891131173659057,0.7319953613104306
49,1853,613,441.36000000000007,613,0.33081489476524556,0.7200000000000001
50,1815,581,421.25714285714304,581,0.32011019283746556,0.7250553233341532
51,1776,575,426.03206349206386,575,0.32376126126126126,0.7409253278122849
52,1740,589,432.5165079365082,589,0.3385057471264368,0.7343234430161429
53,1707,599,452.51365079365115,599,0.3509080257762156,0.7554484988207866
54,1681,589,447.252698412699,589,0.3503866745984533,0.7593424421268233
55,1648,575,436.2419047619051,575,0.34890776699029125,0.7586815734989655
56,1611,554,405.9257142857147,554,0.3438857852265674,0.7327178958225897
57,1581,549,416.34603174603217,549,0.34724857685009486,0.7583716425246487
58,1549,568,425.13492063492106,568,0.3666881859264041,0.7484769729488047
59,1523,504,362.9107936507936,504,0.3309258043335522,0.7200610985134793
60,1477,503,382.8244444444444,503,0.34055517941773866,0.7610823945217582
61,1445,499,371.42825396825396,499,0.3453287197231834,0.7443451983331743
62,1417,468,352.8444444444447,468,0.3302752293577982,0.7539411206077878
63,1389,449,341.36000000000007,449,0.3232541396688265,0.7602672605790648
64,1362,457,359.5946031746032,457,0.3355359765051395,0.7868590879094162
65,1334,440,333.4663492063495,440,0.32983508245877063,0.757878066378067
66,1297,439,332.7996825396827,439,0.338473400154202,0.7580858372202339
67,1273,436,331.43047619047616,436,0.3424980361351139,0.7601616426387068
68,1242,427,325.73968253968275,427,0.3438003220611916,0.7628563993903578
69,1212,444,337.14825396825415,444,0.36633663366336633,0.7593429143429148
70,1186,426,326.58317460317465,426,0.3591905564924115,0.7666271704299874
71,1168,393,310.1698412698413,393,0.336472602739726,0.7892362373278404
72,1131,357,276.32095238095235,357,0.3156498673740053,0.7740082699746564
73,1099,386,290.068253968254,386,0.35122838944494994,0.7514721605395182
74,1072,397,301.44476190476183,397,0.37033582089552236,0.7593067050497779
75,1049,358,276.76603174603173,358,0.34127740705433746,0.7730894741509267
76,1030,371,289.0288888888888,371,0.36019417475728155,0.7790536088649294
77,1010,342,272.87238095238087,342,0.33861386138613864,0.7978724589250903
78,991,355,277.1257142857142,355,0.35822401614530774,0.7806358148893358
79,954,373,292.1968253968254,373,0.3909853249475891,0.7833695050853228
80,934,330,257.142222222222,330,0.3533190578158458,0.7792188552188546
81,911,315,236.17809523809504,315,0.34577387486278816,0.7497717309145874
82,885,299,232.72126984126973,299,0.33785310734463275,0.7783320061580927
83,859,317,245.50793650793634,317,0.3690337601862631,0.7744729858294521
84,847,314,240.26507936507932,314,0.3707201889020071,0.7651754119906985
85,829,310,238.49904761904756,310,0.37394451145958985,0.7693517665130566
86,805,300,228.54190476190476,300,0.37267080745341613,0.7618063492063492
87,782,296,234.02158730158723,296,0.37851662404092073,0.7906134706134704
88,761,285,227.77587301587295,285,0.3745072273324573,0.7992135895293787
89,736,257,198.46317460317448,257,0.3491847826086957,0.7722302513742197
90,712,270,210.4361904761904,270,0.3792134831460674,0.7793932980599645
91,696,265,205.75365079365073,265,0.3807471264367816,0.7764288709194367
92,675,265,210.62126984126982,265,0.3925925925925926,0.794797244684037
93,656,228,175.23968253968255,228,0.3475609756097561,0.7685950988582568
94,636,216,171.615238095238,216,0.33962264150943394,0.7945149911816574
95,614,242,190.25206349206346,242,0.3941368078175896,0.7861655516200969
96,597,237,175.30730158730162,237,0.3969849246231156,0.7396932556426229
97,582,208,158.65174603174606,208,0.35738831615120276,0.7627487789987791
98,564,202,161.14857142857142,202,0.35815602836879434,0.7977652050919377
99,549,216,179.76349206349195,216,0.39344262295081966,0.8322383891828331
100,529,210,175.31841269841266,210,0.39697542533081287,0.8348495842781555
101,513,192,151.65111111111113,192,0.3742690058479532,0.7898495370370372
102,493,197,160.45301587301583,197,0.3995943204868154,0.8144823140762225
103,469,172,139.2625396825396,172,0.36673773987206826,0.8096659283868581
104,444,172,138.14793650793655,172,0.38738738738738737,0.8031856773717241
105,427,184,145.03619047619048,184,0.4309133489461358,0.78824016563147
106,404,188,144.11428571428576,188,0.46534653465346537,0.7665653495440732
107,388,172,136.6422222222222,172,0.44329896907216493,0.7944315245478034
108,364,163,126.64761904761907,163,0.4478021978021978,0.7769792579608532
109,343,149,118.22539682539684,149,0.43440233236151604,0.7934590390966231
110,322,160,125.33650793650796,160,0.4968944099378882,0.7833531746031748
111,294,131,100.88253968253971,131,0.445578231292517,0.7700957227674787
112,257,124,97.21714285714282,124,0.48249027237354086,0.7840092165898614
113,228,117,91.56571428571424,117,0.5131578947368421,0.7826129426129422
114,206,98,75.56571428571424,98,0.47572815533980584,0.7710787172011657
115,174,87,68.52634920634915,87,0.5,0.7876591862798753
116,136,79,58.06888888888886,79,0.5808823529411765,0.7350492264416311
117,98,41,30.373968253968254,41,0.41836734693877553,0.7408284939992257
118,53,25,14.440952380952384,25,0.4716981132075472,0.5776380952380954
119,17,14,8.146984126984126,14,0.8235294117647058,0.5819274376417233
