,Kx,FOx,RMx,RMk,PROP_FOx,AVG_RMx
0,899,88,39.69492063492062,88,0.09788654060066741,0.4510786435786434
1,899,82,39.671428571428564,82,0.09121245828698554,0.4837979094076654
2,899,87,40.727301587301575,87,0.0967741935483871,0.46812990330231696
3,898,108,53.75904761904761,108,0.12026726057906459,0.497768959435626
4,897,132,62.88666666666667,132,0.14715719063545152,0.47641414141414146
5,895,170,86.6174603174603,170,0.18994413407821228,0.5095144724556488
6,893,182,91.55047619047623,182,0.2038073908174692,0.5030245944531662
7,893,210,113.5222222222223,210,0.23516237402015677,0.5405820105820109
8,890,230,115.19587301587313,230,0.25842696629213485,0.500851621808144
9,886,251,126.09301587301607,251,0.2832957110609481,0.5023626130399047
10,885,268,130.49396825396843,268,0.30282485875706217,0.4869177919924195
11,877,294,161.18539682539688,294,0.3352337514253136,0.5482496490659757
12,868,270,140.09777777777794,270,0.31105990783410137,0.5188806584362146
13,856,271,152.48634920634933,271,0.316588785046729,0.5626802553739828
14,846,260,150.91428571428588,260,0.3073286052009456,0.5804395604395611
15,827,257,158.70444444444453,257,0.31076178960096734,0.6175270211846091
16,817,269,168.72444444444452,269,0.3292533659730722,0.6272284180090875
17,795,268,165.2600000000001,268,0.3371069182389937,0.6166417910447765
18,780,290,182.96317460317468,290,0.3717948717948718,0.6309074986316369
19,754,275,163.52698412698413,275,0.3647214854111406,0.5946435786435786
20,732,261,158.69269841269855,261,0.35655737704918034,0.6080180015812204
21,712,252,156.3,252,0.3539325842696629,0.6202380952380953
22,687,239,157.01428571428573,239,0.34788937409024745,0.6569635385534968
23,668,230,152.50634920634928,230,0.344311377245509,0.6630710835058664
24,645,217,147.23174603174607,217,0.3364341085271318,0.6784873089020557
25,616,209,139.40222222222224,209,0.3392857142857143,0.666996278575226
26,573,220,153.70793650793658,220,0.38394415357766143,0.698672438672439
27,553,209,148.20063492063503,209,0.3779385171790235,0.7090939469886843
28,526,182,124.42634920634923,182,0.34600760456273766,0.6836612593755452
29,479,161,108.93777777777785,161,0.33611691022964507,0.6766321601104215
30,440,154,105.84603174603181,154,0.35,0.687311894454752
31,416,140,93.57333333333332,140,0.33653846153846156,0.6683809523809523
32,376,124,84.91365079365079,124,0.32978723404255317,0.6847875064004095
33,345,119,86.17174603174605,119,0.34492753623188405,0.7241323195945046
34,318,111,82.44571428571429,111,0.3490566037735849,0.7427541827541828
35,274,90,64.99650793650792,90,0.3284671532846715,0.7221834215167547
36,239,89,66.84190476190474,89,0.3723849372384937,0.7510326377742106
37,210,63,49.849523809523795,63,0.3,0.7912622826908539
38,166,35,27.67079365079365,35,0.21084337349397592,0.79059410430839
39,118,14,9.80952380952381,14,0.11864406779661017,0.7006802721088435
40,75,0,0.0,0,0.0,
41,54,0,0.0,0,0.0,
42,53,0,0.0,0,0.0,
43,51,0,0.0,0,0.0,
44,48,0,0.0,0,0.0,
45,47,0,0.0,0,0.0,
46,46,0,0.0,0,0.0,
47,45,0,0.0,0,0.0,
48,44,0,0.0,0,0.0,
49,44,0,0.0,0,0.0,
50,44,0,0.0,0,0.0,
51,42,0,0.0,0,0.0,
52,40,0,0.0,0,0.0,
53,37,0,0.0,0,0.0,
54,36,0,0.0,0,0.0,
55,35,0,0.0,0,0.0,
56,35,0,0.0,0,0.0,
57,34,0,0.0,0,0.0,
58,33,0,0.0,0,0.0,
59,33,0,0.0,0,0.0,
60,33,0,0.0,0,0.0,
61,33,0,0.0,0,0.0,
62,32,0,0.0,0,0.0,
63,31,0,0.0,0,0.0,
64,29,0,0.0,0,0.0,
65,29,0,0.0,0,0.0,
66,26,0,0.0,0,0.0,
67,26,0,0.0,0,0.0,
68,26,0,0.0,0,0.0,
69,25,0,0.0,0,0.0,
70,24,0,0.0,0,0.0,
71,23,0,0.0,0,0.0,
72,21,0,0.0,0,0.0,
73,21,0,0.0,0,0.0,
74,20,0,0.0,0,0.0,
75,18,0,0.0,0,0.0,
76,15,0,0.0,0,0.0,
77,15,0,0.0,0,0.0,
78,14,0,0.0,0,0.0,
79,14,0,0.0,0,0.0,
80,14,0,0.0,0,0.0,
81,14,0,0.0,0,0.0,
82,14,0,0.0,0,0.0,
83,14,0,0.0,0,0.0,
84,14,0,0.0,0,0.0,
85,12,0,0.0,0,0.0,
86,12,0,0.0,0,0.0,
87,11,0,0.0,0,0.0,
88,9,0,0.0,0,0.0,
89,9,0,0.0,0,0.0,
90,9,0,0.0,0,0.0,
91,9,0,0.0,0,0.0,
92,9,0,0.0,0,0.0,
93,9,0,0.0,0,0.0,
94,9,0,0.0,0,0.0,
95,7,0,0.0,0,0.0,
96,7,0,0.0,0,0.0,
97,7,0,0.0,0,0.0,
98,7,0,0.0,0,0.0,
99,7,0,0.0,0,0.0,
100,6,0,0.0,0,0.0,
101,6,0,0.0,0,0.0,
102,5,0,0.0,0,0.0,
103,5,0,0.0,0,0.0,
104,5,0,0.0,0,0.0,
105,4,0,0.0,0,0.0,
106,3,0,0.0,0,0.0,
107,2,0,0.0,0,0.0,
108,2,0,0.0,0,0.0,
109,2,0,0.0,0,0.0,
110,0,0,0.0,0,,
111,0,0,0.0,0,,
112,0,0,0.0,0,,
113,0,0,0.0,0,,
114,0,0,0.0,0,,
115,0,0,0.0,0,,
116,0,0,0.0,0,,
117,0,0,0.0,0,,
118,0,0,0.0,0,,
119,0,0,0.0,0,,
