,Kx,FOx,RMx,RMk,PROP_FOx,AVG_RMx
62,907,328,204.37777777777768,328,0.36163175303197354,0.62310298102981
63,885,323,217.57999999999996,323,0.3649717514124294,0.6736222910216717
64,873,322,221.1555555555556,322,0.36884306987399773,0.6868184955141478
65,854,305,220.37841269841257,305,0.35714285714285715,0.7225521727816806
66,836,279,188.38253968253971,279,0.33373205741626794,0.6752062354212893
67,818,282,184.79809523809521,282,0.34474327628361856,0.6553123944613305
68,799,267,171.80984126984126,267,0.3341677096370463,0.6434825515724392
69,784,276,188.7069841269842,276,0.3520408163265306,0.6837209569818268
70,766,272,185.63714285714286,272,0.35509138381201044,0.6824894957983193
71,750,265,190.73936507936503,265,0.35333333333333333,0.7197711889787359
72,721,246,177.28888888888886,246,0.34119278779472956,0.7206865401987352
73,702,242,169.00253968253975,242,0.34472934472934474,0.6983576019939659
74,691,224,157.5863492063492,224,0.32416787264833574,0.7035104875283447
75,675,230,154.25015873015872,230,0.34074074074074073,0.6706528640441684
76,663,234,167.5571428571429,234,0.35294117647058826,0.7160561660561663
77,651,224,154.76634920634925,224,0.34408602150537637,0.6909212018140591
78,637,248,168.3460317460318,248,0.3893249607535322,0.678814644137225
79,627,224,157.00031746031746,224,0.3572567783094099,0.7008942743764173
80,608,200,138.19079365079364,200,0.32894736842105265,0.6909539682539682
81,585,220,155.28603174603174,220,0.37606837606837606,0.7058455988455988
82,575,218,153.6139682539683,218,0.3791304347826087,0.7046512305227903
83,563,211,148.26888888888894,211,0.3747779751332149,0.7026961558715116
84,545,204,140.0431746031747,204,0.3743119266055046,0.6864861500155622
85,528,198,141.1466666666667,198,0.375,0.7128619528619531
86,511,201,138.40126984126994,201,0.3933463796477495,0.6885635315486066
87,503,189,138.94444444444449,189,0.3757455268389662,0.7351557907113465
88,487,181,123.59396825396826,181,0.37166324435318276,0.6828396036130843
89,476,191,134.62285714285724,191,0.4012605042016807,0.7048317127898285
90,457,159,110.25238095238093,159,0.3479212253829322,0.6934112009583706
91,448,158,115.2130158730159,158,0.35267857142857145,0.7291963029937716
92,434,157,115.19238095238094,157,0.3617511520737327,0.7337094328177131
93,423,160,106.65809523809526,160,0.37825059101654845,0.6666130952380953
94,407,160,109.99904761904766,160,0.3931203931203931,0.6874940476190479
95,399,159,109.77269841269845,159,0.39849624060150374,0.6903943296396129
96,389,158,112.15301587301587,158,0.40616966580976865,0.7098292143861764
97,380,148,101.55396825396826,148,0.3894736842105263,0.6861754611754612
98,368,138,91.33523809523808,138,0.375,0.6618495514147688
99,357,134,96.51873015873014,134,0.3753501400560224,0.7202890310352995
100,347,137,96.83904761904762,137,0.39481268011527376,0.7068543621828294
101,332,139,101.93079365079365,139,0.4186746987951807,0.7333150622359255
102,317,138,98.38285714285715,138,0.4353312302839117,0.7129192546583851
103,303,136,97.32349206349207,136,0.44884488448844884,0.7156139122315593
104,293,127,87.79142857142855,127,0.4334470989761092,0.6912710911136106
105,283,123,90.6174603174603,123,0.43462897526501765,0.7367273196541487
106,274,131,93.29650793650794,131,0.4781021897810219,0.7121870834847934
107,264,104,77.25999999999998,104,0.3939393939393939,0.7428846153846151
108,248,120,86.94603174603174,120,0.4838709677419355,0.7245502645502645
109,233,99,72.58793650793649,99,0.4248927038626609,0.7332114798781464
110,224,100,76.42920634920634,100,0.44642857142857145,0.7642920634920634
111,202,90,66.255873015873,90,0.44554455445544555,0.7361763668430332
112,185,93,66.20476190476188,93,0.5027027027027027,0.7118791602662567
113,164,85,62.96952380952376,85,0.5182926829268293,0.7408179271708677
114,142,64,49.88253968253966,64,0.4507042253521127,0.7794146825396822
115,120,53,38.32349206349205,53,0.44166666666666665,0.7230847559149443
116,96,45,31.413333333333338,45,0.46875,0.6980740740740742
117,65,24,18.03587301587302,24,0.36923076923076925,0.7514947089947092
118,30,15,10.80952380952381,15,0.5,0.7206349206349206
119,8,14,11.34920634920635,14,1.75,0.8106575963718822
