,Kx,FOx,RMx,RMk,PROP_FOx,AVG_RMx
0,1634,138,76.66507936507935,138,0.08445532435740515,0.5555440533701402
1,1634,115,55.88730158730157,115,0.07037943696450429,0.4859765355417528
2,1634,123,66.47111111111109,123,0.07527539779681762,0.540415537488708
3,1634,113,55.92253968253965,113,0.06915544675642595,0.4948897317038907
4,1633,157,79.33999999999999,157,0.09614206981016533,0.5053503184713375
5,1633,167,92.91206349206351,167,0.10226576852418862,0.5563596616291228
6,1633,190,103.2853968253969,190,0.11635027556644213,0.5436073517126153
7,1633,239,124.43238095238105,239,0.14635639926515615,0.5206375772066153
8,1632,255,132.09841269841283,255,0.15625,0.518032990974168
9,1629,307,158.4406349206351,307,0.18845917740945364,0.5160932733571175
10,1629,321,176.1984126984127,321,0.19705340699815838,0.5489047124561144
11,1624,354,197.34952380952387,354,0.21798029556650247,0.5574845305353782
12,1620,389,204.2955555555556,389,0.24012345679012345,0.5251813767495003
13,1616,379,205.53428571428572,379,0.23452970297029702,0.5423068224651338
14,1614,407,217.7904761904761,407,0.25216852540272616,0.5351117351117349
15,1609,433,256.2561904761905,433,0.26911124922311996,0.5918156823930497
16,1604,473,267.3784126984128,473,0.2948877805486284,0.5652820564448473
17,1594,459,265.7828571428572,459,0.28795483061480553,0.5790476190476191
18,1588,498,300.53619047619054,498,0.3136020151133501,0.6034863262574107
19,1573,471,268.8247619047621,471,0.2994278448823903,0.5707532099888792
20,1567,472,289.37523809523816,472,0.30121250797702614,0.613083131557708
21,1560,490,290.01238095238097,490,0.3141025641025641,0.5918620019436346
22,1553,514,302.42730158730166,514,0.3309723116548616,0.5883799641776297
23,1542,500,291.5873015873017,500,0.324254215304799,0.5831746031746033
24,1535,461,286.3803174603176,461,0.3003257328990228,0.6212154391763939
25,1522,477,285.5590476190476,477,0.31340341655716164,0.5986562843166616
26,1502,477,301.7453968253969,477,0.3175765645805593,0.6325899304515658
27,1495,473,282.9282539682538,473,0.31638795986622076,0.598156985133729
28,1487,465,282.7901587301587,465,0.31271015467383995,0.6081508789895885
29,1469,466,275.7536507936507,466,0.31722260040844114,0.5917460317460316
30,1457,451,267.9117460317459,451,0.3095401509951956,0.5940393481856894
31,1448,463,273.71365079365074,463,0.3197513812154696,0.5911741917789433
32,1435,470,289.5355555555554,470,0.32752613240418116,0.6160330969267136
33,1420,472,300.0869841269844,472,0.3323943661971831,0.635777508743611
34,1406,463,281.98476190476185,463,0.32930298719772405,0.609038362645274
35,1391,446,277.26920634920646,446,0.32063263838964773,0.6216798348636916
36,1374,449,284.86476190476185,449,0.326783114992722,0.6344426768480219
37,1359,427,268.01746031746023,427,0.3142016188373804,0.6276755510947546
38,1335,445,266.35904761904754,445,0.3333333333333333,0.5985596575708934
39,1314,435,273.0358730158728,435,0.3310502283105023,0.6276686735997077
40,1303,436,281.0593650793651,436,0.33461243284727554,0.6446315712829475
41,1290,439,289.8212698412697,439,0.34031007751937986,0.6601851249231656
42,1279,446,278.7323809523809,446,0.3487099296325254,0.6249604954089257
43,1263,420,285.5038095238095,420,0.332541567695962,0.6797709750566893
44,1239,403,274.88698412698415,403,0.3252623083131558,0.6821016975855686
45,1226,423,265.69841269841277,423,0.3450244698205546,0.628128635220834
46,1209,402,264.2250793650794,402,0.3325062034739454,0.6572763168285557
47,1194,388,261.88761904761924,388,0.3249581239530988,0.6749680903289156
48,1180,395,255.0269841269842,395,0.3347457627118644,0.6456379344986941
49,1158,402,273.29968253968264,402,0.3471502590673575,0.6798499565663747
50,1145,381,246.64603174603155,381,0.3327510917030568,0.6473649127192429
51,1126,384,251.7447619047618,384,0.3410301953818828,0.6555853174603171
52,1105,359,250.67523809523803,359,0.3248868778280543,0.6982597161427243
53,1089,363,241.9504761904761,363,0.3333333333333333,0.6665302374393282
54,1066,358,238.39904761904768,358,0.33583489681050654,0.6659191274275075
55,1043,371,252.8253968253968,371,0.35570469798657717,0.6814700723056518
56,1016,353,234.53015873015883,353,0.34744094488188976,0.6643913845046993
57,997,355,235.0933333333334,355,0.35606820461384153,0.6622347417840377
58,981,341,232.4507936507936,341,0.3476044852191641,0.6816738816738815
59,967,357,235.3501587301587,357,0.36918304033092036,0.6592441421012849
60,951,341,219.44888888888894,341,0.35856992639327023,0.6435451287064192
61,922,345,222.67396825396833,345,0.37418655097613884,0.645431792040488
