,Kx,FOx,RMx,RMk,PROP_FOx,AVG_RMx
99,915,371,292.2669841269844,371,0.4054644808743169,0.7877816283746211
100,884,367,287.6895238095239,367,0.415158371040724,0.7838951602439344
101,853,350,269.42380952380955,350,0.41031652989449,0.7697823129251702
102,817,355,274.09047619047635,355,0.43451652386780903,0.7720858484238771
103,778,327,249.59841269841266,327,0.4203084832904884,0.7632978981602834
104,740,319,242.36857142857139,319,0.43108108108108106,0.7597760859829824
105,711,320,246.5190476190476,320,0.450070323488045,0.7703720238095237
106,681,333,250.51841269841262,333,0.4889867841409692,0.7523075456408788
107,658,285,221.45777777777775,285,0.4331306990881459,0.7770448343079921
108,618,299,224.45904761904757,299,0.48381877022653724,0.750699155916547
109,582,266,202.96031746031753,266,0.4570446735395189,0.7630087122568328
110,554,274,211.43238095238095,274,0.49458483754512633,0.7716510253736532
111,503,232,174.91619047619042,232,0.46123260437375746,0.7539490968801311
112,450,226,170.2714285714285,226,0.5022222222222222,0.7534134007585331
113,399,214,164.79746031746026,214,0.5363408521303258,0.7700815902685059
114,355,174,134.56761904761908,174,0.49014084507042255,0.773377120963328
115,301,152,114.64761904761903,152,0.5049833887043189,0.7542606516290725
116,238,136,97.77206349206351,136,0.5714285714285714,0.7189122315592905
117,167,74,55.26698412698408,74,0.4431137724550898,0.7468511368511361
118,84,44,28.139365079365078,44,0.5238095238095238,0.6395310245310245
119,25,31,20.496190476190474,31,1.24,0.6611674347158217
