,Kx,FOx,RMx,RMk,PROP_FOx,AVG_RMx
0,1423,129,68.49396825396822,129,0.09065354884047787,0.5309609942168079
1,1423,110,58.35936507936506,110,0.07730147575544624,0.5305396825396824
2,1423,105,59.124761904761876,105,0.07378777231201687,0.5630929705215417
3,1423,100,49.862539682539676,100,0.07027406886858749,0.49862539682539675
4,1422,116,68.36825396825395,116,0.08157524613220815,0.5893814997263271
5,1422,149,84.235873015873,149,0.10478199718706048,0.5653414296367315
6,1422,195,106.7298412698413,195,0.1371308016877637,0.5473325193325195
7,1422,215,122.52698412698423,215,0.15119549929676512,0.5698929494278336
8,1420,235,136.23142857142872,235,0.16549295774647887,0.5797082066869307
9,1417,273,139.6593650793652,273,0.1926605504587156,0.5115727658584805
10,1417,313,161.4019047619048,313,0.2208892025405787,0.5156610375779707
11,1413,325,186.51301587301583,325,0.2300070771408351,0.5738862026862026
12,1409,363,207.62952380952376,363,0.2576295244854507,0.5719821592548864
13,1407,376,206.06634920634917,376,0.26723525230987916,0.5480488010807159
14,1406,369,225.03809523809514,369,0.2624466571834993,0.6098593366886047
15,1400,360,222.07936507936512,360,0.2571428571428571,0.6168871252204586
16,1397,400,241.36793650793646,400,0.2863278453829635,0.6034198412698412
17,1392,403,253.81365079365062,403,0.28951149425287354,0.6298105478750636
18,1387,405,255.82666666666654,405,0.2919971160778659,0.6316707818930039
19,1378,441,269.81904761904775,441,0.3200290275761974,0.6118345750998815
20,1373,412,257.4298412698412,412,0.30007283321194467,0.6248297118200029
21,1370,423,254.54793650793644,423,0.30875912408759126,0.6017681714135613
22,1361,438,272.892380952381,438,0.3218221895664952,0.6230419656447055
23,1354,426,265.8412698412698,426,0.31462333825701627,0.6240405395334973
24,1344,415,273.7253968253968,415,0.3087797619047619,0.6595792694587874
25,1335,425,274.33269841269833,425,0.31835205992509363,0.6454887021475255
26,1322,450,304.4346031746033,450,0.340393343419062,0.6765213403880074
27,1316,454,287.08063492063485,454,0.34498480243161095,0.6323362002657156
28,1309,419,275.29873015872994,419,0.3200916730328495,0.6570375421449401
29,1292,393,247.85238095238088,393,0.3041795665634675,0.6306676360111473
30,1277,422,271.186984126984,422,0.33046202036021927,0.6426231851350331
31,1270,423,265.9695238095237,423,0.33307086614173226,0.6287695598333893
32,1257,402,264.42793650793647,402,0.3198090692124105,0.6577809365869066
33,1242,401,267.4990476190476,401,0.32286634460547503,0.6670799192494953
34,1231,413,285.85079365079366,413,0.33549959382615757,0.6921326722779507
35,1219,407,278.1193650793652,407,0.3338802296964725,0.6833399633399636
36,1204,409,279.8977777777778,409,0.33970099667774084,0.684346644933442
37,1192,392,257.3196825396825,392,0.3288590604026846,0.6564277615808227
38,1174,421,274.3679365079365,421,0.358603066439523,0.6517053123703955
39,1158,404,289.9241269841271,404,0.3488773747841105,0.7176339776834829
40,1147,372,261.1698412698412,372,0.32432432432432434,0.702069465779143
41,1130,373,262.19809523809516,373,0.33008849557522124,0.7029439550619173
42,1115,360,250.7771428571429,360,0.32286995515695066,0.6966031746031748
43,1099,359,264.7653968253969,359,0.32666060054595086,0.7375080691515234
44,1080,371,265.02349206349203,371,0.3435185185185185,0.7143490352115688
45,1071,366,256.4126984126984,366,0.34173669467787116,0.7005811432040939
46,1049,326,228.85238095238088,326,0.3107721639656816,0.7020011685655856
47,1036,358,252.15873015873024,358,0.34555984555984554,0.7043539948567884
48,1022,356,251.2920634920635,356,0.34833659491193736,0.705876582842875
49,1006,360,256.3584126984126,360,0.35785288270377735,0.7121067019400351
50,991,321,224.89873015873002,321,0.3239152371342079,0.7006190970676948
51,965,305,213.13682539682543,305,0.3160621761658031,0.6988092635961489
52,939,315,227.3755555555555,315,0.3354632587859425,0.721827160493827
53,924,342,237.2974603174602,342,0.37012987012987014,0.6938522231504685
54,907,329,227.5831746031746,329,0.3627342888643881,0.6917421720461234
55,883,315,229.17809523809524,315,0.3567383918459796,0.7275495086923658
56,858,287,198.15809523809526,287,0.3344988344988345,0.690446324871412
57,839,292,207.43968253968254,292,0.34803337306317045,0.7104098717112416
58,821,299,214.00984126984127,299,0.364190012180268,0.715751977491108
59,810,281,201.84698412698415,281,0.3469135802469136,0.7183166694910468
60,793,277,207.92634920634924,277,0.3493064312736444,0.7506366397341128
61,773,286,200.43365079365083,286,0.36998706338939197,0.700816960816961
62,762,262,181.54888888888885,262,0.3438320209973753,0.6929346904156063
63,746,267,198.43428571428564,267,0.3579088471849866,0.7431995719636166
64,739,280,208.96285714285716,280,0.37889039242219213,0.746295918367347
65,728,255,187.3984126984127,255,0.35027472527472525,0.7348957360722067
66,709,238,167.79174603174596,238,0.33568406205923834,0.7050073362678402
67,695,247,178.35079365079358,247,0.3553956834532374,0.7220679904890428
68,678,232,166.0498412698412,232,0.3421828908554572,0.7157320744389707
69,664,243,179.09619047619043,243,0.36596385542168675,0.7370213599843227
70,645,234,167.31841269841266,234,0.3627906976744186,0.7150359517026182
71,635,216,160.1038095238096,216,0.3401574803149606,0.7412213403880074
72,608,194,144.4047619047619,194,0.3190789473684211,0.7443544428080511
73,595,206,151.65809523809526,206,0.346218487394958,0.7362043458159964
74,582,210,162.19968253968256,210,0.36082474226804123,0.7723794406651551
75,566,204,149.62825396825397,204,0.36042402826855124,0.7334718331777156
76,557,200,152.53714285714287,200,0.3590664272890485,0.7626857142857143
77,546,196,143.3612698412698,196,0.358974358974359,0.7314350502105602
78,532,202,143.30952380952382,202,0.37969924812030076,0.7094530881659595
79,516,209,148.05968253968254,209,0.4050387596899225,0.7084195336826916
80,504,173,124.53999999999996,173,0.34325396825396826,0.7198843930635836
81,487,179,118.83333333333334,179,0.3675564681724846,0.6638733705772812
82,478,160,115.21015873015868,160,0.33472803347280333,0.7200634920634917
83,466,176,130.7504761904762,176,0.3776824034334764,0.742900432900433
84,456,168,120.16666666666666,168,0.3684210526315789,0.7152777777777777
85,443,166,125.56349206349202,166,0.3747178329571106,0.756406578695735
86,433,175,134.8526984126984,175,0.40415704387990764,0.7705868480725623
87,423,166,126.93619047619049,166,0.39243498817966904,0.7646758462421114
88,415,136,101.65333333333331,136,0.327710843373494,0.7474509803921566
89,408,145,104.17904761904762,145,0.3553921568627451,0.7184761904761905
90,393,140,105.407619047619,140,0.356234096692112,0.75291156462585
91,386,150,109.40412698412702,150,0.38860103626943004,0.7293608465608468
92,378,143,106.75269841269842,143,0.3783068783068783,0.7465223665223666
93,370,141,101.28539682539687,141,0.3810810810810811,0.7183361476978501
94,354,135,95.17301587301587,135,0.3813559322033898,0.7049853027630805
95,348,128,88.2088888888889,128,0.367816091954023,0.6891319444444445
96,337,139,94.34,139,0.4124629080118694,0.678705035971223
97,332,127,91.11428571428569,127,0.3825301204819277,0.7174353205849267
98,323,111,80.09079365079364,111,0.34365325077399383,0.7215386815386815
99,314,125,96.61460317460319,125,0.3980891719745223,0.7729168253968255
100,305,109,83.71619047619043,109,0.35737704918032787,0.768038444735692
101,298,110,85.16063492063489,110,0.3691275167785235,0.7741875901875899
102,291,123,95.6615873015873,123,0.422680412371134,0.7777364821267261
103,284,108,84.00253968253966,108,0.38028169014084506,0.7778012933568488
104,277,120,91.43936507936507,120,0.4332129963898917,0.761994708994709
105,270,123,98.89555555555555,123,0.45555555555555555,0.8040289069557361
106,262,129,93.99841269841268,129,0.49236641221374045,0.728669865879168
107,255,101,79.3952380952381,101,0.396078431372549,0.7860914662894861
108,235,108,81.14888888888888,108,0.4595744680851064,0.7513786008230452
109,219,85,69.3028571428571,85,0.3881278538812785,0.8153277310924365
110,204,94,71.05301587301585,94,0.46078431372549017,0.755883147585275
111,181,77,64.15936507936505,77,0.425414364640884,0.8332385075242214
112,161,79,63.88730158730154,79,0.4906832298136646,0.8087000200924246
113,136,68,52.80730158730156,68,0.5,0.7765779645191406
114,118,49,40.67206349206349,49,0.4152542372881356,0.8300421120829283
115,101,51,37.34349206349206,51,0.504950495049505,0.7322253345782757
116,80,42,29.63968253968254,42,0.525,0.7057067271352986
117,58,25,17.821904761904765,25,0.43103448275862066,0.7128761904761906
118,32,13,8.063492063492063,13,0.40625,0.6202686202686203
119,12,8,3.142857142857143,8,0.6666666666666666,0.39285714285714285
