,Kx,FOx,FOx_STD,RMx,RMx_STD,RMk,PROP_FOx,AVG_RMx
0,1461,106,0.2962947687990379,59.81365079365073,0.3819291118298904,106,0.07255304585900069,0.5642797244684031
1,1461,90,0.26783671236542916,49.07936507936505,0.3705163061777325,90,0.061601642710472276,0.5453262786596116
2,1461,92,0.26832648147323146,53.5996825396825,0.3604868721196002,92,0.06297056810403832,0.5826052449965489
3,1461,115,0.2979341341825871,64.57206349206345,0.37410408264469214,115,0.07871321013004791,0.5614962042788126
4,1461,136,0.3193285112157474,69.45682539682535,0.3790362955256523,136,0.09308692676249145,0.5107119514472452
5,1461,164,0.3485379146570122,95.94888888888894,0.376210721597825,164,0.11225188227241616,0.5850542005420057
6,1461,186,0.3678242870500233,104.3933333333334,0.3844802840562066,186,0.1273100616016427,0.5612544802867387
7,1461,250,0.41130928167568687,136.15936507936524,0.3752425394327642,250,0.17111567419575632,0.544637460317461
8,1461,272,0.42584082949329816,153.25460317460335,0.36965692075500717,272,0.1861738535249829,0.5634360410831005
9,1461,286,0.432634525434907,157.7825396825399,0.39193284481607377,286,0.19575633127994524,0.5516872016872024
10,1461,336,0.45511028258616104,205.94952380952387,0.37251116538814094,336,0.2299794661190965,0.6129450113378686
11,1460,324,0.4486603125972711,198.52444444444458,0.36481444299883387,324,0.2219178082191781,0.6127297668038413
12,1459,364,0.46587905971842886,210.57619047619065,0.3723839165970989,364,0.249485949280329,0.5785060177917325
13,1456,365,0.46751786622733055,230.32984126984135,0.36281178801453895,365,0.2506868131868132,0.631040661013264
14,1454,399,0.4757105833599162,249.984761904762,0.36259492448579417,399,0.27441540577716644,0.626528225325218
15,1453,396,0.47681666632266695,239.4733333333333,0.37219172484464186,396,0.27253957329662765,0.6047306397306397
16,1451,453,0.48756320257093055,270.61968253968246,0.3733015615453085,453,0.3121984838042729,0.5973944426924558
17,1449,458,0.49102098951083817,282.5361904761907,0.37649218767591053,458,0.31608005521049,0.6168912455812025
18,1446,458,0.4921719129163865,290.4892063492063,0.370908281764935,458,0.31673582295988933,0.6342559090594024
19,1442,469,0.49253891706691794,284.036507936508,0.37701065997036426,469,0.32524271844660196,0.6056215521034285
20,1440,452,0.4896805603911841,294.9853968253966,0.364271491181932,452,0.3138888888888889,0.6526225593482226
21,1438,453,0.4894993559153082,291.2146031746032,0.3643248534378593,453,0.3150208623087622,0.6428578436525457
22,1434,479,0.49627079386112344,312.24698412698433,0.3678753113431481,479,0.33403068340306835,0.651872618219174
23,1428,488,0.49485353978511787,313.11238095238105,0.3583638842146415,488,0.34173669467787116,0.6416237314597972
24,1422,452,0.4912446863378347,311.2663492063493,0.3375014733520015,452,0.3178621659634318,0.6886423655007727
25,1417,482,0.49591273882011533,309.4050793650795,0.3656617266409993,482,0.34015525758645027,0.6419192517947707
26,1406,485,0.4964481611602287,328.71492063492076,0.35403852675996567,485,0.344950213371266,0.6777627229585995
27,1404,494,0.49772726096111597,324.12349206349234,0.3556172666907559,494,0.35185185185185186,0.6561204292783246
28,1398,486,0.49631665872619224,330.2352380952381,0.3519696663572859,486,0.34763948497854075,0.6794963746815599
29,1390,453,0.49346813723799404,302.89365079365075,0.35803484538498004,453,0.3258992805755396,0.6686394057254983
30,1380,423,0.49001358504949405,276.88952380952367,0.36175329390701844,423,0.3065217391304348,0.6545851626702687
31,1373,428,0.48818371257594834,277.45682539682525,0.3673204507940819,428,0.3117261471230881,0.648263610740246
32,1369,430,0.4899738249994093,294.44095238095224,0.3488090729796062,430,0.3140978816654492,0.6847464008859354
33,1365,442,0.4929933660919932,312.03650793650803,0.3421369192095077,442,0.3238095238095238,0.7059649500825974
34,1358,429,0.4912788229888041,305.2593650793652,0.3491230899189195,429,0.3159057437407953,0.7115602915602918
35,1348,442,0.4942185485444812,297.94126984126996,0.36306666676598515,442,0.327893175074184,0.6740752711340949
36,1341,442,0.4934535013154308,297.65142857142854,0.3590267316226939,442,0.3296047725577927,0.6734195216548157
37,1328,438,0.49240945373918193,309.4092063492063,0.34342114309995714,438,0.32981927710843373,0.7064137131260417
38,1315,441,0.49522795643814504,293.4409523809524,0.3652035597262473,441,0.33536121673003805,0.6653989849908218
39,1301,426,0.4944936804449578,300.83777777777783,0.33655510740374245,426,0.32744043043812454,0.7061919666145019
40,1283,414,0.49290719316439807,290.4844444444445,0.34779388243672343,414,0.32268121590023385,0.701653247450349
41,1264,427,0.4950771755672732,307.3180952380948,0.3307461563632331,427,0.33781645569620256,0.7197145087543204
42,1246,448,0.49787031985203534,311.2546031746032,0.35153269385337815,448,0.3595505617977528,0.6947647392290249
43,1233,406,0.49215295678475035,299.28285714285715,0.3191143410580816,406,0.32927818329278186,0.7371498944405349
44,1209,390,0.49308176715435353,279.6273015873017,0.33924276043380225,390,0.3225806451612903,0.7169930809930812
45,1198,397,0.49496043182492433,281.94063492063503,0.35611379955000205,397,0.3313856427378965,0.7101779217144459
46,1188,394,0.49592871095877167,281.7666666666666,0.3431840439015168,394,0.33164983164983164,0.7151438240270725
47,1171,405,0.4963553784703698,288.2463492063492,0.34665573819096923,405,0.34585824081981215,0.7117193807564177
48,1158,408,0.49605301030680105,292.3057142857142,0.33580646935912994,408,0.35233160621761656,0.7164355742296916
49,1143,404,0.4972775079736466,287.7584126984126,0.34629422837139384,404,0.35345581802274717,0.712273298758447
50,1130,375,0.4960231104584303,262.9171428571427,0.34061449082223716,375,0.33185840707964603,0.7011123809523806
51,1109,367,0.49593665351638866,260.7231746031745,0.34631126351459074,367,0.3309287646528404,0.7104173694909388
52,1086,357,0.49587383604650553,263.9088888888887,0.3304754131755804,357,0.3287292817679558,0.7392405851229376
53,1069,335,0.49100182037430257,246.8219047619047,0.33679795903170673,335,0.31337698783910195,0.736781805259417
54,1052,363,0.49625716848356455,262.9606349206348,0.3445521163456853,363,0.3450570342205323,0.7244094625912804
55,1029,363,0.49821219409015804,270.06000000000006,0.33386665095521867,363,0.35276967930029157,0.7439669421487605
56,1002,328,0.49568286667988226,234.31809523809525,0.3440754513069785,328,0.3273453093812375,0.71438443670151
57,979,330,0.4960992293159061,248.2346031746032,0.32085670823434875,330,0.33707865168539325,0.7522260702260702
58,964,352,0.49920694101050433,262.8453968253968,0.32724548559841726,352,0.3651452282157676,0.7467198773448772
59,951,326,0.49788310497841737,230.78603174603177,0.349802728184369,326,0.34279705573080965,0.7079326127178889
60,919,318,0.4978458932990187,231.3533333333334,0.3361665046610148,318,0.34602829162132753,0.727526205450734
61,901,315,0.4976216205915431,231.29809523809527,0.3282618083637518,315,0.34961154273029965,0.7342796674225247
62,886,283,0.4941367107995569,207.89714285714285,0.3371194731260718,283,0.3194130925507901,0.7346188793538617
63,875,276,0.49304913807923234,198.04000000000002,0.3488179879373314,276,0.31542857142857145,0.717536231884058
64,859,283,0.4958072731122507,209.1511111111112,0.3232722538472099,283,0.32945285215366704,0.7390498625834317
65,838,282,0.4980223756018898,215.46857142857144,0.3183178690132162,282,0.33651551312649164,0.7640729483282676
66,820,271,0.4954781287606837,197.67904761904774,0.3446071953996994,271,0.3304878048780488,0.7294429801440876
67,809,258,0.4942427368854183,186.97650793650786,0.34734617501193193,258,0.3189122373300371,0.7247151470407281
68,790,281,0.4981398407527795,201.52380952380952,0.34931384367956214,281,0.3556962025316456,0.7171665819352652
69,772,277,0.4994598057725596,208.32571428571433,0.3262720375374063,277,0.3588082901554404,0.7520783909231564
70,752,288,0.49986668843588944,220.69492063492058,0.3058619004069528,288,0.3829787234042553,0.7663018077601409
71,739,274,0.49993472558527774,212.9365079365079,0.3081692154727989,274,0.37077131258457374,0.7771405399142624
72,709,222,0.49522557892545976,176.63904761904766,0.27813017253850486,222,0.3131170662905501,0.7956713856713858
73,690,234,0.49872285870603356,182.06761904761905,0.29790927836886383,234,0.3391304347826087,0.778066748066748
74,680,235,0.4988609790232528,175.55968253968257,0.32432840249127376,235,0.34558823529411764,0.7470624788922663
75,662,220,0.4960627004237274,167.51619047619053,0.3091189573680829,220,0.3323262839879154,0.7614372294372297
76,646,232,0.4988333351076061,169.88126984126987,0.3392552011959373,232,0.3591331269349845,0.7322468527640943
77,634,207,0.4954980179014818,156.50793650793653,0.33793007500454675,207,0.3264984227129338,0.756076987961046
78,621,227,0.49963628684517425,172.30158730158735,0.3248076323261128,227,0.36553945249597425,0.7590378295224112
79,601,226,0.4999950617040083,175.99238095238093,0.3126918283916581,226,0.37603993344425957,0.7787273493468183
80,590,188,0.49578124186027983,147.028253968254,0.3217143354652821,188,0.31864406779661014,0.7820651806822022
81,569,185,0.4961895187764536,135.72666666666666,0.33568919599070157,185,0.3251318101933216,0.7336576576576577
82,556,180,0.49487165930539345,130.90126984126985,0.3385585912206639,180,0.3237410071942446,0.7272292768959436
83,543,187,0.4980688464938455,138.98063492063494,0.3287808848088703,187,0.3443830570902394,0.7432119514472457
84,532,186,0.4984290584636383,140.48444444444448,0.30057307428126057,186,0.34962406015037595,0.7552927120669058
85,519,182,0.4984578042954436,137.48031746031742,0.3241788945624056,182,0.35067437379576105,0.7553863596720738
86,505,182,0.49854848704453686,133.84539682539685,0.3335862329609834,182,0.3603960396039604,0.7354142682714112
87,495,170,0.4973457301734973,131.82539682539684,0.303632857285237,170,0.3434343434343434,0.7754435107376284
88,480,171,0.4995003901952926,133.79777777777778,0.32296904169229507,171,0.35625,0.7824431448992852
89,464,151,0.49625933081209045,119.07936507936506,0.3049482750172593,151,0.3254310344827586,0.788605066750762
90,451,151,0.4986431965340141,121.21047619047619,0.2996486202516861,151,0.3348115299334812,0.8027183853673919
91,441,150,0.49993280924514444,114.7584126984127,0.3253369166101041,150,0.3401360544217687,0.7650560846560847
92,428,156,0.4992690054570585,124.07936507936508,0.2851347042736211,156,0.3644859813084112,0.7953805453805454
93,416,153,0.4999353769717018,114.84952380952386,0.31141812152293197,153,0.36778846153846156,0.7506504824151886
94,404,133,0.49643481367788195,96.96825396825393,0.32591205320902245,133,0.3292079207920792,0.7290846163026612
95,391,149,0.49992719245325745,112.38095238095242,0.3032262410273115,149,0.38107416879795397,0.7542345797379357
96,381,134,0.49867822561394864,102.41269841269839,0.31269527068585834,134,0.35170603674540685,0.7642738687514805
97,370,128,0.4984318870701805,94.40095238095236,0.3455838673725076,128,0.34594594594594597,0.7375074404761903
98,362,119,0.4975692752318306,82.84539682539679,0.35302180563350954,119,0.3287292817679558,0.6961798052554352
99,356,129,0.4999096334363362,101.03587301587295,0.31129437765806844,129,0.36235955056179775,0.7832238218284725
100,344,129,0.49998474097809975,98.81777777777774,0.3229643002564776,129,0.375,0.7660292850990522
101,330,114,0.49992567818613726,82.43269841269836,0.3400036864745045,114,0.34545454545454546,0.7230938457254242
102,310,110,0.49976221324728726,80.93650793650791,0.3344623658342542,110,0.3548387096774194,0.7357864357864355
103,293,113,0.49977430482436513,88.20634920634919,0.3027585369480976,113,0.3856655290102389,0.7805871611181344
104,286,110,0.4969039949999533,90.06349206349208,0.26611794897528934,110,0.38461538461538464,0.8187590187590189
105,276,98,0.49994318002443855,78.73015873015868,0.29254014439475273,98,0.35507246376811596,0.8033689666342723
106,267,112,0.4948716593053935,89.19460317460313,0.30742132741181055,112,0.41947565543071164,0.796380385487528
107,257,103,0.4960352226408838,82.52380952380946,0.2947729610037034,103,0.40077821011673154,0.8012020342117423
108,243,105,0.48918141238314156,80.3533333333333,0.31395658526198056,105,0.43209876543209874,0.7652698412698409
109,228,96,0.4855454896058524,76.48031746031741,0.30703036164552805,96,0.42105263157894735,0.796669973544973
110,217,97,0.4805334495348723,74.4603174603174,0.32721223347776673,97,0.4470046082949309,0.7676321387661588
111,193,76,0.4787948098923911,59.07936507936505,0.3176166457637978,76,0.39378238341968913,0.7773600668337506
112,168,70,0.4868223482635652,52.809523809523775,0.32602639641908726,70,0.4166666666666667,0.7544217687074825
113,148,72,0.4524221647047867,52.65492063492061,0.3368858488228564,72,0.4864864864864865,0.7313183421516751
114,135,47,0.4922842166878804,35.71428571428571,0.31626958420606205,47,0.34814814814814815,0.7598784194528874
115,114,38,0.462118728259594,29.833650793650797,0.3070491823274385,38,0.3333333333333333,0.7850960735171263
116,90,40,0.2547546779093796,28.54380952380952,0.3516708839523162,40,0.4444444444444444,0.7135952380952381
117,66,17,0.4190702026042222,10.984126984126984,0.35496335511061444,17,0.25757575757575757,0.646125116713352
