,Kx,FOx,FOx_STD,RMx,RMx_STD,RMk,PROP_FOx,AVG_RMx
0,1965,130,0.28445168728554576,74.74095238095235,0.3950783754999751,130,0.06615776081424936,0.5749304029304027
1,1965,115,0.2617750810210314,67.78730158730156,0.3789208536685682,115,0.058524173027989825,0.5894547964113179
2,1965,123,0.2673906194342068,70.81555555555558,0.38168172339080375,123,0.06259541984732825,0.5757362240289071
3,1965,131,0.2759071241802033,71.1377777777778,0.3906517168438521,131,0.06666666666666667,0.54303647158609
4,1965,167,0.3104065515673205,86.03841269841271,0.40127684618968845,167,0.08498727735368956,0.5152000760383995
5,1965,192,0.3287066654332061,107.28476190476196,0.39135828336208867,192,0.09770992366412214,0.5587748015873019
6,1965,262,0.3744917986072318,144.1231746031747,0.40578831812470467,262,0.13333333333333333,0.550088452683873
7,1965,303,0.39522290753885686,165.5793650793652,0.3900620588829078,303,0.15419847328244274,0.5464665514170469
8,1965,333,0.41128880864956574,186.651746031746,0.3921895354327144,333,0.16946564885496182,0.5605157538490871
9,1965,379,0.43140021234829107,208.71301587301582,0.4037078960474855,379,0.19287531806615776,0.5506939732797251
10,1965,432,0.44916406929795416,242.19142857142847,0.39833778078566395,432,0.2198473282442748,0.5606283068783067
11,1965,480,0.4596502070121946,275.7488888888886,0.39456025760807223,480,0.24427480916030533,0.5744768518518513
12,1965,479,0.46316605521466464,275.0669841269839,0.3899932485741934,479,0.24376590330788805,0.5742525764655196
13,1965,491,0.4663453767215238,272.6190476190476,0.394563791813048,491,0.2498727735368957,0.5552322762098729
14,1965,518,0.47110107601383844,307.1187301587303,0.38743006588161705,518,0.2636132315521629,0.5928933014647303
15,1965,513,0.4732383271284221,308.08412698412707,0.3896735601764524,513,0.26106870229007634,0.6005538537702282
16,1965,592,0.48562090605645564,358.6501587301586,0.3883746935672658,592,0.30127226463104323,0.6058279708279706
17,1965,617,0.49034515698286163,378.1806349206352,0.3904093733027323,617,0.3139949109414758,0.6129345784775287
18,1965,587,0.4862166839617397,365.2711111111112,0.3840911163642775,587,0.29872773536895675,0.6222676509558964
19,1965,595,0.48668088943574056,352.6968253968255,0.38707099619598867,595,0.30279898218829515,0.5927677737761773
20,1965,607,0.489109892354061,373.4288888888888,0.3832946953670499,607,0.3089058524173028,0.6152041003111842
21,1965,586,0.4855753574030792,356.2419047619043,0.3879621468430362,586,0.29821882951653944,0.607921339184137
22,1965,608,0.4897364551143392,360.48920634920614,0.3989112850013747,608,0.3094147582697201,0.5929098788638258
23,1965,632,0.4913653152488994,390.8238095238094,0.3847998626406098,632,0.32162849872773536,0.6183921036769137
24,1965,646,0.4922870539503969,425.1888888888888,0.3723714549169493,646,0.3287531806615776,0.6581871345029239
25,1965,636,0.49260637043319433,389.84666666666675,0.3850441005734843,636,0.3236641221374046,0.612966457023061
26,1965,659,0.495255424780776,428.33238095238084,0.37315933652261796,659,0.33536895674300254,0.6499732639641591
27,1965,672,0.4958974625165431,436.6028571428578,0.37195583569074864,672,0.3419847328244275,0.6497066326530622
28,1965,654,0.4940822390362724,424.5000000000001,0.37664868243512095,654,0.332824427480916,0.6490825688073396
29,1965,643,0.494169141151372,401.0253968253968,0.3840188826985007,643,0.3272264631043257,0.6236786886864647
30,1965,631,0.4919318151209287,402.1806349206347,0.3852667168348825,631,0.32111959287531805,0.6373702613639218
31,1965,645,0.4918414461910583,410.0584126984127,0.37970948868074494,645,0.3282442748091603,0.6357494770518026
32,1965,645,0.49385391892056607,434.9714285714285,0.36981241238214857,645,0.3282442748091603,0.6743743078626798
33,1965,627,0.4918464643204952,423.3980952380956,0.37278537079371526,627,0.3190839694656489,0.67527606896028
34,1965,613,0.4900839599965732,416.90730158730184,0.3728042570380331,613,0.31195928753180663,0.6801097905176213
35,1965,679,0.4956807367943318,457.89142857142866,0.37077862740307277,679,0.3455470737913486,0.6743614559225753
36,1965,667,0.49488490231635196,447.7863492063491,0.37589257534315335,667,0.33944020356234095,0.6713438518835818
37,1965,668,0.49453733100015285,437.9025396825395,0.38040471236723955,668,0.33994910941475825,0.655542724075658
38,1965,684,0.4961286183064553,455.48031746031756,0.38150633499621295,684,0.3480916030534351,0.6659068968718093
39,1965,693,0.4968480353171136,485.0993650793655,0.3621504456462964,693,0.3526717557251908,0.6999990838086082
40,1965,648,0.4957820547741811,460.2400000000003,0.3573870517529427,648,0.3297709923664122,0.7102469135802474
41,1914,634,0.4952567836796781,462.44507936507944,0.34979547689194856,634,0.33124346917450365,0.729408642531671
42,1858,634,0.49699061218744284,438.269206349207,0.36780413999122624,634,0.341227125941873,0.6912763507085284
43,1812,621,0.4969128808958309,449.9923809523813,0.3578630938408167,621,0.34271523178807944,0.7246254121616447
44,1753,585,0.49604297980816936,430.4568253968254,0.3529103101304196,585,0.33371363377067886,0.7358236331569665
45,1712,586,0.4976046405806324,412.79492063492086,0.37506788722763584,586,0.3422897196261682,0.7044281922097626
46,1659,563,0.49784856867508276,400.52444444444444,0.36636431804347896,563,0.33936106088004825,0.7114110913755674
47,1606,571,0.4993161763824364,418.60857142857157,0.3549664466150783,571,0.35554171855541716,0.7331148361270956
48,1560,537,0.4978016083495881,386.41333333333347,0.3635066147649622,537,0.34423076923076923,0.7195779019242708
