,ID,AVG_CORR,AVG_TRS,AVG_ERS,GF,WMC,KOL,WAR,WYB,RESP,LAT,RS,PUP_SIZE,NT_PR,NT_COR,NT_SE,NT_BE,NT_CON,FIX_PR,FIX_COR,FIX_SE,FIX_BE,FIX_CON,DUR_PR,DUR_COR,DUR_SE,DUR_BE,DUR_CON
0,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,4,EASY,D5,ERR,115,0.14285714285714285,1407.7792461063075,81.66666666666667,4,5.5,20.0,6,66.526,0.873,1.884,8.795,1.087,0.2671726907630522,0.1746,0.17127272727272727,0.22551282051282054,0.18116666666666667
1,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,5,MEDIUM,D4,ERR,60,0.2857142857142857,1342.597345890411,30.0,4,12.0,20.0,19,21.454,0.55,5.131,7.554,3.897,0.2410561797752809,0.1375,0.21379166666666666,0.18885,0.20510526315789473
2,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,6,EASY,D5,ERR,61,0.1111111111111111,1229.741548677895,33.333333333333336,33,3.5,13.0,3,24.088,8.159,1.347,5.2,0.72,0.23615686274509803,0.24724242424242424,0.19242857142857142,0.208,0.24
3,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,7,EASY,D1,COR,117,1.0,1290.8873419519819,64.0,52,18.5,16.5,23,48.459,11.148,8.272,6.73,5.05,0.24474242424242426,0.2143846153846154,0.21768421052631579,0.2103125,0.21041666666666667
4,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,8,HARD,D2,ERR,115,0.8771428571428571,1350.5881650488072,63.0,20,34.5,13.0,18,52.209,3.73,15.781,5.46,3.698,0.2733455497382199,0.1865,0.22544285714285714,0.2275,0.20544444444444446
5,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,9,HARD,D2,ERR,111,0.9088888888888889,1287.6860174203114,64.33333333333333,9,38.0,15.0,10,51.812,1.467,17.839,5.38,2.323,0.2643469387755102,0.163,0.23167532467532467,0.17933333333333334,0.2323
6,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,10,MEDIUM,D3,ERR,98,0.8571428571428571,1169.9862919153093,51.0,14,41.5,17.0,7,37.913,2.807,18.496,7.585,1.659,0.24303205128205127,0.2005,0.2255609756097561,0.22308823529411764,0.237
7,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,11,HARD,D3,ERR,80,0.8888888888888888,1246.7764037216305,39.666666666666664,24,4.5,16.5,21,32.014,5.374,2.089,8.01,5.261,0.2645785123966942,0.22391666666666665,0.2321111111111111,0.2427272727272727,0.25052380952380954
8,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,12,EASY,D5,ERR,117,0.1111111111111111,1291.955330293485,70.66666666666667,10,15.0,22.5,22,56.551,1.658,6.429,8.891,4.148,0.25822374429223743,0.1658,0.2216896551724138,0.2020681818181818,0.18854545454545454
9,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,13,MEDIUM,D6,ERR,54,0.0,1213.9751769592262,35.0,0,2.5,14.5,21,24.689,0.0,0.94,6.005,4.805,0.23073831775700934,0.0,0.188,0.20706896551724135,0.24025
10,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,14,HARD,D3,ERR,107,0.8571428571428571,1185.4967514548255,55.666666666666664,37,9.0,30.0,42,40.541,7.214,3.673,12.042,8.662,0.23299425287356323,0.19497297297297297,0.20405555555555555,0.2007,0.20623809523809525
11,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,15,MEDIUM,D6,ERR,102,0.0,1159.7574655007236,64.0,3,12.0,28.0,12,49.456,0.509,4.608,13.383,3.226,0.2523265306122449,0.16966666666666666,0.20034782608695653,0.23898214285714287,0.2688333333333333
12,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,16,MEDIUM,D4,ERR,-1,-1.0,1157.3101802391702,64.0,2,31.0,45.0,6,47.084,0.441,14.419,21.57,1.082,0.24270103092783507,0.2205,0.23256451612903226,0.23703296703296703,0.18033333333333335
13,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,17,HARD,D6,ERR,58,0.0,1161.6666545987728,34.0,6,5.0,10.5,24,23.643,0.929,2.035,4.469,5.34,0.23643,0.15483333333333335,0.2035,0.20313636363636361,0.2225
14,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,18,EASY,D5,ERR,108,0.1111111111111111,1166.1051590540294,58.333333333333336,11,17.0,35.0,10,45.688,2.868,8.246,15.949,1.936,0.2566741573033708,0.26072727272727275,0.24252941176470588,0.22784285714285715,0.1936
15,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,19,HARD,D6,ERR,20,0.0,1167.7900163925758,14.333333333333334,2,0.5,2.5,7,9.953,0.24,0.207,0.802,1.459,0.23146511627906977,0.12,0.207,0.2005,0.2084285714285714
16,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,20,HARD,D6,ERR,65,0.0,1156.0774522613856,36.0,14,4.0,22.0,12,29.175,2.643,1.55,9.142,2.31,0.2676605504587156,0.18878571428571428,0.19375,0.20777272727272728,0.1925
17,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,21,MEDIUM,D6,ERR,65,0.0,1134.5185544545006,32.0,10,4.5,25.0,20,24.482,1.736,2.085,11.055,4.188,0.2523917525773196,0.1736,0.23166666666666666,0.21676470588235291,0.2094
18,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,22,EASY,D5,ERR,57,0.14285714285714285,1135.2472281586206,34.666666666666664,12,4.5,18.0,7,27.013,2.178,1.345,7.271,1.333,0.25726666666666664,0.1815,0.14944444444444446,0.20197222222222222,0.19042857142857142
19,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,23,MEDIUM,D6,ERR,100,0.0,1113.9146326366395,62.333333333333336,3,17.5,14.0,22,47.403,0.517,8.47,6.347,4.581,0.24948947368421054,0.17233333333333334,0.24911764705882353,0.22667857142857142,0.20822727272727273
20,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,24,HARD,D6,ERR,62,0.0,1121.9018877870392,37.333333333333336,2,12.0,5.0,9,29.572,0.34,5.94,2.089,1.666,0.26169911504424775,0.17,0.2582608695652174,0.2089,0.20825
21,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,25,MEDIUM,D3,ERR,45,0.8888888888888888,1136.909654541295,25.333333333333332,5,16.5,9.0,3,19.162,0.864,6.622,3.709,0.4,0.24566666666666664,0.1728,0.20066666666666666,0.20605555555555555,0.13333333333333333
22,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,26,EASY,D1,COR,102,1.0,1152.1741171188637,58.666666666666664,28,7.5,24.0,5,44.024,5.738,3.534,10.592,1.136,0.24457777777777778,0.2049285714285714,0.220875,0.22536170212765957,0.22719999999999999
23,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,27,EASY,D4,ERR,44,0.2222222222222222,1119.178482382274,26.333333333333332,11,2.0,7.0,9,19.461,2.934,0.862,3.06,1.7,0.23446987951807227,0.2445,0.2155,0.21857142857142858,0.18888888888888888
24,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,28,EASY,D1,COR,34,1.0,1126.7992176128093,19.666666666666668,21,3.5,5.0,3,14.544,4.964,1.276,2.522,0.549,0.23842622950819672,0.23638095238095239,0.18228571428571427,0.22927272727272727,0.183
25,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,29,MEDIUM,D1,COR,50,1.0,1103.5867993153615,24.333333333333332,18,15.5,3.5,8,17.724,3.589,7.909,1.398,1.123,0.2427945205479452,0.1993888888888889,0.26363333333333333,0.19971428571428573,0.140375
26,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,30,HARD,D1,COR,97,1.0,1134.2473248665092,55.333333333333336,41,15.0,18.0,21,42.158,9.702,5.696,7.225,4.274,0.24945562130177515,0.231,0.178,0.20069444444444445,0.20352380952380952
27,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,31,MEDIUM,D3,ERR,53,0.8571428571428571,1125.2690531882436,25.666666666666668,8,24.5,6.5,11,17.378,1.614,10.704,2.786,2.062,0.22865789473684212,0.20175,0.21408000000000002,0.2143076923076923,0.18745454545454546
28,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,32,HARD,D1,COR,62,1.0,1099.001789305068,28.333333333333332,7,17.0,20.5,8,20.133,1.957,7.683,9.198,1.745,0.2262134831460674,0.2795714285714286,0.21951428571428572,0.22434146341463415,0.1938888888888889
29,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,33,EASY,D1,COR,27,1.0,1138.065699863793,16.666666666666668,6,2.5,5.5,1,11.698,1.762,0.875,2.901,0.0,0.22937254901960785,0.2517142857142857,0.175,0.26372727272727275,0.0
30,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,34,EASY,D1,COR,22,1.0,1107.383973456666,16.333333333333332,4,0.0,1.5,3,12.447,1.011,0.0,0.468,0.694,0.2540204081632653,0.25275,0.0,0.156,0.23133333333333334
31,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,35,EASY,D1,COR,31,1.0,1158.377801892231,18.666666666666668,17,7.0,4.0,2,13.996,2.977,2.675,1.517,0.408,0.24131034482758623,0.17511764705882354,0.1910714285714286,0.189625,0.204
32,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,36,MEDIUM,D1,COR,40,1.0,1095.6096066884004,19.666666666666668,21,11.5,6.0,3,14.581,4.657,4.307,2.919,0.288,0.2390327868852459,0.23285,0.1872608695652174,0.24325,0.144
33,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,37,EASY,D1,COR,20,1.0,1138.5310241447614,13.0,2,1.0,4.5,1,9.497,0.457,0.362,1.44,0.182,0.24351282051282053,0.2285,0.181,0.16,0.182
34,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,38,HARD,D1,COR,42,1.0,1124.4303952297225,23.333333333333332,15,7.5,15.0,1,16.684,3.235,2.738,6.609,0.278,0.23498591549295775,0.21566666666666665,0.18253333333333333,0.22030000000000002,0.278
35,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,39,MEDIUM,D1,COR,86,1.0,1084.4387497239873,36.666666666666664,66,21.5,8.0,19,27.779,16.502,8.682,3.471,3.873,0.24583185840707963,0.24629850746268656,0.2067142857142857,0.2041764705882353,0.20384210526315788
36,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,40,HARD,D1,COR,74,1.0,1086.956337068553,33.666666666666664,44,6.0,24.0,5,22.968,9.238,2.843,10.155,0.876,0.21667924528301888,0.20995454545454548,0.23691666666666666,0.21606382978723407,0.1752
37,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,41,HARD,D1,COR,72,1.0,1125.3832070341875,39.0,22,23.0,11.5,15,28.748,4.089,8.668,4.349,3.393,0.23956666666666665,0.19471428571428573,0.18843478260869564,0.18120833333333333,0.2120625
38,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,42,HARD,D1,COR,45,1.0,1153.4911096053645,26.333333333333332,22,4.0,8.0,2,18.877,4.889,2.007,3.061,0.547,0.23020731707317074,0.22222727272727272,0.250875,0.1913125,0.2735
39,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,43,MEDIUM,D1,COR,49,1.0,1087.4180698777357,22.666666666666668,30,23.5,4.5,0,15.961,5.813,9.625,1.276,0.0,0.23822388059701494,0.19376666666666667,0.2047872340425532,0.14177777777777778,0.0
40,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,44,MEDIUM,D1,COR,39,1.0,1056.3326537269613,18.333333333333332,32,11.5,6.0,2,11.983,6.383,4.948,2.578,0.321,0.22190740740740741,0.19946875,0.21513043478260868,0.18414285714285714,0.1605
41,25,0.4523809523809524,0.6405420054200541,0.3301010101010101,0.17398,0.63608,45,EASY,D1,COR,36,1.0,1090.9264772214703,1.6666666666666667,0,0.5,0.0,0,0.924,0.0,0.196,0.0,0.0,0.18480000000000002,0.0,0.196,0.0,0.0
42,36,0.9047619047619048,0.9706198034769462,0.6915079365079365,-0.14993,0.8447899999999999,4,EASY,D1,COR,43,1.0,1287.9923856660164,26.333333333333332,10,3.5,2.5,2,24.252,2.321,1.786,0.765,0.261,0.2994074074074074,0.2321,0.2551428571428571,0.153,0.1305
43,36,0.9047619047619048,0.9706198034769462,0.6915079365079365,-0.14993,0.8447899999999999,5,EASY,D1,COR,72,1.0,1205.75598408928,34.333333333333336,29,10.5,7.0,5,37.634,7.219,4.899,3.355,1.352,0.365378640776699,0.25782142857142853,0.22268181818181818,0.2096875,0.2704
44,36,0.9047619047619048,0.9706198034769462,0.6915079365079365,-0.14993,0.8447899999999999,6,HARD,D1,COR,108,1.0,1278.3238659813155,47.333333333333336,17,27.5,20.0,6,51.968,3.841,13.13,10.103,1.749,0.3608888888888889,0.22594117647058823,0.23872727272727273,0.24641463414634146,0.2915
45,36,0.9047619047619048,0.9706198034769462,0.6915079365079365,-0.14993,0.8447899999999999,7,MEDIUM,D1,COR,97,1.0,1200.6586722207758,50.666666666666664,25,17.0,13.0,12,48.679,6.442,8.829,7.976,3.358,0.31816339869281046,0.25768,0.2596764705882353,0.31904000000000005,0.2798333333333333
46,36,0.9047619047619048,0.9706198034769462,0.6915079365079365,-0.14993,0.8447899999999999,8,MEDIUM,D1,COR,57,1.0,1212.1671795243094,27.666666666666668,13,12.0,5.5,4,28.264,2.85,5.77,2.387,0.586,0.3405301204819277,0.21923076923076923,0.2308,0.217,0.1465
47,36,0.9047619047619048,0.9706198034769462,0.6915079365079365,-0.14993,0.8447899999999999,9,HARD,D1,COR,113,1.0,1230.4523702437707,53.0,27,25.0,26.0,7,52.577,6.41,10.702,12.164,1.278,0.3205914634146341,0.22892857142857143,0.21403999999999998,0.23392307692307693,0.18257142857142858
48,36,0.9047619047619048,0.9706198034769462,0.6915079365079365,-0.14993,0.8447899999999999,10,HARD,D1,COR,69,1.0,1176.264989127058,27.333333333333332,16,17.5,10.5,2,32.911,5.795,8.197,5.696,0.48,0.38718823529411767,0.3621875,0.2342,0.2712380952380952,0.16
49,36,0.9047619047619048,0.9706198034769462,0.6915079365079365,-0.14993,0.8447899999999999,11,MEDIUM,D1,COR,85,1.0,1261.7643174950629,40.0,23,16.0,9.0,8,40.844,5.01,7.622,4.386,2.447,0.3375537190082645,0.21782608695652175,0.24587096774193548,0.24366666666666667,0.2447
50,36,0.9047619047619048,0.9706198034769462,0.6915079365079365,-0.14993,0.8447899999999999,12,EASY,D1,COR,24,1.0,1195.3895836902518,8.666666666666666,11,2.0,4.0,1,9.893,2.69,0.991,2.317,0.173,0.34113793103448276,0.24454545454545454,0.24775,0.289625,0.173
