,Kx,FOx,FOX_aggregated,FOx_mean,FOx_STD,PSOx,PSOx_STD,RMx,RMx_STD,RMk,PROP_FOx,AVG_RMx,PROP_PSOx
0,358,115.43899999999995,0.12024895833333334,0.17076775147928996,0.08753138521640529,957474,479.229012116399,84.6403910224575,0.3130974480617723,192,0.3224553072625697,0.44083536990863276,2674.5083798882683
1,358,238.17200000000022,0.21554027149321264,0.18977848605577688,0.09491598473736734,1834141,492.95080799784523,114.93820608888545,0.28632507927437584,221,0.665284916201118,0.5200823804926944,5123.2988826815645
2,358,379.17300000000023,0.27083785714285713,0.19218094272681197,0.09954231400499537,2953237,518.740490919655,156.87918153774328,0.27838077439358644,280,1.0591424581005593,0.560282791206226,8249.265363128492
3,358,457.58599999999944,0.3010434210526316,0.20418830879071845,0.11126923527724786,3291330,484.5103440857112,171.7648233443259,0.2906917800898309,304,1.2781731843575403,0.56501586626423,9193.659217877095
4,358,467.37800000000044,0.3074855263157894,0.20781591818586037,0.11595127806111391,3343960,515.7665006833504,186.44132686033737,0.274378470711886,304,1.3055251396648058,0.613293838356373,9340.670391061452
5,358,484.1230000000011,0.3133482200647249,0.20453020701309674,0.11430356633458763,3512949,476.367854379329,197.85833987095495,0.2872186135045878,309,1.3522988826815674,0.6403182520095629,9812.706703910615
6,358,445.2030000000001,0.28088517350157727,0.20803878504672899,0.11762902595897239,3152626,487.03249376994535,221.7760837823204,0.2859827239309771,317,1.243583798882682,0.6996090971051117,8806.217877094972
7,358,482.4819999999996,0.29967826086956517,0.2163596412556054,0.12457383059066915,3262248,481.8203513796815,243.26059352636526,0.26270854263809984,322,1.3477150837988814,0.7554676817588983,9112.424581005587
8,358,371.1279999999999,0.2533296928327645,0.22629756097560974,0.14824084883170308,2475944,514.6370418887448,234.28885631159875,0.24525080379154124,293,1.036670391061452,0.7996206700054564,6916.0446927374305
9,174,121.28400000000008,0.1909984251968504,0.24501818181818183,0.17177972056297627,761777,522.6088256804647,105.99683782088448,0.2800189417425536,127,0.6970344827586211,0.8346207702431849,4378.028735632184
10,0,0.0,,,,0,,0.0,,0,,,
11,0,0.0,,,,0,,0.0,,0,,,
12,0,0.0,,,,0,,0.0,,0,,,
13,0,0.0,,,,0,,0.0,,0,,,
14,0,0.0,,,,0,,0.0,,0,,,
15,0,0.0,,,,0,,0.0,,0,,,
16,0,0.0,,,,0,,0.0,,0,,,
17,0,0.0,,,,0,,0.0,,0,,,
18,0,0.0,,,,0,,0.0,,0,,,
19,0,0.0,,,,0,,0.0,,0,,,
20,0,0.0,,,,0,,0.0,,0,,,
21,0,0.0,,,,0,,0.0,,0,,,
22,0,0.0,,,,0,,0.0,,0,,,
23,0,0.0,,,,0,,0.0,,0,,,
