,Kx,FOx,FOX_aggregated,FOx_mean,FOx_STD,PSOx,PSOx_STD,RMx,RMx_STD,RMk,PROP_FOx,AVG_RMx,PROP_PSOx
0,508,185.7120000000001,0.12633469387755103,0.1835098814229249,0.11278355964094404,1426496,410.73501353020214,98.80845296110537,0.27757906826848067,294,0.3655748031496065,0.3360831733370931,2808.0629921259842
1,508,363.321,0.2118489795918367,0.19366791044776122,0.09789517289654279,2804829,481.48795765488916,117.574484721214,0.24126776449836188,343,0.7151988188976378,0.34278275428925364,5521.316929133858
2,508,556.0969999999991,0.27804850000000003,0.20251165331391113,0.10896431277830194,4086692,492.71878395378604,162.18019113532662,0.24779504814948272,400,1.094679133858266,0.40545047783831656,8044.669291338582
3,496,621.1440000000023,0.30749702970297027,0.21206691703653124,0.11909896284715048,4212360,475.17645332053894,195.7861497457791,0.27724272106128556,404,1.2523064516129079,0.4846191825390572,8492.661290322581
4,471,585.0719999999994,0.292536,0.21053328535444404,0.12272362756430474,4057656,479.1035559967301,204.81243137906367,0.2860130363650595,400,1.2421910828025466,0.5120310784476592,8614.980891719746
5,441,537.2699999999993,0.28203149606299216,0.21473621103117504,0.1245253689241982,3679164,474.70314136891153,205.0433385440997,0.3028807337269668,381,1.2182993197278895,0.5381714922417314,8342.775510204081
6,407,470.1110000000004,0.2749187134502924,0.22122870588235297,0.13171439127935097,3106609,482.14373821835494,197.1892653238113,0.31304115552481243,342,1.155063882063883,0.5765767991924307,7632.945945945946
7,360,426.1639999999994,0.28037105263157897,0.22207608129233974,0.1303581727422326,2771699,481.4221083939749,181.2864114415751,0.310110471050064,304,1.1837888888888872,0.5963368797420233,7699.163888888889
8,322,392.54200000000026,0.27450489510489506,0.22164991530208925,0.12455668865455136,2575750,487.41630478027815,172.17107780448646,0.3295008647456222,286,1.2190745341614915,0.6019967755401624,7999.223602484472
9,283,368.5930000000004,0.29725241935483876,0.22097901678657075,0.1375387720909631,2433299,472.49365662928074,146.57557984681145,0.3250546553486432,248,1.3024487632508848,0.5910305638984332,8598.229681978799
10,241,303.4620000000003,0.28628490566037734,0.2219912216532553,0.12932415026208133,1987923,468.6182157688144,131.997879763947,0.3073363804599221,212,1.2591784232365157,0.6226315083205047,8248.643153526971
11,209,240.95100000000014,0.2707314606741573,0.22330954587581092,0.13740056851972463,1517949,467.61110937576683,108.2024791559923,0.32758983103137873,178,1.152875598086125,0.6078790963819791,7262.913875598086
12,184,211.15300000000002,0.2760169934640523,0.23076830601092896,0.12467138391855868,1303289,454.79912422096703,101.29990421794315,0.32066877017705936,153,1.147570652173913,0.6620908772414585,7083.092391304348
13,151,169.66200000000006,0.25135111111111114,0.22382849604221636,0.1272394316281814,1131057,476.55419901331794,79.99862079189995,0.3458059695708133,135,1.1235894039735104,0.592582376236296,7490.443708609271
14,127,132.48200000000008,0.24308623853211014,0.23365432098765432,0.12827536137820175,831770,466.5272663361968,66.86109429079458,0.33949095792468686,109,1.0431653543307093,0.613404534777932,6549.370078740158
15,112,128.3059999999999,0.2645484536082474,0.2328602540834846,0.1916886192515629,831786,463.2621741411447,58.20111861918937,0.3101451963611633,97,1.1455892857142849,0.6000115321565914,7426.660714285715
16,102,121.41000000000008,0.2791034482758621,0.22566914498141263,0.14438390525364994,771056,456.83268040303267,54.1354899553111,0.3340087464170194,87,1.1902941176470596,0.6222470109805873,7559.3725490196075
17,90,100.04199999999996,0.2532708860759493,0.22892906178489703,0.13300462648235264,662240,449.3118223334538,42.891643484188464,0.33270885128323996,79,1.1115777777777773,0.5429321960023856,7358.222222222223
18,82,95.67700000000005,0.2695126760563381,0.228346062052506,0.12320265646837687,612935,425.60724784374344,42.44640164537108,0.3461613639728054,71,1.1667926829268298,0.5978366428925505,7474.817073170731
19,74,86.32100000000001,0.29261355932203387,0.2364958904109589,0.14227608934585473,514187,383.8446877967496,30.42184699272969,0.3185224866499081,59,1.1665,0.5156245253005033,6948.472972972973
20,59,71.504,0.286016,0.22699682539682542,0.13441684745154076,456425,386.34735453639234,28.1770828845786,0.3168134765552962,50,1.2119322033898305,0.5635416576915719,7736.016949152542
21,49,55.20100000000001,0.25674883720930236,0.25794859813084114,0.15906923248175253,288304,326.7562333576544,24.5048649380649,0.3364847802727323,43,1.1265510204081635,0.5698805799549977,5883.755102040816
22,35,39.15900000000001,0.3012230769230769,0.2645878378378379,0.17029933618818327,218234,325.37851728501016,13.348045669942454,0.3214960900337761,26,1.1188285714285717,0.5133863719208637,6235.257142857143
23,21,7.591999999999999,0.10845714285714285,0.23006060606060608,0.19396577945512114,46492,361.4539763831059,7.933477972196545,0.3335775907730192,14,0.36152380952380947,0.5666769980140389,2213.904761904762
