,Kx,FOx,FOX_aggregated,FOx_mean,FOx_STD,PSOx,PSOx_STD,RMx,RMx_STD,RMk,PROP_FOx,AVG_RMx,PROP_PSOx
0,485,132.95500000000007,0.1131531914893617,0.19466325036603224,0.11406127496838979,1013848,535.0898071453666,172.623826554016,0.31304889794905166,235,0.27413402061855685,0.7345694746979404,2090.4082474226802
1,485,268.57499999999993,0.20819767441860468,0.20643735588009224,0.11611335255444535,1871604,529.7600177437073,186.72059689571398,0.275243957142281,258,0.553762886597938,0.7237232437818372,3858.9773195876287
2,485,433.45899999999995,0.270911875,0.21310668633235005,0.1216142204192982,3009276,566.4271357976606,232.32629626628153,0.2531401369376318,320,0.8937298969072164,0.7260196758321298,6204.692783505155
3,478,537.7440000000006,0.30381016949152545,0.21475399361022365,0.12185013195140594,3774454,588.5114621121185,259.8148196689407,0.2395895786119973,354,1.124987447698746,0.7339401685563296,7896.347280334728
4,467,524.2230000000001,0.29286201117318433,0.21519827586206894,0.12839324923931678,3570207,585.7791050498338,272.6344400062394,0.2316063009722973,358,1.1225331905781586,0.7615487151012273,7644.982869379015
5,454,510.79499999999956,0.28777183098591547,0.21470996216897856,0.13125352554186745,3458190,559.8109689055108,268.88675956426226,0.2455928346499156,355,1.1250991189427304,0.7574274917303162,7617.15859030837
6,438,522.5600000000003,0.29775498575498577,0.22217687074829934,0.13664045566705954,3435292,555.6000294415214,262.27339218015675,0.25624446662286693,351,1.1930593607305942,0.7472176415389081,7843.132420091324
7,420,501.65299999999877,0.299494328358209,0.2182998259355962,0.13073359730326148,3387080,593.6571220477036,259.15388963869873,0.23164418327590944,335,1.1944119047619017,0.7735937004140261,8064.476190476191
8,405,497.136,0.30221033434650457,0.2178510078878177,0.12272256131775423,3376563,587.2000820019749,257.08336398210434,0.22676861338559845,329,1.2274962962962963,0.7814084011614114,8337.192592592593
9,394,418.9300000000004,0.27027741935483873,0.21796566077003124,0.12511827439557643,2730558,595.910977343525,240.64840697032432,0.25344821183785454,310,1.0632741116751279,0.7762851837752397,6930.350253807107
10,371,442.56600000000054,0.295044,0.22172645290581164,0.137501897679174,2946331,605.6426824321825,231.837337887055,0.26289827432050616,300,1.1929002695417805,0.7727911262901834,7941.592991913747
11,340,417.8209999999999,0.30167581227436824,0.22118634197988354,0.1374700514237383,2800412,620.4445689017633,220.9067519037204,0.23421607653228046,277,1.228885294117647,0.7974972992914093,8236.505882352942
12,316,345.5220000000002,0.26993906250000005,0.217994952681388,0.13088860570676927,2391907,613.0667149837508,205.34115185514122,0.22354906904644464,256,1.093424050632912,0.8021138744341454,7569.3259493670885
13,286,308.87900000000013,0.27578482142857147,0.21767371388301623,0.12440065738777875,2129984,589.389868602354,173.9132804420298,0.25587091601069123,224,1.079996503496504,0.7763985734019186,7447.4965034965035
14,255,287.23200000000054,0.28580298507462687,0.22094769230769232,0.12253356978984897,1952294,600.7425840461042,162.97558448529756,0.21593961772540665,201,1.126400000000002,0.8108238034094406,7656.054901960784
15,230,245.18000000000006,0.27242222222222223,0.2154481546572935,0.1209485629066265,1773242,645.9485023471265,142.89715980687814,0.2502528534328106,180,1.0660000000000003,0.7938731100382118,7709.747826086957
16,205,231.10600000000005,0.26872790697674415,0.2205209923664122,0.13085183895457425,1619431,666.9483589273373,141.790192262321,0.2014335715400858,172,1.1273463414634148,0.8243615829204709,7899.663414634147
17,182,211.072,0.2814293333333333,0.22454468085106383,0.13757798223229947,1485547,700.4000656959817,122.69387514094488,0.22317370201276754,150,1.1597362637362638,0.8179591676062992,8162.346153846154
18,150,162.8419999999998,0.26695409836065576,0.22125271739130437,0.12881676716749785,1188128,697.4596682921099,100.53371450838782,0.19937128510517665,122,1.085613333333332,0.824046840232687,7920.8533333333335
19,127,172.32699999999977,0.3221065420560747,0.2246766623207301,0.13491838187682267,1265124,689.7706886073506,86.15324724311934,0.2106891010698015,107,1.3569055118110218,0.8051705349824237,9961.606299212599
20,113,131.89800000000008,0.2931066666666667,0.21622622950819675,0.12169141826450218,941008,672.5858092692872,72.29031407640169,0.22179638139239422,90,1.167238938053098,0.8032257119600187,8327.504424778761
21,83,104.541,0.326690625,0.22627922077922077,0.16927917577709836,754767,649.845209620353,51.20791793645108,0.19656651131226863,64,1.2595301204819276,0.8001237177570482,9093.578313253012
22,67,72.38900000000004,0.2681074074074074,0.22980634920634924,0.1335729654628687,518205,599.661108375355,44.96870012786643,0.1844702493902916,54,1.080432835820896,0.8327537060716005,7734.4029850746265
23,29,13.418999999999997,0.14125263157894735,0.239625,0.13779858003881712,93840,497.29492235083035,14.499189073993389,0.28332576855936276,19,0.4627241379310344,0.7631152144207046,3235.862068965517
