ID,H
AA1003MALE20,0.4258484492385814
AB0605MALE20,1.5034607872538301
AB2404MALE24,1.6133921191386293
AB2701MALE20,1.4938857262110654
AF0208MALE20,0.760755259244303
AF0502MALE20,1.552024408851571
AG0408FEMALE20,1.2283103521608822
AG0908MALE20,0.0
AG1209MALE20,1.5670564424376177
AG1401MALE20,1.4546247143256046
AG2402MALE20,1.3823430589519812
AJ0710FEMALE24,1.4161396803619402
AJ1204MALE20,1.6188490916819118
AK0111FEMALE34,1.351039415837016
AK0208FEMALE21,1.1648729119013705
AK1103MALE20,1.2650013752730702
AK2102MALE20,0.6001660731596457
AK2506FEMALE22,1.7623147108366672
AK2611MALE28,1.5992212565872683
AM0902MALE20,1.3485390196098022
AM1208MALE20,0.0
AP0610MALE20,1.3532737176317284
AP0812MALE20,1.4609707477218155
AP1108MALE20,1.4459387141357687
AP1205MALE20,1.0797346179130656
AP2010FEMALE20,1.2676770290452555
AP3101MALE20,1.7540041277179665
AR1703MALE20,0.9736489231972634
AS0201MALE20,1.6920198079084636
AS1204MALE20,1.464816384890813
AS2903MALE20,1.3979917020604717
AW0803MALE20,1.7060571156426698
AW0903MALE20,1.7210891492287166
AW2210FEMALE22,1.2449537211212138
BA0412MALE20,1.5859341131926619
BB1401FEMALE27,1.4593594123475304
BC2111MALE20,1.3823430589519812
BF1707MALE44,1.277034259466139
BJ0203MALE20,0.760755259244303
BK0703MALE20,1.430349831409688
BK1308MALE21,1.7210891492287168
BK2803MALE20,1.3545810752131697
BK2908MALE20,0.6546695645285008
BL1401MALE20,1.7399668199837608
BN0507MALE20,0.7298429194806347
BP2709MALE21,0.0
BS3108MALE20,1.006214565944081
BZ2011MALE20,1.6020559154587264
CD0201MALE24,1.5341414639483675
DA2705MALE28,0.6546695645285008
DB2205MALE20,1.644072795833167
DC0109FEMALE20,1.6188490916819116
DC2811MALE20,1.350044689985175
DG2511MALE,1.3485390196098022
DH2007MALE20,1.611157817343917
DJ2503FEMALE26,1.4264444338582805
DL1312FEMALE22,1.517498094988036
DS0810MALE20,1.2919060073446698
DT1604MALE20,1.3548850530060133
DT3001MALE20,1.1324163280102886
EA1201FEMALE29,1.4593594123475304
EB2702MALE20,1.4669071049122544
EC0109MALE20,0.9160681370152876
EG2104MALE,1.504077396776274
EK0103MALE20,0.9554471413937667
EK2002MALE20,1.5191094303623207
EL1709MALE20,1.6667961037572085
EM0207FEMALE22,0.5566469035821068
ER0105MALE20,0.760755259244303
ER0608MALE20,1.6188490916819118
ER1711FEMALE23,1.6731421371534196
ES1103FEMALE20,1.7540041277179665
ES2001MALE20,1.2676770290452555
FF0307MALE20,1.519109430362321
FF3005MALE20,1.5418327382863626
FJ0301MALE20,1.6111578173439174
GB0201MALE20,1.4976864074866398
GP0212MALE20,0.2145591551764051
GS0504FEMALE21,1.4828233757680689
GS2112MALE22,1.1858203126288676
GT2407FEMALE21,1.5127633969661098
GW0403FEMALE36,1.4593594123475304
IB0407MALE20,1.3650767235712218
IJ2309MALE20,1.5418327382863621
IK1201FEMALE24,1.7540041277179665
IR1108FEMALE20,1.6958654450774615
IW1506MALE20,1.6920198079084638
JB2801MALE20,1.6920198079084638
JB2802FEMALE24,1.6958654450774615
JD1609MALE20,1.3360073822509693
JF2903FEMALE21,1.0176029861159162
JG0702MALE20,1.692019807908464
JH2611MALE20,0.2145591551764051
JH2803MALE20,1.3979917020604717
JJ1906MALE20,1.1490596969706202
JK1909MALE20,1.3778195080390327
JL2506MALE20,1.4609707477218155
JM1401MALE20,0.8599672810355049
JM2212MALE20,1.351039415837016
JP1109MALE20,1.1648729119013703
JP1606MALE20,0.4258484492385814
JP1907MALE20,1.3360073822509693
JR2301MALE20,1.3296613488547582
JR2903FEMALE23,1.6920198079084636
JS0607MALE30,0.8838756262717338
JS0809MALE,1.7728817984730105
JW0902FEMALE21,0.6546695645285008
JZ1804MALE20,1.4420930769667715
KB2909MALE22,0.9608919796672832
KC0907MALE20,1.6307991045856434
KC1202MALE20,1.4546247143256046
KC1311FEMALE21,1.6920198079084638
KC2508FEMALE20,1.5418327382863624
KD0502MALE20,1.2676770290452555
KD1807MALE20,1.611157817343917
KG1506FEMALE21,0.5783252866601273
KG2602FEMALE20,1.6920198079084636
KH0709MALE20,0.760755259244303
KJ0103MALE20,1.5859341131926616
KJ1909MALE20,0.9257019111219666
KK0305MALE20,1.3485390196098022
