ID,H
KK0407MALE20,1.5643701028927683
KK1208MALE20,1.5654451070633328
KK14112MALE20,0.9809896824453154
KL3010FEMALE21,1.416869372815516
KM0109MALE20,1.2487993582902113
KM0201MALE20,1.1199903556503674
KM2605MALE20,1.0506652765928128
KMM0201MALE20,1.0870753771611175
KN1210MALE20,1.3979917020604717
KN2709MALE20,1.1615913343294533
KP1812MALE20,0.760755259244303
KP2212MALE20,1.3784974217829835
KR0506FEMALE25,1.1499171377909299
KS0404MALE20,1.351039415837016
KS1206MALE20,1.5999714209268676
KS2910MALE20,0.9736489231972634
KT0509MALE20,0.854806284951481
KT2809FEMALE25,1.1756286420636592
KW0110FEMALE19,1.6479184330021646
KW0201MALE20,1.1648729119013705
KZ2706MALE20,0.7298429194806347
LB0609MALE20,1.464816384890813
LC3001MALE20,0.6837389058487535
LD2209MALE20,1.6188490916819118
LP2506MALE20,1.5945144483835856
LS1312MALE20,1.7399668199837608
MA1408MALE20,1.2919060073446698
MA2102FEMALE26,0.22371807606583377
MB0807FEMALE23,1.5089177597971126
MB1107MALE20,1.3532737176317284
MC1103MALE20,1.4255553730053516
MD0810MALE20,0.0
MD1602MALE20,1.5643701028927681
MF0407MALE21,1.2740230624414666
MF2102MALE20,0.760755259244303
MG0210MALE20,1.7060571156426698
MG0710MALE20,1.4938857262110654
MG1001MALE25,1.4593594123475309
MG1402MALE20,1.0710178890244566
MG1403MALE20,1.4593594123475304
MG2401MALE20,1.593443285659087
MH1208MALE23,1.4938857262110654
MH1804MALE20,0.2145591551764051
MH1976MALE20,1.5176745294625686
MJ0408MALE20,1.2449537211212136
MJ1112FEMALE20,0.5566469035821068
MJ1501MALE20,1.659104829419214
MK0307MALE20,1.3485390196098024
MK0408MALE20,1.006214565944081
MK0507MALE20,1.344693382440805
MK0811MALE20,1.1174899594231538
MK1108MALE20,0.8486855577264172
MK2607FEMALE20,1.6111578173439172
MK2905MALE20,1.3485390196098022
MK2909MALE20,1.2260760503661698
ML1103MALE20,1.5843227778183768
ML1801MALE20,1.7060571156426698
MM1406MALE28,1.4884287536677832
MM2511MALE21,1.3979917020604717
MO209MALE20,1.4884287536677832
MO2405FEMALE22,0.7777899315559316
MP0405MALE20,1.5040773967762742
MP12MALE20,1.0870753771611175
MP2501FEMALE24,1.5670564424376177
MP3007MALE22,0.6546695645285008
MR0201MALE20,1.0797346179130656
MR2006MALE20,1.3296613488547582
MR2201MALE20,1.7249347863977138
MR2206MALE21,1.6958654450774615
MR3107FEMALE22,1.205697772011519
MS0103MALE20,1.2033320406994705
MS0707MALE20,1.1150659840964299
MS1301MALE20,1.5859341131926619
MS2303MALE20,1.5626639830847018
MS2704FEMALE21,1.4546247143256044
MS2704MALE20,1.209432681405838
MS2705MALE20,1.6607798617360385
MT1505MALE20,1.0375911080918452
MW0508MALE20,1.4884287536677832
MW2402MALE20,1.4884287536677832
MZ2501MALE20,1.1648729119013705
MZ2705FEMALE25,1.3014810683874343
NJ3112MALE20,1.3005920075345054
NK0201MALE20,1.18030455699462
NL2304MALE20,1.3485390196098022
NN1309FEMALE20,1.0053874327555714
NP0504MALE20,1.2740230624414663
NP2006MALE20,1.5859341131926619
OK0207MALE20,1.6440727958331671
OL0207FEMALE20,0.6365141682948128
OZ2205MALE20,1.0506652765928128
PA1206MALE20,1.5229550675313182
PB0410MALE20,1.7249347863977138
PB2006MALE20,1.5040773967762742
PC0304MALE19,0.9338238517147219
PC0401FEMALE20,1.3823430589519812
PD0904MALE20,1.4750080554560212
PD2709FEMALE23,1.4669071049122546
PF1510MALE20,0.9257019111219666
PG1509MALE20,1.0399095464305241
PG2707MALE19,0.760755259244303
PG3010MALE20,0.2145591551764051
PK1501MALE20,1.2676770290452555
PK1602MALE22,1.036627968858607
PK2401FEMALE24,1.087856558505821
PK2712MALE20,0.2145591551764051
PL0303MALE20,1.0506652765928128
PN2908MALE20,0.5566469035821068
PP0202MALE20,1.1648729119013705
PP2812MALE20,1.5859341131926619
PS2806MALE19,1.3650767235712218
PS3101MALE24,1.377608360930055
PW0403MALE20,1.0587872171855683
PW2305MALE20,0.6546695645285008
PZ3101FEMALE21,1.2449537211212138
RB1212MALE20,1.0399095464305241
RJ1501MALE20,0.44375728426014843
RM2807MALE20,1.2105578441774711
RO1403FEMALE19,1.3014810683874343
RS2505MALE29,1.7540041277179665
RW0602MALE20,1.6440727958331671
SB1107MALE20,1.6479184330021646
SB2803FEMALE19,1.710897478663508
SB3012MALE20,1.4609707477218157
SC0311MALE20,1.416869372815516
SD0809MALE20,0.900908873225472
SG2407MALE20,1.7540041277179665
SK0201FEMALE20,1.6479184330021646
SK1610MALE20,1.5843227778183766
SP1111MALE21,1.6440727958331671
TM1606MALE20,1.2740230624414663
TS2702MALE25,1.164091730556667
UK2711MALE,1.6920198079084638
WB1512MALE20,0.9608919796672832
WC2010MALE20,1.3360073822509693
WG1011MALE20,1.7480673485460896
WG2712MALE20,1.3296613488547582
WS0507MALE25,1.6731421371534196
WS1507MALE20,0.45056120886630463
WW2404FEMALE20,1.3532737176317284
ZS0407FEMALE22,1.087856558505821
ZW2606MALE20,1.762314710836667
