,Kx,FOx,FOX_aggregated,FOx_mean,FOx_STD,PSOx,PSOx_STD,RMx,RMx_STD,RMk,PROP_FOx,AVG_RMx,PROP_PSOx
0,466,166.15700000000004,0.12446217228464419,0.1817910284463895,0.10017427421706653,1294152,417.713328572084,92.48558245085368,0.2849822333162724,267,0.35656008583690996,0.34638794925413363,2777.1502145922746
1,466,339.7219999999997,0.2150139240506329,0.19401599086236435,0.09886457504530982,2635762,488.5708749280413,111.7156348261811,0.24210632263254542,316,0.7290171673819736,0.3535304899562693,5656.1416309012875
2,466,520.665999999999,0.282970652173913,0.2029095869056898,0.10896880971324037,3855267,501.0612202510786,152.15670323853317,0.2509271418442784,368,1.1173090128755343,0.4134693022786227,8273.105150214593
3,456,577.5609999999988,0.31051666666666666,0.2128864725396241,0.12083546711079632,3933715,479.7802191741332,184.635571282052,0.2812116405901526,372,1.2665811403508744,0.4963321808657312,8626.567982456141
4,433,541.9790000000003,0.296974794520548,0.21055905205905207,0.121536003733906,3760822,481.1262344276334,191.56329479428246,0.2877180745132988,365,1.2516836027713631,0.5248309446418697,8685.501154734411
5,404,492.4319999999991,0.28219598853868194,0.2145673202614379,0.1239027015642133,3377251,473.61039520931195,193.5178464735087,0.3008275216082776,349,1.2188910891089086,0.5544923967722313,8359.532178217822
6,370,424.4159999999998,0.2747029126213592,0.22093492972410203,0.13209244011746907,2824519,484.28045646036827,182.35763018301205,0.3117315049063001,309,1.1470702702702698,0.590154142987094,7633.835135135135
7,327,398.0779999999998,0.2843414285714286,0.22338832772166103,0.1319315991136249,2588930,487.55500306364775,169.831689082583,0.3081847866544866,280,1.217363914373088,0.6065417467235108,7917.217125382263
8,289,359.27000000000015,0.2763615384615385,0.2208174554394591,0.12346636763200686,2391655,498.96618398848665,158.7550614867227,0.32896665348995446,260,1.2431487889273363,0.6105963903335488,8275.622837370242
9,252,328.5629999999995,0.2960027027027027,0.22066017461383478,0.13451110901155414,2201276,479.27837131876976,133.9951462379133,0.3260364321200257,222,1.3038214285714265,0.6035817398104203,8735.222222222223
10,213,268.4780000000002,0.28260842105263156,0.22225,0.1312648115262926,1771612,468.93731021559876,119.74857545335517,0.30924239302812295,190,1.2604600938967145,0.6302556602808167,8317.42723004695
11,181,211.07299999999992,0.27235225806451613,0.2259882226980728,0.14027213864687135,1324686,462.3950701258679,100.27668441157599,0.32044374251910085,155,1.1661491712707177,0.6469463510424257,7318.707182320442
12,158,179.9610000000003,0.2706180451127819,0.2289580152671756,0.12746405777136452,1142845,467.95000521157834,91.91454248195598,0.3155414431884588,133,1.1389936708860777,0.6910867855786164,7233.196202531645
13,127,141.53900000000007,0.25051150442477876,0.2243090332805071,0.12889309774926438,961683,481.38191951904696,72.32871466948616,0.3416891792068354,113,1.1144803149606306,0.6400771209689041,7572.307086614173
14,104,105.59100000000001,0.2346466666666667,0.23206813186813188,0.12500282975181254,671128,457.8461303510232,58.680946695567584,0.33298624299943297,90,1.015298076923077,0.6520105188396398,6453.153846153846
15,90,102.90000000000003,0.26727272727272733,0.23986013986013988,0.2103043726532808,666259,464.1602460001156,49.81134905098936,0.30725510628699343,77,1.1433333333333338,0.6469006370258358,7402.877777777778
16,80,87.2200000000001,0.2565294117647059,0.22479381443298968,0.15512091646398096,568973,474.99000757930827,46.935369288940656,0.3131135289752659,68,1.0902500000000013,0.6902260189550097,7112.1625
17,68,74.14500000000002,0.24714999999999998,0.2274386503067485,0.13013358253617627,506019,471.4697852189696,36.704031522015825,0.31669741894010434,60,1.090367647058824,0.6117338587002638,7441.455882352941
18,61,76.74599999999997,0.2842444444444444,0.23116265060240962,0.12785149066500345,494015,438.6728032419842,37.88546775742211,0.319866536557601,54,1.258131147540983,0.7015827362485576,8098.606557377049
19,54,52.63199999999998,0.2699076923076923,0.23185903083700443,0.1386917713509724,337199,421.73276061543095,24.979949606731186,0.31043683158612145,39,0.9746666666666662,0.6405115283777227,6244.425925925926
20,41,47.61000000000001,0.27205714285714283,0.22144186046511627,0.13612075731967868,324174,406.90930455186395,23.30930945750311,0.2846863839996738,35,1.161219512195122,0.6659802702143747,7906.682926829269
21,33,32.80499999999999,0.243,0.26035714285714284,0.1800337915497345,173462,315.36558907798167,19.510028889014247,0.2955511072856358,27,0.9940909090909089,0.7225936625560833,5256.424242424242
22,22,21.845,0.2912666666666667,0.2664024390243902,0.17483356962329027,128962,337.45447706735484,9.110682398807526,0.32839694306638695,15,0.9929545454545454,0.6073788265871685,5861.909090909091
23,15,3.622,0.08048888888888889,0.226375,0.18708349573118416,23460,453.53576209600055,6.4978316674338314,0.30323356094957193,9,0.24146666666666666,0.7219812963815369,1564.0
