,Kx,FOx,FOX_aggregated,FOx_mean,FOx_STD,PSOx,PSOx_STD,RMx,RMx_STD,RMk,PROP_FOx,AVG_RMx,PROP_PSOx
0,181,54.98599999999997,0.1169914893617021,0.19158885017421604,0.10072620432663351,418124,391.6486760814239,64.1822822521415,0.346189672049718,94,0.30379005524861863,0.6827902367249096,2310.0773480662983
1,181,119.22599999999987,0.2249547169811321,0.19674257425742575,0.11089643610399713,901339,463.35236556949195,72.84440420240203,0.2832135646940827,106,0.6587071823204412,0.6872113604000192,4979.773480662983
2,181,164.26899999999995,0.25869133858267723,0.1979144578313253,0.10183407793820952,1234293,477.24905308936843,91.30462886424903,0.22547790201313023,127,0.9075635359116019,0.7189340855452679,6819.298342541437
3,180,180.6899999999999,0.27798461538461533,0.20188826815642458,0.10567753643011964,1387047,482.7412934231889,99.01627067917626,0.2198386731505325,130,1.003833333333333,0.7616636206090481,7705.816666666667
4,174,202.98000000000025,0.28588732394366195,0.20839835728952774,0.1231504540387504,1473408,461.7614384493536,103.09163642317247,0.2584676981788733,142,1.1665517241379324,0.7259974395998061,8467.862068965518
5,173,234.52599999999984,0.32126849315068495,0.21516146788990825,0.13413159901651078,1629308,437.8218504439922,109.2501859591771,0.22601541616899,146,1.355641618497109,0.7482889449258706,9417.965317919075
6,168,205.52599999999993,0.2936085714285714,0.22052145922746783,0.14092287244187793,1415019,443.5404472784865,114.31689420263605,0.15598841991419798,140,1.223369047619047,0.8165492443045432,8422.732142857143
7,165,219.91500000000025,0.30333103448275867,0.21645177165354332,0.13043984357602104,1535905,458.90355883043,110.72572548832932,0.21568133906583858,145,1.3328181818181832,0.7636256930229608,9308.515151515152
8,160,191.95299999999995,0.2822838235294118,0.21987743413516614,0.12313606349176488,1311062,449.89339098475233,107.09982221259686,0.22647159626886848,136,1.1997062499999998,0.7874986927396828,8194.1375
9,159,210.09199999999987,0.3022906474820144,0.21839085239085237,0.11964692965115781,1422466,472.8843918420822,108.6270376573027,0.22034263369734794,139,1.3213333333333326,0.7814894795489402,8946.327044025158
10,157,193.37300000000002,0.27823453237410073,0.21557748049052397,0.11382724135837353,1364607,480.8754520319022,108.55025045914167,0.2236213207026182,139,1.231675159235669,0.7809370536628897,8691.764331210192
11,150,198.12999999999997,0.31956451612903225,0.22362302483069976,0.1335939236830271,1306028,460.50143365999037,95.97399744848126,0.2347213714355222,124,1.3208666666666664,0.7739838503909778,8706.853333333333
12,143,190.85600000000005,0.3005606299212598,0.2229626168224299,0.14948572589835407,1256928,452.1997976323911,97.37388535105195,0.24601695585296646,127,1.334657342657343,0.7667235067011965,8789.706293706293
13,139,167.98899999999992,0.2921547826086957,0.21509475032010245,0.11386817067356134,1156212,497.63409373996024,90.90595806425979,0.20139312440990098,115,1.2085539568345318,0.7904865918631286,8318.071942446044
14,134,171.92600000000013,0.2818459016393443,0.21544611528822052,0.11637683574682227,1200529,488.3973184871723,97.75522304045484,0.20106871407671778,122,1.2830298507462696,0.8012723200037282,8959.171641791045
15,129,174.96700000000018,0.31525585585585586,0.22288789808917195,0.1294548005867107,1175956,482.25608222116165,91.83742995732243,0.18316292602977116,111,1.3563333333333347,0.8273642338497516,9115.937984496124
16,116,157.14900000000003,0.3111861386138614,0.21705662983425414,0.12042896784339018,1100954,476.9807692621393,80.78175476892378,0.2244147470268669,101,1.3547327586206899,0.7998193541477602,9490.98275862069
17,111,161.03399999999988,0.322068,0.2218099173553719,0.12075227794505075,1084383,481.6627067183843,80.01606487030686,0.22400256361677107,100,1.4507567567567556,0.8001606487030686,9769.216216216217
18,105,141.47899999999996,0.34091325301204817,0.22315299684542583,0.11487826610870285,967747,451.80758917382576,70.05845373724418,0.15910699578823928,83,1.3474190476190473,0.8440777558704118,9216.638095238095
19,96,129.11399999999995,0.3002651162790697,0.22415625000000006,0.13211936901632113,873983,464.82442859458473,69.83966812983739,0.19630911677862958,86,1.3449374999999995,0.8120891643004348,9103.989583333334
20,85,123.66499999999999,0.3170897435897436,0.22986059479553902,0.1481248628353147,848518,520.6380919624862,65.05783661566144,0.15888034545929133,78,1.4548823529411763,0.834074828405916,9982.564705882352
21,77,90.76699999999988,0.2669617647058824,0.23393556701030926,0.15165915213302963,592887,432.8385857700743,53.491868065634314,0.24124999705158243,68,1.1787922077922062,0.7866451186122694,7699.831168831169
22,63,80.65699999999998,0.2932981818181818,0.23378840579710147,0.1345456073057928,543701,427.976980125974,43.32730242289348,0.22404815739395542,55,1.280269841269841,0.7877691349616996,8630.174603174602
23,42,20.315000000000005,0.1401034482758621,0.2362209302325582,0.17164006424768263,145616,564.6538374903128,24.672981920321245,0.1532373443553608,29,0.4836904761904763,0.8507924800110774,3467.0476190476193
